[00:00:00 - 00:07:48]:  Esta semana João Miguel Tavares declara-se politicamente confiante.
[47:01:28 - 47:09:48]:  Não atribuirá esse Ministerio Chave, esse tipo de cargos.
[47:09:48 - 47:21:28]:  E, portanto, esses deputados vão ter de ser comprados provavelmente com outros tipo de cargos que eu imagino que há uma...
[47:21:28 - 47:36:28]:  que já já presta a ver a criação de vários organismos, misturos e coisas desse tipo que vão...
[47:36:28 - 47:41:28]:  -Vamos trabalhar, é uma regra que... -E ver se eu faz ministro...
[47:41:28 - 47:49:48]:  -Aguis os seus apoiantes que a Massimo Anteba, serão um bom sinal.
[47:49:48 - 48:01:28]:  O Pedro Mexífica-Ci, então, ministro concentrado, estão entre as pastas ministriais por esta semana,
[48:01:28 - 48:14:48]:  agora avançamos mais rapidamente para sabermos por que os homigaltavarse se declara politicamente confiante,
[48:14:48 - 48:19:48]:  onde é que vem essa confiança toda os homigaltavarse.
[48:19:48 - 48:24:48]:  -Foi isso, não peguei mesmo nisso que é garantiu, não é minha, é...
[48:24:48 - 48:38:08]:  -Não ter sido... Não ter sido portosas, ajudouvidas públicas que surgiram se terão iniciado com as explicações que foram prestadas,
[48:38:08 - 48:48:08]:  pelo visado. -E assim, então, não disse para, como o visado, sem ser o visado, não obviu bico, não quer dizer,
[48:48:08 - 48:53:08]:  obviu bico, segundo parece para dizer que opa não é minha, pergunta a aquel outro senhor.
[48:53:08 - 48:56:28]:  -Está a falar do... -Está a falar do...
[48:56:28 - 49:01:28]:  -Cartário de Estado de Judo, do primeiro ministro. -Fala ministro, é seu espacial.
[49:01:28 - 49:11:28]:  -Fala ministro, está na verdade a verdade. -Semana, a semana passada, cuja história está a ser investigada pelo ministério público,
[49:11:28 - 49:26:28]:  na sequência de uma investigação do jornal público, como é que se explica este silêncio o absoluto do secretário de Estado de Miguel,
[49:26:28 - 49:36:28]:  algo de este respeito. -Como nós está lá no velho, portanto, eu ouvi os episódios da semana passada,
[49:36:28 - 49:43:08]:  nós falamos aqui do caso, é um caso que, dizer, não é muito significativo,
[49:43:08 - 49:49:48]:  temos de valoros em envolvidos, porque tem que ser anti-milero, é sempre Portugal, não é nada,
[49:49:48 - 49:58:08]:  não é, tendo a cortar aquilo que nós já ouvimos, que é que é um caso particularmente chocante,
[49:58:08 - 50:06:28]:  porque é 300 mil euros, acho que foram entregar, é um promotor que cria construir,
[50:06:28 - 50:13:08]:  um centro de disposições, o centro que não arranca, o promotor tem um correco falso,
[50:13:08 - 50:19:48]:  para um dia dizer que tinha muita experiência na área, afinal a empresa tinha sido constituído
[50:19:48 - 50:28:08]:  18 meses antes, e portanto, aquilo é uma terapelhada, sem nome, ou seja, os 300 mil euros,
[50:28:08 - 50:36:28]:  não é um valor especialmente elevado, tendo a conta os números que nós estamos habituados a ouvir,
[50:36:28 - 50:46:28]:  mas o caso é muito escandaloso e é muito difícil de se defender, ou seja, é muita evidente,
[50:46:28 - 50:54:48]:  e portanto, e este senhor, que na altura era presidente da Câmara Municipal de Camínia,
[50:54:48 - 51:06:28]:  Miguel Alves foi escolhido, pessoalmente, por António Costa, para ser o seu secretário de Estado de Junto,
[51:06:28 - 51:13:08]:  um dos seus braços de igueites, a pessoa que depois de uma guerra da Silva,
[51:13:08 - 51:19:48]:  até que ele para o outro ministério, abriu o seu livro buraco e ainda tentou ser preenchido
[51:19:48 - 51:24:48]:  para um interrogador de comunicação, a coisa não seja de corral bem,
[51:24:48 - 51:29:48]:  e fogam buscar este secretário de Estado de Junto, que estamos a falar,
[51:29:48 - 51:34:48]:  "alguém que é mesmo um braço de igueite de António Costa".
[51:34:48 - 51:46:28]:  E o que é que aconteceu esta semana, o secretário de Estado continua calado e António Costa falou,
[51:46:28 - 51:58:08]:  e perguntaram-lhe, "E este caso?" e ele respondeu que há setanos que tenham uma regra,
[51:58:08 - 52:09:48]:  que é o não comente de casos judiciais. E esta resposta, que é a resposta do ajustiço ou que é da justiça,
[52:09:48 - 52:19:48]:  é algo que também há setanos António Costa que arrega as costas.
[52:19:48 - 52:31:28]:  Mas que às vezes, sim, ainda poderia ser relativamente compreensível para afastar o caso sócrates,
[52:31:28 - 52:41:28]:  compreensível numa estratégia pulgamente política. É muito difícil ele continuar a utilizar este argumento.
[52:41:28 - 52:48:08]:  Quando está em causa uma pessoa que já foi escolhida, pessoalmente, por si,
[52:48:08 - 52:54:48]:  e que os explicações a relação esta assunto até aumentam zero.
[52:54:48 - 53:06:28]:  E a ideia de que alguém pode permanecer em silêncio de endo, dovidas destas, e diz, "eu não dig nada".
[53:06:28 - 53:16:28]:  E o António Costa, e o primeiro ministro diz, "aí está uma coisa com a justiça".
[53:16:28 - 53:28:08]:  É absolutamente inaceitável e devia haver algum clamor público da patria, e não só aqui, nós, neste programa.
[53:28:08 - 53:36:28]:  Para dizer que senão, existe que não pode acontecer, é porque o último análise é estar epolável para tudo.
[53:36:28 - 53:44:48]:  Qualquer caso que acontecesse em Portugal, por mais candalose que fosse.
[53:44:48 - 53:51:28]:  António Costa, agora pode dizer, a justiça que investiga não tem nada a ver com isso.
[53:51:28 - 54:01:28]:  E esta é a ideia de que republicana. Agora parece que é resido no Ministério Público.
[54:01:28 - 54:11:28]:  Enquanto o Ministério Público não via a casar ninguém, quando não via a polícia, aprender um político, ou a casar um político.
[54:11:28 - 54:18:08]:  É só depois que está em este lugar. Está tudo bem, está tudo bem.
[54:18:08 - 54:23:08]:  É lavar as mãos com pilates. É escana.
[54:23:08 - 54:29:48]:  Eu acho que a minha imagem é bíblia que não é lavar as mãos, que é uma...
[54:29:48 - 54:39:48]:  Acho que é uma glosa de uma passagem bíblia que no António Costa não saiba o teu braço esquerdo,
[54:39:48 - 54:43:08]:  que é o que vai do teu braço direto. É exato.
[54:43:08 - 54:51:28]:  É uma passagem saquia com mãos. Eu acho que é isso. Não saí isto.
[54:51:28 - 55:04:48]:  Eu concordo com o João Miguel disso sobre a gravidade maior ainda das não explicações do que do caso.
[55:04:48 - 55:16:28]:  O que explica? Então, nesse caso, é pouco a nenhuma atenção que as pessoas percebem até agora, por tanto, ao Ministério.
[55:16:28 - 55:31:28]:  Nós falamos aqui, a semana passada, por um lado, à abundância de casos de diferente natureza, prejudica cada um deus individualmente. Já vimos isto com só.
[55:31:28 - 55:38:08]:  Mas são mesmo diferentes de natureza. Eu sei que são diferentes de natureza, mas ainda é invito muito.
[55:38:08 - 55:51:28]:  E portanto, isso, digamos que é o caso da semana e portanto é uma amálegama e como são diferentes de natureza.
[55:51:28 - 56:01:28]:  Alguns não são explicados. Isso não propicia que nenhum deus seja levado a sério.
[56:01:28 - 56:11:28]:  E no caso dos partidos, não é só um avião muito escasos, é que há muitos casos em casa.
[56:11:28 - 56:33:08]:  Isto é. Eu sempre não tenho em toda a minha experiência de falar com pessoas no poder autarquico, que as acusações ao poder autarquico do outro partido
[56:33:08 - 56:43:08]:  são sempre visto as com alguma cautela em todos os partidos com responsabilidades autarquias.
[56:43:08 - 57:01:28]:  Ah, não, eu realmente se eu fizeram isto há mal, mas sabe, há aqui umas coisas. Eu sempre ouvi uma grande tolerância em autarquias em relação a estes matériais, que não têm autarquias.
[57:01:28 - 57:24:48]:  E estes não são impolutos, mas quem tem autarquias, e eu sinto que isto foi... o que eu ve aqui? Não em que a minha, diga-se do passagem aliás, ouve, elegações importantes e preocupantes sobre não acessem a documentação sobre este caso.
[57:24:48 - 57:51:28]:  Mas eu tenho que isto passe. Como é que interpretou Ricardo Aospreia de aclaração do Primeiro Ministro esta semana, aliás, o João Miguel Jardre, frio, dizendo simplesmente que mantém a confiança no secretário de Estado, porque tem por regra, não se pronunciar sobre casos de justiça?
[57:51:28 - 58:14:48]:  Pois é que estão a saber se este é um caso de justiça, ou se é um caso político e de justiça, é várias coisas. Também é um caso de justiça, certamente, para fazer mais do que isso, provavelmente.
[58:14:48 - 58:46:28]:  A passagem líquica do Pedro citou, é nosso senhora ensinar uns dados mola, ou seja, quando dá-se mola, não saiu à toda mão direita, é o que a esquerda faz, é para darmos concureza com estes presentes.
[58:46:28 - 59:26:28]:  E tem um pavilhão de portilho. Não era sobre o provo de um expritor, é um expritor que não está a ser feito nem será em breve, com os promotores, tem todos os problemas, e, portanto, é de facto uma trepelhada, muito imbraçosa, é mesmo muito imbraçosa.
[59:26:28 - 59:36:28]:  O lemnante que nós falamos aqui, ainda por cima, é o juvento, ou é o juvento, que estará a tratar dela.
[59:36:28 - 59:46:28]:  O tempo de ser imbraçosa, é daqueles que não vai desaparecer assim tão presta.
[59:46:28 - 59:59:48]:  E, portanto, acho que, facto que só a frase, em um caso de justiça, eu não pronuncii sobre estes, vamos continuar.
[59:59:48 - 60:16:28]:  Do jeito que isso seja suficiente, mas como é o sexta semana, contrataram mais um direto de comunicação, e, por exemplo, estará todo por favor.
[60:16:28 - 60:33:08]:  Estás parecido, porque a que o João Miguel Tava arreceder, claramente, com o fiente, quanto a pernoscia, de sentir-se, visto, sente que já não oferece novidade?
[60:33:08 - 60:48:08]:  Na verdade, o único que é questão é que este visto, que é um visto, que é falar do anúncio do governo que está a estudar a possibilidade de acabar com os vestigoldos.
[60:48:08 - 60:58:08]:  O que é que é que traevada o Primeiro Ministro anunciar uma possibilidade ainda sem decisão?
[60:58:08 - 61:14:48]:  De facto, ela convém que seja estudada antes de haver uma decisão, porque ela anunciou, antes disso, ao época que já está decidido, não sei bem.
[61:14:48 - 61:29:48]:  Mas há duas coisas aqui diferentes. Uma é, o mere tem sido os vestigoldos, se há uma boa ideia, e como é que funcionou?
[61:29:48 - 61:46:28]:  E a outra que foi um pouco alegação, então a Newcastle foi, bom, isto foi quando estábamos aportados, e agora, se calhar, já podemos te pensar.
[61:46:28 - 62:18:08]:  Sendo que, e ele falou nisso, num contexto de uma grande abertura, start up, pesanómodas digitais, e portanto, uma mostrando que a política do governo, uma política de abertura aos investidores estrangeiros.
[62:18:08 - 62:41:28]:  Só que nós sabemos, num bom, que os vestigoldos, em alguns casos, propiciaram uma dimensão de criminalidade, que é importante saber se é endêmica e superável.
[62:41:28 - 63:04:48]:  Num bre dois, sabemos que, num eadamente, no caso, imobiliario, não foram só os vestigoldos, foi em migração em geral, e outras, e outros fenômenos, sabemos que é um problema imobiliario, sério, não.
[63:04:48 - 63:21:28]:  Pense, nós não podemos, nós cidadãos portugueses, e eu não sou portugal, pois portugueses, mas também tem que ser portugueses, já agora.
[63:21:28 - 63:39:48]:  Nós cidadãos portugueses termos dificuldade em competir com as rendas que os estrangeiros podem pagar, e portanto, isto são coisas que nós sabemos.
[63:39:48 - 64:13:08]:  Agora, será que isto foi lançado como o assunto, neste momento, como o assunto real, ou foi mais uma forma de continuar a te fazer o legado da troica, mais uma maneira da parecer ainda, até porque passe-se com ele, continua-se esta semana.
[64:13:08 - 64:33:08]:  O dia-a-ojo, voltou a esta noite, voltou a esta nas notícias, a dizer que o seu futuro não está nada em mimente, mas que não seria, não sei qual foi a palavra que l'utilizou.
[64:33:08 - 64:39:48]:  Todo, todo, todo descartar ou porto parte.
[64:39:48 - 64:56:28]:  E portanto, toda, tudo que seja, falar de passo de coelho, porto de governo, dizendo, vamos te fazer mais uma coisa, que este senhor fez, é útil.
[64:56:28 - 65:03:08]:  Sendo que eu acho que é um assunto sério e que acho que deve ser debatido.
[65:03:08 - 65:19:48]:  Vê-se, sobretudo, ver tudo, os outros feitos no mecanismo dos vistos Gold, recarderam-os para a concessão do passo a porte, português atorou-o de compra de demobliária.
[65:19:48 - 65:43:08]:  O cara, desde o princípio, um parceiro que este sistema era mais terdesfeito, quer dizer, acho que achamos todos. Estamos todos, e é uma daquelas coisas que se tornam normais.
[65:43:08 - 65:53:08]:  E nós, como somos por índios, transnizemos. Vamos então agora, a gente precisa de merda.
[65:53:08 - 66:14:48]:  E há aqui os senhores que fazem compra uma casa por, acho que é da menina de euro, em Portugal. E por causa disso são premiados, uma coisa que a gente tem boa para ver merda, valiosa.
[66:14:48 - 66:29:48]:  Que é um passo a porte da União Europeia. Porque é distra-ta, ninguém na verdade, ninguém quer ser português. É muito hoje, vamos te confiar e ir.
[66:29:48 - 66:44:48]:  É uma pessoa que quer merda, não sei para poder. Está um pouco a receita. Mas como é um passo a porte da União Europeia? As pessoas querem.
[66:44:48 - 67:06:28]:  E tem essa um meio milha de euro. O que nós estamos a fazer é vender a meio milha de euro, com um passo a porte da União Europeia. Por causa disso, por um passo a porte do vio de euro, é barato.
[67:06:28 - 67:18:08]:  A pessoa que vê nem falsos mais baratos do vio de União Europeia, mas o Portugal estava a vender, entrou no tráfico também.
[67:18:08 - 67:29:48]:  Sabe como é que está o passo a porte? Não sei bem, mas convive que custa de um falso mesmo com...
[67:29:48 - 67:33:08]:  E é mais de um milha de euro.
[67:33:08 - 67:39:48]:  E fica com a casa, isso que eu ia dizer.
[67:39:48 - 67:43:08]:  E está. É a voz.
[67:43:08 - 67:59:48]:  A União Europeia já manifestou por diversas vezes, priori a ocupação de um limado como os vio de um aviso de tribo. Em passa a porte da União, a cidadão extra comunitários.
[67:59:48 - 68:13:08]:  Esse desagrado de bruxelas, João Miguel Tavares, poderá ter pesado de algum modo para que o governo venha agora reabrir este dossier.
[68:13:08 - 68:23:08]:  Não sei se precisou, mas acho muito bem que pense, porque o ponto é exatamente o que o Ricardo disse. Aqui isto é particularmente o peixeino.
[68:23:08 - 68:39:48]:  Porque nós estamos a vender a nacionalidade portuguesa, que nós estamos a fazer, é dizer as pessoas, podem ir palmanha para a farança e pôr-nos de desabder de sérgida entre a União Europeia.
[68:39:48 - 68:44:48]:  E se torna a coisa particularmente ou peixeina.
[68:44:48 - 69:01:28]:  E não são só os vistecômodos, convém-me relembrar a famosa leides fagadistas das quais, por os viste, 12 jogadores das seleções de Israel são portugueses neste momento.
[69:01:28 - 69:13:08]:  E fora das seleções são mais uma data deles, parece que no total são 40 fodebolistas e esrelitas.
[69:13:08 - 69:26:28]:  A 520 anos os deuses que foram expulsos de Portugal já tinham lá o gênero, o gênero da bola, muito também desenvolvido.
[69:26:28 - 69:41:28]:  E agora resultou nisto, para todos os slantes fodebolistas, é uma palhaçada sem nome, portanto é viste de Gold e a seguir acabem também com leides fagaditas, que é uma vergonha nacional.
[69:41:28 - 70:03:08]:  Já sabemos por que o pedra-mexer não se é visto, agora vamos tentar perceber por que o Ricardo Raúse Pereira quer que ele chama "Pedri", parece que é uma opção de sucesso, Ricardo.
[70:03:08 - 70:18:08]:  Acho que sim, vamos rapidamente perceber isso. É um burco de um passo. É um bom tom de nome da digital, como parece ser o seu caso.
[70:18:08 - 70:29:48]:  Não, a nome da sua hoje porque estou fora, mas digital não conta comigo.
[70:29:48 - 70:49:48]:  Estou usando as arbais digitais, por que tem coisas a dizer sobre mais uma edição do mega evento criado por "Pedri", ela está a "Pedri", "Cosgroive", no Regista Civil, ela é "Pedri", com a "Pedri".
[70:49:48 - 71:03:08]:  - Se você vai até de 2018. - Se você vai ser conhecido por "Pedri", "Cosgroive", o Web Summit este ano está a corresponder às suas expectativas, Ricardo.
[71:03:08 - 71:26:28]:  É um suzer, Carlos, como sabe, sempre foi, era um sopropimento unudido, mas sempre foi o que ia acionar, relativamente, ao Web Summit. Sempre achei aquilo, uma fã de chava e era a tensão, era a via pessoas que diziam "Passo".
[71:26:28 - 71:34:48]:  Como é possível, ao investimento deste, não é coisa maravilhosa, e os unicornos e todas essas coisas.
[71:34:48 - 72:06:28]:  - Mas os osso foi, o que aconteceu? - Mas suspeito que tem a ver com a mudança de gestão da Câmara do Lisboa, e já se pode fazer pouco da Web Summit sem ser um reacionário.
[72:06:28 - 72:31:28]:  Agora já se pode. E eu vou aproveitar, e eu, sinceramente, acho que, continuo a achar mesmo, como desde a primeira, acho que aqui, pelo jeito, não precisa matar ficar cada vez mais uma mistura entre uma tera toque e um livro da autógica.
[72:31:28 - 72:49:48]:  - Mas sinceramente, se hoje nós salguem a falarmos em zonas de conforto, é para a quantidade da gente que vai dizer assim, porque parece que você tem a que sair da sua zona de conforto.
[72:49:48 - 73:04:48]:  - Quem este, o lugar? - Eu nunca tive que confortar a ver uma vida, nunca estive confortável. - Pra ver o que? - O Verbo Tobí?
[73:04:48 - 73:23:08]:  - Se também reparé que tinha a vingulição de inglês, acho que, se as pessoas vão ao Web Summit e não sabem quando jogar o Verbo Tobí, eu...
[73:23:08 - 73:44:48]:  - Que eu vou se dizer, é que há algumas palestras que precisam ter um conhecimento ainda que ir relovimentar o língua para o Tobí, da língua inglesa, que extravasa o mínimo do Verbo Tobí, não sei o fim.
[73:44:48 - 74:03:08]:  - Eu acho que o seu favor de ter a transmissão do conhecimento. - Pronto, não temos tempo para mais. - Que já era que fosse mais barata.
[74:03:08 - 74:33:08]:  - Então, estão na altura dos livros. E eu este semana trago uma antepologia de contos e insólitos russo para demonstrar-nos uma vez mais que, por maiores, que estés uma serição, os crimes, as ordens de puto e cometidos por tropas russo da Ucrania,
[74:33:08 - 74:51:28]:  - Um país, o Crania, um país soberano e independente, por maiores que sejam essas atrocidades de que vamos tendo o conhecimento, não podemos percindir da cultura russo, obviamente.
[74:51:28 - 75:08:08]:  - Este livro é apenas mais um exemplo disso. É o título mais recente de uma coleção histórica, que já existe há década, de que esteve muito tempo parado, depois foi reativado recentemente.
[75:08:08 - 75:29:48]:  - A coleção Livro B, vocacionada, sobretudo, para a literatura fantástica, desta vez, alguns dos contos, talvez, não se enquadrem por inteiro nos gêneros fantásticos, mas todos eles têm o seu quede insólito.
[75:29:48 - 75:48:08]:  - E o denominador comum é o medo, aliás, a partir do título, de um conto de secov, um dos contos que está aqui antelogiado e intitulado, medo.
[75:48:08 - 76:16:28]:  - É um tema sempre atual, mesmo já uma semana depois do Halloween, 17 contos de 10 autores dos mais conhecidos de secov, ou Tolstoy, a nome que pouco terão há maiores leitores, como Fiat Dorsogadube, ou Valérie Brussov,
[76:16:28 - 76:39:48]:  - Mantelegia de contos em sótos russos, medos com a organização de Larissa Chattropa, que é uma professora de língua e literatura russa na Universidade de Nova Atlas Boa, a edição é de "É Primáturo".
[76:39:48 - 76:49:48]:  - O João Miguel Tavárez traz um livro de fotografias com polícias e ladroens, sem olhos.
[76:49:48 - 77:03:08]:  - Sem olhos, sim. É polícias, ladros, mas outras revelações é de "The Leonor Sack", que tem feito uma investigação,
[77:03:08 - 77:16:28]:  da ligação entre a fotografia e o crime, para que naquela transição do século 19, pode ser que o 20 é um tema absolutamente fascinante.
[77:16:28 - 77:33:08]:  - Este livro seiu agora na Impressa Nacional e tem retratos de linkantes, tem retratos também de polícias, também de fotografados e também de outras personalidades públicas.
[77:33:08 - 77:51:28]:  - A questão dos olhos é socialmente fascinante, não temos tempo para desenvolver aqui, passa a publicidade, eu há amanhã até escreve nesta sábado, descreve-se ao galano, no público, explica o que se passa,
[77:51:28 - 78:04:48]:  mas o facto destas fotografias e de outras lá dentro, estão em esta tágriga nos olhos, que faz, porque são pequenos extraterrestres.
[78:04:48 - 78:16:28]:  - Tem a velha com a Comissão Nacional de Proteção de Modares, que achou que o direito ao bom nome e até fotografias que são tigadas há mais de 100 anos.
[78:16:28 - 78:31:28]:  - Portanto, eles entusiasam um sessanto, porque já é o bom dos namens das pessoas, que já vamos para fotografias de 1912, 1913, 1915.
[78:31:28 - 78:49:48]:  E portanto, isso é uma coisa de tal managa bizarra, eu faço sobre isto, mas, independentemente das tágrias nos olhos ridículas das fotografados, que é uma espécie de censura, o livro é muito pena.
[78:49:48 - 78:56:28]:  - O pé de mexer traz um acessói sobre o Brasil, muita propósito.
[78:56:28 - 79:13:08]:  - É sobre o Brasil, mas é um caso extremo, como o Estado Unido, mas é exportável para várias países, chama-se o dial possível de Francisco Bosco,
[79:13:08 - 79:28:08]:  pois que é uma espécie de Ricardo Arospreira, brasileiro, não para ser um humorista, mas porque é um homem de esquerda que muitas pessoas de esquerda dizem que não é de esquerda,
[79:28:08 - 79:39:48]:  porque se mantém fiel, a várias coisas da que a esquerda acreditava, emadamente, o debate.
[79:39:48 - 80:06:28]:  E ele identifica as ameaças ao espaço público brasileiro, e só para me ser dar em dois, em 20 segundos, a necessidade de reconhecer que há uma verdade, objetiva empírica,
[80:06:28 - 80:24:48]:  mas também de que há várias tradições de pensamento, e que todas as tradições de pensamento, ou quase todas, tem coisas úteis a dizer sobre essa verdade,
[80:24:48 - 80:41:28]:  e, de um que acontecia, se faz nos choques dessas visões, e isto está uma coisa muito óbvia, mas hoje em dia quase ninguém concorda, e por isso, o que isso recomendar este livro.
[80:41:28 - 81:03:08]:  - O Ricardo Arospreira traz o mais recente rumence de um escritor prolífico que é, tem que se dizer um dos maiores escritores portugueses vivo.
[81:03:08 - 81:18:08]:  - Cara, deixa-me só o re-proponente, antes de dizer que o Francisco Gostoco é um lente filósofino, não me lecia a comparação comigo, é uma coisa perfeira que o Pedro mexia e fez.
[81:18:08 - 81:41:28]:  - Mas, em relação a isto, eu não quero ser de monia de entunos, não quero ser de monia de alvado, então não é um abanturos, mas a sensação que eu tenho, é que a maior parte com as pessoas,
[81:41:28 - 82:13:08]:  tem uma dificuldade de entrar no abanturos, porque é que esta frase não acaba, mas porque é que a pontuação é assim, porque não são apontos finais no fim do quédito, porque a gente aprende a aparecer uma espécie de um diálogo, uma frase aqui no meio dita por alguém que a gente não sabe exatamente quem é.
[82:13:08 - 82:28:08]:  - Porque é que é, por que? Porque isto é o fluxo da consciência das personagens, e a minha proposta é que é...
[82:28:08 - 82:39:48]:  - Propor as asas, que se deu, que se deu, eu abrigado, isso é que você é idade, a minha proposta é...
[82:39:48 - 82:48:08]:  - É orgulho, não é? Como que é orgulho? Não rio mesmo que as águas seja o turvãs, não é?
[82:48:08 - 82:59:48]:  - É orgulho, né? E no fim do quédito constata, espera aí, como é que eu sei a doença da pessoa que fala?
[82:59:48 - 83:04:48]:  Se nunca ninguém lisse, as minhas as pessoas que falem isto?
[83:04:48 - 83:24:48]:  Como é que eu sei que a pessoa que fala, surpreendeu o pai em etia, no momento de ganhar um zinho e um ilícito, se o narragor não disse, e de repente, não vê se eu surpreendeu, o pai é comer a minha tia.
[83:24:48 - 83:43:08]:  Não, isso não aparece lá no... Ou seja, é um trupe fascinante, que a gente só percebe, no fim do quédito, mas a gente não quer isso deixar ir, de repente pensa.
[83:43:08 - 83:56:28]:  Eu fiz aqui qualquer coisa, eu opero em milagro qualquer, eu pensei que não estava a perceber lá, devia não perceber coisas que eu não disse, é essa minha proposta.
[83:56:28 - 84:23:08]:  - E assim com a recomendação do reais recente, a reforma da Estonia e o Lamentante se conclui mais uma rião sem mal, da joia de dias, a mesma hora, ou em podcast, pedimos que a João Miguel Tavares e Ricardo Rojo preira, já cá.
[84:23:08 - 85:11:28]:  [Música]
[85:11:28 - 85:14:48]:  [Música]
