[00:00:00 - 00:13:08]:  Esta semana, Ricardo Arouspreira confessa-se a Chatado, peda-me-se a declara-se sucegado
[40:10:24 - 40:23:44]:  que é aquela espécie de união nacional, que em relação a qual vemos ter algum pé atrás.
[40:23:44 - 40:25:24]:  Mas por exemplo...
[40:25:24 - 40:40:24]:  Um quase eloquente é o Estados Unidos onde o New York Times publicou esta semana uma reportagem,
[40:40:24 - 40:53:44]:  a segunda qual até dona o Trump mesmo, depois de todas as contradições, na abordagem ao problema,
[40:53:44 - 41:05:24]:  na abordagem à pandemia, até o presidente americano está a ser reforçado nos índices de aprovação política,
[41:05:24 - 41:12:04]:  mesmo entre o eleitorado do campo republicano.
[41:12:04 - 41:17:04]:  É verdade.
[41:17:04 - 41:22:04]:  Mas também já ali analises que dizem que isto pode costar...
[41:22:04 - 41:30:24]:  Esta maneira de reagir, tido o ambiente e contradiutória à pandemia,
[41:30:24 - 41:33:44]:  pode costar a eleição na Donald Trump.
[41:33:44 - 41:37:04]:  Agora, se dizia, se há 15 dias, agora...
[41:37:04 - 41:38:44]:  É verdade.
[41:38:44 - 41:53:44]:  Todos os dias ele dá uma conferência de imprensa e aparece no Facebook e por os vistas isto está a mobilizar mesmo, não republicanos.
[41:53:44 - 42:07:04]:  É isso, é muito provável que isto tenha a ver com o facto desta situação ser de tal forma completamente nova,
[42:07:04 - 42:13:44]:  que ninguém sabe como reagir a ela, ninguém sabe qual é o comportamento adequado.
[42:13:44 - 42:23:44]:  E a verdade é que Trump nunca teve comportamento adequado a coisa nenhuma, e portanto neste caso concreto,
[42:23:44 - 42:30:24]:  isso pode ser um... pode ser... pode conviver as pessoas.
[42:30:24 - 42:35:24]:  E está justificado a partida porque...
[42:35:24 - 42:43:44]:  Finalmente é a altura para não se ter um comportamento particularmente adequado.
[42:43:44 - 42:47:04]:  É um majestical.
[42:47:04 - 42:58:44]:  O facto de pandemia estará reforçado aparentemente, em estar no poder, não será uma razão adicional,
[42:58:44 - 43:08:44]:  o João Miguel Tavares, para validar aquele paralismo que não gosta de que aquilo está a passar a uma guerra.
[43:08:44 - 43:17:04]:  Não, não gosto nada de apogar o lismo, mas também se o que é continuar, ele pode descansar todas as pessoas,
[43:17:04 - 43:23:44]:  porque o grande Churchill também ganhou a segunda guerra mundial e, por que, de razões, logo a seguir,
[43:23:44 - 43:35:24]:  como toda a gente está a falta de saber, acho normal quando está a aparecer uma pandemia, entre Trump e Bolsonaro,
[43:35:24 - 43:45:24]:  existe, por santo, de alguma as diferenças, né? Porque Bolsonaro... Bolsonaro neste momento está isolado dentro do seu próprio governo.
[43:45:24 - 43:50:24]:  É isso, Bolsonaro é não-fabeto.
[43:50:24 - 43:57:04]:  Trump é só não-fabeto quanto quer, infelizmente, ele quer muitas vezes.
[43:57:04 - 44:03:44]:  Mas são pessoas diferentes, e o Trump, o que ele tem, toda a gente já percebe,
[44:03:44 - 44:13:44]:  é um negis para saber o que é que o opinião pública quer, e portanto o negis diz, para estamos assustados,
[44:13:44 - 44:18:44]:  e ele vai ser o maior combatente...
[44:18:44 - 44:23:44]:  Se você for lá no trabalho, souver 100.000 mortos.
[44:23:44 - 44:32:04]:  Eu disse que a fosquia num patamar é que...
[44:32:04 - 44:35:24]:  Mas tem uma responsabiliza.
[44:35:24 - 44:52:04]:  É uma fosquia, a chamada fosquia, conservadora número de mortos, é a fosquia supera os mortos da Coreia do Vieto, né, juntos.
[44:52:04 - 44:58:44]:  É para cima, também é a tanta desafiência, é todo mundo que acontece.
[44:58:44 - 45:10:24]:  Mas o Trump está... O facto de ter com esta publicidade não me espanta como... Quem reage a epidemia?
[45:10:24 - 45:15:24]:  Quem está na liderança do país, rejindo uma coisa destas, né?
[45:15:24 - 45:23:44]:  Cometo o fato e vai para as conferencias de imprensa, e tenho o ar cansado, e tenta liderar todas as pessoas.
[45:23:44 - 45:32:04]:  É normal que há uma empatia para com aquela pessoa, porque ela que está frente do país.
[45:32:04 - 45:48:44]:  O que vai ver é ser empatia. Resiste quando a epidemia se for e lá está. E ficar os cacos, não é, os despósitos da batalha.
[45:48:44 - 45:50:24]:  Aí é assim.
[45:50:24 - 46:02:04]:  O Pedro Mexílio fica assim, ministro provisório e definitivo, isso né, entrega das partes ministriais por esta semana.
[46:02:04 - 46:12:04]:  Autora para saber-mos, por que o Ricardo a os Pereira se sente achatado.
[46:12:04 - 46:17:04]:  Será porque ele apretaram a mole a Ricardo?
[46:17:04 - 46:30:24]:  Bom, apretaram um cadinha mole, e isso não é dúvida. Se calhar a mole, precisava de ser apretada, porque nesses tempos da Páscoa,
[46:30:24 - 46:45:24]:  há muito mais deslocações, e portanto se calhar havia necessidade de impedir isso.
[46:45:24 - 46:52:04]:  De qualquer modo, o meu estado de espírito tem a ver com o facto de nós...
[46:52:04 - 47:05:24]:  É a única coisa, acho que nos dá alguma esperança, não me diz tudo, não é? É difícil, não me diz, ter alguma esperança.
[47:05:24 - 47:18:44]:  A única coisa é o facto de, pelo juíste, a nossa reação, estar a fazer com que tenhamos uma das curvas mais achatadas.
[47:18:44 - 47:23:44]:  E isso também tem um lado, digamos, melancólico, não é?
[47:23:44 - 47:32:04]:  O facto não é o facto de se levantar todos os dias para olhar para uma linha, para que a linha...
[47:32:04 - 47:40:24]:  Fazer contemplação de linhas, olhar para os números, para que a percentage em seja ligerem muito menor.
[47:40:24 - 47:45:24]:  E ainda por cima de uma altura em que há tantos...
[47:45:24 - 47:58:44]:  Há uma tentação lírica grande e até alguns poemas sobre a Covid, eu proponho que é contemplação moncólica dourinhas,
[47:58:44 - 48:10:24]:  num gráfico dos eixo X e Y, acho que é assim que se chama, eu não sei bem.
[48:10:24 - 48:17:04]:  Pós quem sabe se isso não dá um redondilha?
[48:17:04 - 48:27:04]:  Se reacomponhar dos multinhos diários em temporal, ou espero que a linha vá ter consigo.
[48:27:04 - 48:40:24]:  Não tenho acompanhado como toda a gente suolhar para gráficos, Carlos, a tentar perceber,
[48:40:24 - 48:55:24]:  no meio daquelas, daquelas riscos, se o nosso futuro é mais ou menos duro, se é quarentena, é mais ou menos longa.
[48:55:24 - 49:12:04]:  E basicamente sim, como aquelas... como é que se chama, vivendo, só que, em vez de olhar para linhas na palma de uma mão,
[49:12:04 - 49:15:24]:  olha para linhas num gráfico.
[49:15:24 - 49:28:44]:  Por volta de uma dia, como sabe que mais aquele formigairo, as peras dos números do dia, qual é o que nos saiu?
[49:28:44 - 49:45:24]:  Qual é o exato para o número de ouro milhões ou um relato de uma partida muito importante? Qual é o indicador que tem dado mais atenção?
[49:45:24 - 49:53:44]:  Bom, tem dado a que dizer, aos índica das das que estão bem a gente dá atenção ao número de infectados,
[49:53:44 - 50:02:04]:  a curva do número de infectados, a curva do número de mortos, tantas também está com alguma atenção,
[50:02:04 - 50:13:44]:  ou umas curvas que não aparecem, que são a curva dos detidos por desobdiência, também tenho monitorizado essa curva com algum interesse.
[50:13:44 - 50:32:04]:  Mas isso é isso, é... resoblinho meu estado molanculia ao olhar para atrocer para cilinhas não cresçam.
[50:32:04 - 50:47:04]:  A quem diga que é muito importante olharmos para os internados em cuidados intensivos, que essa é um número de infectados.
[50:47:04 - 50:55:24]:  E aí a ele dizer, essa também é minha favorita, dos internados em cuidados intensivos é o linha mais importante.
[50:55:24 - 51:00:24]:  Portanto, nenhuma das duas, estás a olhar por si te dizer errado.
[51:00:24 - 51:10:24]:  Mas é óbvio que essa é importante, porque essa é que vai facto de ir o pulso a capacidade do SNS.
[51:10:24 - 51:33:44]:  Devo dizer que hoje como por razões referidas já no início, fui a um hospital e quer dizer, fui confrontado com um profissionalismo absolutamente impecável.
[51:33:44 - 51:42:04]:  Sim, mas não. Conta, estávamos lá? Não, não, desculpa lá.
[51:42:04 - 52:05:24]:  Eu fiz o que todos os cidadãos fazem. Eu lindei para o número de palinhas SNS, a linha SNS 24, em Caminhome para um hospital, quando eu laxinei o processo já estava, já tinha chegado.
[52:05:24 - 52:17:04]:  E eu estava de máscara, portanto não pensava que me estava a tratar de maneira diferente para saber em quem eu era.
[52:17:04 - 52:32:04]:  Então, é como naqueles filmes, não é, em que uma esquiagilha meta uma máscara frente dos olhos e a partir daí ninguém sabe quem ele.
[52:32:04 - 52:37:04]:  Mas se eu as lorro lá, nem sabia.
[52:37:04 - 52:55:24]:  A tendência dos números da evolução da epidemia ainda é o adquircimento número de infectados, mas um crescimento relativamente moderado,
[52:55:24 - 53:20:24]:  pelo menos por comparação com os casos trágicos de espanha e de itália, é que é que atribui o facto de estarmos a escapar a essa tragédia que estamos a assistir em itália e em espanha sobretudo.
[53:20:24 - 53:38:44]:  Mas também agora, em England, também há uma expulsão de casos, em França, também está a gostar bastante. O que nos estará a distinguir, João Miguel Tavares?
[53:38:44 - 53:57:04]:  Porque a gente tem que ir para casa de todo o mais cheio, isso parece pacífico, ou seja, Portugal teve a sorte que ele não teve, já existia itália.
[53:57:04 - 54:17:04]:  Já existia a noção daquele caos, já existia o desespero e portanto isso fez do ventargas antennas a todos os portugueses que se colocaram em casa ainda antes de o governo os mandar para casa.
[54:17:04 - 54:30:24]:  E depois de ver a chance de não ter sido seguido o conselho da senão sucesso da sua República.
[54:30:24 - 54:45:24]:  Sim, sim, acho que aí também fomos, espero que agora mais uma vez, enquanto nós não tivemos mais testes, mais testes, mais testes, mais testes, é muito difícil saber isto.
[54:45:24 - 55:03:44]:  E esse é o problema deste número, ao contrário daquilo que vocês dizem a resposta, quando é que isto acaba, não sei, então fica em casa até saber, eu acho que o ficar em casa até saber quando é que isto acaba não vai ser uma opção.
[55:03:44 - 55:22:04]:  Pede-me-se, parece que a evolução relativamente positiva que temos tido tendo a reforçar nas pessoas, o sentimento que isto está a resultar, portanto, é para continuar.
[55:22:04 - 55:37:04]:  O contrário pode criar uma sensação de que já se já é autora de começar a abrendar e alberar o comportamento.
[55:37:04 - 56:08:44]:  Como vocês já dissem, não acho que isto só se pode perceber quando virmos um impacto que o número de pessoas não encodem a desintensivo, estão em depois nas mortes que venham a não acontecer, porque os números são comparativamente menos malos do que o Espéiã, certamente, e da Itália.
[56:08:44 - 56:25:24]:  Mas eu acho que é boa parte das pessoas, eu acho que aquela caracterização genérica das pessoas como estándar a portar-se de uma forma de sensação, é verdadeira.
[56:25:24 - 56:37:04]:  Pode haver essa pressão que o João Miguel fala das pessoas que reengrossaram, sobretudo, há sua atividade profissional para razões e virentes de subsistência.
[56:37:04 - 56:50:24]:  Mas creio que o fator, e o fator do haver não está de emergência, como é óbvio, por imissões, daí de correntes.
[56:50:24 - 57:10:24]:  Mas o fator vai ser mesmo as pessoas olharem para os números e perceber que se o cenário é minimamente que dá alguma segurança, e embora essas segurança não me faça as segurança.
[57:10:24 - 57:27:04]:  Sindo um momento para o outro, o número de infectados pode disparar e alterar completamente o maro por ser.
[57:27:04 - 57:43:44]:  Está esclocido porque é que o Ricardo Raú's Pereira de sentir-se achatado, quanto o João Miguel está a varro de clara-se, insuportávelmente monotmático.
[57:43:44 - 57:58:44]:  Não me diga que já começa a sentir falta daquelas discussões sobre o var e o penalti.
[57:58:44 - 58:02:04]:  Não, fora de jogo.
[58:02:04 - 58:13:44]:  Esse foi um dos colo atagais positivos deste crise, porque isso foi uma coisa que eu já não suportava muito tempo.
[58:13:44 - 58:17:04]:  Não, esses podem ser genotivados.
[58:17:04 - 58:20:24]:  Deixe-me ter esta vez.
[58:20:24 - 58:22:04]:  Tenho saudade.
[58:22:04 - 58:28:44]:  Eu estou por mim a vida das discussões, só uma vez.
[58:28:44 - 58:33:44]:  Uma vez só por entre os soldados do Pedro Guerra.
[58:33:44 - 58:38:44]:  Já não há mais a ver com a sede do Pedro Guerra.
[58:38:44 - 58:42:04]:  Só um bocadinho.
[58:42:04 - 59:07:04]:  Eu não tenho um foradio do probreiro.
[59:07:04 - 59:12:04]:  Não, eu desse ruído não sinto uma falta.
[59:12:04 - 59:15:24]:  O mundo fechava em casa e com uma pandemia a acontecer.
[59:15:24 - 59:18:44]:  Queria estar a falar do quê?
[59:18:44 - 59:20:24]:  Não.
[59:20:24 - 59:25:24]:  Eu não estou a dizer que não tinha mais que falar da pandemia.
[59:25:24 - 59:28:44]:  Não, não.
[59:28:44 - 59:32:04]:  Tem muita atenção.
[59:32:04 - 59:37:04]:  A questão é que o que eu estou a me importar é uma automática.
[59:37:04 - 59:45:24]:  A pouco e pouco vão estindo pequenas negras que se vão a bagunho.
[59:45:24 - 59:52:04]:  Até a capa do Correta Manhã, de repente já começa a falar um bocadinho dos amores.
[59:52:04 - 59:55:24]:  Não dá a partir.
[59:55:24 - 59:58:44]:  Não dá.
[59:58:44 - 60:03:44]:  Não, mas o capas do Correta Manhã são grandes.
[60:03:44 - 60:07:04]:  De repente já eu valer em decapitado.
[60:07:04 - 60:08:44]:  Não sei onde.
[60:08:44 - 60:13:44]:  E de repente a gente olha um de decapitado.
[60:13:44 - 60:18:44]:  Vida normal, a vida normal de regresso.
[60:18:44 - 60:22:04]:  Olha, o regresso é essa vida normal.
[60:22:04 - 60:28:44]:  E a pouco e pouco o iral levantando das primeiras páginas monotomáticas.
[60:28:44 - 60:30:24]:  E sempre tanto.
[60:30:24 - 60:32:04]:  Por que?
[60:32:04 - 60:38:44]:  Por que eu te confio que já há um mundo e deve haver muita gente a aproveitar estes tis.
[60:38:44 - 60:47:04]:  E agora é que é mesmo bom patroflicio porque ninguém está a olhar.
[60:47:04 - 60:48:44]:  Ninguém está a olhar.
[60:48:44 - 60:53:44]:  Eu preciso dar magia de close up.
[60:53:44 - 60:57:04]:  É por as pessoas olhar para um lado.
[60:57:04 - 60:58:44]:  Exato.
[60:58:44 - 61:00:24]:  Estara a fazer do outro lado.
[61:00:24 - 61:02:04]:  É um tempo profissional.
[61:02:04 - 61:05:24]:  Tava mesmo contente nesta altura.
[61:05:24 - 61:08:44]:  Tem a sensação que ninguém está a olhar para que ele...
[61:08:44 - 61:12:04]:  E de facto, há coisas que continuam a acontecer.
[61:12:04 - 61:13:44]:  Algumas delos, vamos falar a seguir.
[61:13:44 - 61:25:24]:  De gente que aparece no espancada e morta, não era o porto.
[61:25:24 - 61:28:44]:  O já falamos do Orban.
[61:28:44 - 61:35:24]:  Mas é preciso ter cuidado realmente para não vencer e não escondendo muitas coisas.
[61:35:24 - 61:38:44]:  Mas também temos de saúde.
[61:38:44 - 61:43:44]:  Que as pessoas continuam a morrer todas as coisas.
[61:43:44 - 61:48:44]:  E a saúde em Portugal está numa suspensão gigantez.
[61:48:44 - 61:52:04]:  Que exatamente pagem ainda bem.
[61:52:04 - 61:55:24]:  O Ricardo foi recebido com toda aquela competência.
[61:55:24 - 62:05:24]:  E os chinais que têm vindo, tem sido positivos em termos de organização do SNS.
[62:05:24 - 62:10:24]:  Mas também das coisas que se tudo resta em suspensão.
[62:10:24 - 62:15:24]:  Tem também de ser a suspensão milhaços e os gízenos.
[62:15:24 - 62:20:24]:  E as pessoas continuam a morrer outras coisas.
[62:20:24 - 62:23:44]:  E é preciso ter atenção a tudo isso.
[62:23:44 - 62:30:24]:  Acho que estamos a ser, em suportávelmente, monotmático, e que os pesmas tinham.
[62:30:24 - 62:35:24]:  Quer dizer, quem está a fazer programas?
[62:35:24 - 62:47:04]:  De informação ou debate seja do que for, acho que não há grandes alternativas a ser monotmático.
[62:47:04 - 62:50:24]:  É um facto social total.
[62:50:24 - 62:52:04]:  Há um outro que está.
[62:52:04 - 62:53:44]:  Que nunca tenhamos vivido.
[62:53:44 - 63:05:24]:  Está a atingir todo mundo ao mesmo tempo e afetar praticamente todas as dimensões da nossa vida.
[63:05:24 - 63:15:24]:  E evidentemente que nas nossas vidas as pessoas que não vão fazer outras coisas e a falar do desaparecimento.
[63:15:24 - 63:22:04]:  E provavelmente a saudável, claro, é de termos...
[63:22:04 - 63:25:24]:  Mas não se lógico que se emocionais que...
[63:25:24 - 63:27:04]:  Não faríamos muito tempo.
[63:27:04 - 63:28:44]:  Não faríamos muito tempo.
[63:28:44 - 63:47:04]:  Que agora, as quevestimos aqui, a fazer falar daquelas coisas que são a nossa previlação como presidentes de distrito alquebizem coisas e tal.
[63:47:04 - 63:48:44]:  Não dá, não dá, não dá.
[63:48:44 - 63:50:24]:  Não é preciso.
[63:50:24 - 63:52:04]:  Mas não dizem nada.
[63:52:04 - 64:08:44]:  Ainda se lembra a Ricardo daquele tempo em que as manchetes de jornais eram a volta do disco que dizse do portagonista ex-politico.
[64:08:44 - 64:23:44]:  E em que as nossas conversas eram sobre essas declarações, às vezes toscas, atras vezes toros.
[64:23:44 - 64:25:24]:  -Sanéram, é feliz.
[64:25:24 - 64:28:44]:  -Cô, era feliz, é tudo.
[64:28:44 - 64:35:24]:  Acordo com muita saudade esses tempos da nossa inocência.
[64:35:24 - 64:50:24]:  Em que era possível entre termos com macaquinhas no fundo, por exemplo, o silêncio a que está remetido a André Ventura.
[64:50:24 - 64:55:24]:  Que não há de portados para andar para sua terra.
[64:55:24 - 64:58:44]:  Não há, siga, não estou falando.
[64:58:44 - 65:08:44]:  Mas ele está a mudar o castache todos os dias, ou lá dá a semana de repulho, o que está sempre lá, me tem o castache.
[65:08:44 - 65:13:44]:  Não passa lá ninguém, eu posso mudar a volta.
[65:13:44 - 65:18:44]:  -Sem castaches para ruas, vazias, não devem ser assim.
[65:18:44 - 65:20:24]:  -Muito difícil.
[65:20:24 - 65:40:24]:  -Mas, portanto, não está com vontade de voltar ao melhor, já estaria com vontade de voltar a essa conversa da treta.
[65:40:24 - 65:57:04]:  -Tem uma futeu, por favor, um tema em que ninguém morre, mas de facto, alganhoso, uma palavra que não é que devia ter usado.
[65:57:04 - 66:18:44]:  -Já sabemos porque João Miguel Tavar se declara insuportávelmente monotmático e, pera ele fazemos a vontade, o pedra-me-se escolher um tema sem covid.
[66:18:44 - 66:20:24]:  -Bravo Pedro!
[66:20:24 - 66:28:44]:  -Totalmente, o livro de covid dizendo se se se se segava.
[66:28:44 - 66:40:24]:  -Porque este seria evidentemente o tema que nos estaria ocupar com o tema principal dos programas todos, se não estivessem nos...
[66:40:24 - 66:47:04]:  -Sossegados, mas isto tem qualquer coisa do sucego dos cemitérios, né?
[66:47:04 - 66:57:04]:  -É do sucego dos cemitérios, porque trata-se da história que está a gente conhece já, talvez não do cidadão de o creme.
[66:57:04 - 67:10:24]:  -Aunque não, do cidadão de o creneano que queria entrar em Portugal, foi bacada a entrada, e ele depois foi tentar um recambiado.
[67:10:24 - 67:18:44]:  -Eu vai ponder de amigos, os exibidos entramam e ele ficou retido.
[67:18:44 - 67:33:44]:  -Poxa, então, o recambiado é o recusoso recusoso em Barcar e ele vai levar-o no pôma salinha, 3 agentes do Céu, e segundo os relatos na imprensa.
[67:33:44 - 67:47:04]:  -A Sábado, por exemplo, tem uma descrição bastante detalhada do que já sábado, o que já foi investigado.
[67:47:04 - 68:00:24]:  -Ele vai levar-o para essa sala onde ele foi algemado, amarrado, espancado, com bastante a soca, ponta peca, boa promorreira.
[68:00:24 - 68:18:44]:  -Aparentemente, quando esses agentes foram, segundo os que dizem no tíseis, segundo o que foi investigação, quando esses agentes foram interrogados, porque estava a acontecer e disseram,
[68:18:44 - 68:40:24]:  e isso não é para ninguém ver, e ao seiro disseram, agora ele está suscegado, que é o aramento de sucego definitivo, de estar morto, e depois, quando deram conta do óbio,
[68:40:24 - 68:45:24]:  e tudo disseram que ele tinha sido encontrado na via pública.
[68:45:24 - 69:00:24]:  -Tanto, todos esses facto, todos esses facto, de pegar, como João Miguel, a pouco que o risou, que todos as pessoas olhavam por outro lado.
[69:00:24 - 69:25:24]:  -E este é evidentemente uma das coisas mais graves, nossa, o que aconteceu, mas já sabemos que como reú, e por tanto, isto chega nos como gravidade, e isso seria das coisas mais graves que aconteceu em Portugal nos últimos tempos.
[69:25:24 - 69:45:24]:  -Eu achei que não era possível não fazer um programa sem lembrar as pessoas, eu acho que as pessoas estão noção, isto aconteceu, mas é bom que estejamos atendo só o evoluírdas de casa.
[69:45:24 - 70:03:44]:  -Ele está sentendo recardar os prersos de casa, pronta gravidade das suspeitas que recaem sobre os desinxpétores do Céfio, que eles se hanham ficado em prisão do misciliária.
[70:03:44 - 70:20:24]:  -Não, sentendo muito bem, Carlos, não sentendo de todo, até porque estão na situação da maior parte dos portugueses, não fonte-se.
[70:20:24 - 70:33:44]:  -Pois isso é verdade, e isso é verdade, e portanto, não parece ser uma pena apropriada, não parece ser um castigo apropriado ao crime.
[70:33:44 - 70:53:44]:  -Eu tenho pensado também muitas vezes nas pessoas que neste momento estão por razões de capricho do calendário a terminar as suas penas, e a sair das penitenciárias,
[70:53:44 - 71:05:24]:  principalmente com alguma euforia dizendo "viva, liberdade", e alguém diz "Não, não, para casa, se faça favor".
[71:05:24 - 71:08:44]:  -Também deve gostar.
[71:08:44 - 71:27:04]:  -E agora, este de facto, este caso de pessoas, a gente se duma autoridade, que expõe que uma pessoa até amorte, e depois ainda arranjo algumas coisas que também é crime, né?
[71:27:04 - 71:33:44]:  -Andar a tentar inventar que o encontraram na via pública, etc.
[71:33:44 - 71:53:44]:  -E a pena é guardar o julgamento, exatamente da mesma forma que todo o resto da população está a guardar o fim disto, não realmente não parece ser uma boa ideia.
[71:53:44 - 72:00:24]:  -Que reflexões breves, é que este caso lembre estes, onde é o Tavares?
[72:00:24 - 72:15:24]:  -Eu já tinha refletido a pouco, porque não tenho nada de especial a dizer sobre isto, evidentemente, um crime é de ondo, e não está a ter atenção,
[72:15:24 - 72:23:44]:  possivelmente via dá da situação que nós estamos a passar, portanto, e se exemplificam bem que o que eu estava a dizer a pouco.
[72:23:44 - 72:42:04]:  -Vamos então aos livros, temos livros nesta altura da quarentena, e comece-se eu brevemente só para mostrar a obra reunida do Poeta-Luz,
[72:42:04 - 73:08:44]:  Carlos Patraquinho, Poeta-Mos-Sambicano, que é um excelente Poeta e que escreve no nosso português, de países de língua portuguesa,
[73:08:44 - 73:32:04]:  não vou se querer tentar ler nenhum diverso ao problema, porque é um Poeta para degustar, mas sem aquela característica,
[73:32:04 - 73:50:24]:  coloquial que ficaria bem aqui, portanto, recomendo, Luis Carlos Patraquinho e este Poeta, e esta obra reunida morada, não, mas.
[73:50:24 - 74:10:24]:  -O Pedro Mexia traz, não um livro, mas a sustção de livrarias. -Sem, todos nós já, só por todas nas grandes cidades, passamos pelas ruas e vemos,
[74:10:24 - 74:25:24]:  olha aqui, havia uma livraria que fechou e acontece, livrarias, afrabistas que foram fechando por ocasiões das reedas, nomeadamente e outras, a pressão imobiliária.
[74:25:24 - 74:43:44]:  Mas agora há uma ameaça também grande, que é as livrarias fechadas, segundo a pele, ou uma queda de 65% de vendas de livros no último mês,
[74:43:44 - 75:07:04]:  e as livrarias independentes e afrabistas criaram uma rede de livrarias independentes, que em que vão coordenar os forços, chamar atenção, publicaram algumas,
[75:07:04 - 75:27:04]:  um apelo, uma carta aberta, várias entidades, e lembraram que podemos sair desta crise sem livrarias que não as grandes livrarias,
[75:27:04 - 75:43:44]:  que na pessoa já não são grandes, elas próprias, e com uma diversidade cultural muito limitada, com muitos livros que nós conseguimos agandar,
[75:43:44 - 76:00:24]:  que não são novidades nessas livrarias e deixar de haver um sítio onde as encontremos, e portanto é para as pessoas que estão em casa, já tinha feito esta pele aqui aqui,
[76:00:24 - 76:17:04]:  e as dias que queram comprar livros, dar uma ajuda a esta rede que chama-se reliria de livrarias independentes,
[76:17:04 - 76:33:44]:  e onde estão os sites de cada um da delas, e os catálogos disponíveis, e a maneira de tentar que existam livrarias depois desta pandemia.
[76:33:44 - 76:38:44]:  Os maiores teráras mesmo um livro?
[76:38:44 - 76:53:44]:  Eu trago mesmo um livro, alguns dias morreu o Messi de Senna, com 100 anos, e a Viva de Jorge de Senna, a Viva de Jorge de Senna,
[76:53:44 - 77:18:44]:  um email de 9 filhos e além dos 9 filhos, ainda teve tempo para, foi uma das grandes propulsoras do seu legado do legado de Popp de Jorge Senna, e impulsionou várias reuniões de textos dele.
[77:18:44 - 77:33:44]:  A Guerra e Paz têm andado a juntar em vários volumes para que da sua correspondência, e eu sei que valei apenas este livro que acabou de sair.
[77:33:44 - 77:52:04]:  Jorge Senna, nos pensava presentações, o segmento pimenta, ela é uma personagem absolutamente fechante, não muito conhecida, mas fechina, do século 20 português, foi a alganca que teve, ainda na retunda,
[77:52:04 - 78:08:44]:  a lutar pelos tabulcimentos da República, que lutou na flandes na Primeira Guerra Mundial, um dos fundadores da seara nova, depois combateu o Salazar, acabou precisar ir lá no Brasil,
[78:08:44 - 78:22:04]:  e além disso, além de ser capitão, e me litar, portanto, ela é um homem que escrevia muito bem e com grande sentido do humor.
[78:22:04 - 78:28:44]:  E agora está a reunir a correspondência de Jorge Senna, não em muita espalhina.
[78:28:44 - 78:37:04]:  Ricardo Raúse Pereira traz um volume para quem tem tempo.
[78:37:04 - 78:52:04]:  Exato a nem a de cálcio, tenho aqui um livro que é este, que é um tema de um tema, que é por causa da saúde mental da quarentena, que começa a falhar.
[78:52:04 - 79:07:04]:  O livro que eu recomende é o gosto de recomendar sempre para coisas que a gente consegue também encontrar pelo menos em parte na neta, e é de facto, em ciclo pedibritânica,
[79:07:04 - 79:25:24]:  Jorge Luiz Borges era conhecido por ler em ciclo pedibritânica, eu tenho aqui um volume, mas são 29, em princípio da Palállo de Todos, até o fim da quarentena.
[79:25:24 - 79:30:24]:  Se entretendo não vier a data, dá tempo.
[79:30:24 - 79:32:04]:  Exato, também.
[79:32:04 - 79:37:04]:  Não, mas a gente se troca mais em ciclo pedibritânica.
[79:37:04 - 79:48:44]:  Se está quase concluída mais uma reunião humanal, mas antes de fecharmos, fica esta mensagem desprança.
[79:52:04 - 80:17:04]:  Oi, tudo bem? Eu queria mandar um comprimento para vocês, para dizer, para todos vocês, que estamos aqui na quarentena, passando tudo muito bem, com minha esposa, com uma boa...
[80:17:04 - 81:02:04]:  O camaraderia que temos junto com ela, se não é um problema, estamos totalmente da cor do tudo, ela realmente é muito bonitinha, tudo que fazemos junto, se colabora em todo, e ela está bem bem bem comigo, a gente está muito tranquilo, realmente estou muito muito feliz de que tudo se está dando assim.
[81:02:04 - 81:10:24]:  Assim que bom, pra ser.
[81:10:24 - 81:15:24]:  Prasê-lo. Fiquem bem, vou de um espaço bem.
[81:15:24 - 81:18:44]:  Volta-me espaço bem.
[81:18:44 - 81:35:24]:  [Música]
[81:35:24 - 82:15:24]:  [Música]
