[00:00:00 - 00:05:52]:  Esta semana, Ricardo Arouspreira declara-se fluido.
[43:39:56 - 43:49:56]:  E portanto, isso que era a gente falava no Albert John Jardin, porque era o Albert John Jardin? Quem é que se chega? É o Albert John Jardin.
[43:49:56 - 43:53:16]:  Hoje em dia, é quase um novo normal.
[43:53:16 - 44:03:16]:  Estamos prando um caso de liberdade de expressão, a de abuso de liberdade de expressão. Recar da hora hoje para ele.
[44:03:16 - 44:09:56]:  Depende das coisas dito-das Carlos. E ele é muito claro.
[44:09:56 - 44:19:56]:  Não, estamos a falar do caso concreto da bastunária da hora dos enfermeiros.
[44:19:56 - 44:41:36]:  Mesmo este caso, se há difamação, ou seja, pelos vistos, foram pessoas que são acusadas de ter incontidiligalidades, que não conteram, se há difamação, ela é puna, esse tipo de claração.
[44:41:36 - 44:58:16]:  Em relação à falta de educação, não é punida, ela é não abriga pessoas a serem educadas, flizmente, aliás, devem dizer, agora, clara, coloca-se-lo pro lama adicional,
[44:58:16 - 45:08:16]:  que não tem a ver com liberdade de expressão. É um problema aliás, parecido com o problema dos médicos pela verdade.
[45:08:16 - 45:21:36]:  Vamos se por com um engenheiro, diz que as melhores pontos são as que são feitas de papi e mexi.
[45:21:36 - 45:31:36]:  Por exemplo, esse engenheiro não deve ser punido, não deve ser preso, porque teria sua opinião, isso é muito rápido.
[45:31:36 - 45:44:56]:  Agora, a gente pode pensar se ele pode ser engenheiro, tendo essa opinião, se alguém em princípio tradir,
[45:44:56 - 46:01:36]:  se ele vriguar, se ele pode ser engenheiro, do mesmo modo, será que uma bastunária não tem o dever de não ser raska nem internet?
[46:01:36 - 46:06:36]:  Isso é outra questão, também, que alguém há de ter devolir.
[46:06:36 - 46:11:36]:  Vamos ver, formando seguramente, é a primeira instância, não é?
[46:11:36 - 46:26:36]:  O Pedro estava a falar nisso, ou seja, no modo como as pessoas usam, eu ouço muitas pessoas que têm redes sociais,
[46:26:36 - 46:36:36]:  tem que sua página de Facebook ou seu Instagram ou seu Twitter são a minha casa.
[46:36:36 - 46:49:56]:  Sou a minha casa, eu aqui, até, por exemplo, para justificar, porém fora de casa as pessoas que não se comportam como queriam.
[46:49:56 - 47:03:16]:  Eu acho muito perigoso essa ideia de que aquilo é a casa, porque em casa nós dizemos coisas que não dizemos em público.
[47:03:16 - 47:19:56]:  E o certo é que aquela casa, como enxeram, é pública. Mesmo... Eu não tenho redes sociais, e sei de imenços coisas que se passam nas redes sociais,
[47:19:56 - 47:33:16]:  porque aquilo transpira cá para fora, aparece nem a imprensa, aparece nas redes sociais das pessoas que não rodeiam,
[47:33:16 - 47:44:56]:  e por tanto aquilo às vezes dá essa sensação de que as pessoas não compreendo ninguém que estão a falar em público, na verdade.
[47:44:56 - 47:56:36]:  Não sei se as muda este recarto, eu deixo dizer que tu entre as pessoas que não têm redes sociais, essa pessoa que mais sabe, ou que se passa nas redes sociais.
[47:56:36 - 48:01:36]:  Não se sente, não é de risco, não é de risco, não é de risco, não é de risco.
[48:01:36 - 48:04:56]:  Não, é de risco.
[48:04:56 - 48:09:56]:  Paga mais, isto é um paga bem sincero.
[48:09:56 - 48:16:36]:  São ditas em público, é natural que o público é azoia-se.
[48:16:36 - 48:34:56]:  Do seu pão de cristais, o Miguel Tavars, aquilo que é bastonária do orden dos enfermeiros diz e escreve publicamente, na redor de redes sociais, vincula da alguma modo a classe que ela representa.
[48:34:56 - 48:53:16]:  Que lá que vincula? É como é invidente. Eu estou da corte com o Ricardo, embora ele na semana passada, não é autor que não tivemos a oportunidade de divergir que sou a botema.
[48:53:16 - 49:11:36]:  Parece-me ter sido uma opinião ligegamente divergente a relação a que ele polícia, que fez as tais declarações. Eu acho que os membros, que estas pessoas, evidentemente tão vinculadas,
[49:11:36 - 49:26:36]:  pessoas que tenham uma intervenção diferenciada no espaço público, e também vale para as jornalistas, vale para políticos, é evidente que vincula.
[49:26:36 - 49:46:36]:  E portanto, esta senhora, que cada vez mais parece estar se transformando no André Ventura, como bataz o convínio, um bocadinho aqui ela linguagem, embora talvez há algo muito informante,
[49:46:36 - 50:04:56]:  há informante que manifestamente não gostam e manifestaram-se por posse, mas ela como disse, foi votada e teve uma votação recorre porque parte do seu aleitogado.
[50:04:56 - 50:16:36]:  O Pedro Mexírica assim me acho que eu acho que o Ricardo é o espereio em casa dele, estava cheio de vontade de me responder.
[50:16:36 - 50:28:16]:  É que a gente faz que ela seja a casa da minha jovem. Não estava a me pesquis de culpa.
[50:28:16 - 50:39:56]:  É porque a senhora de autoridade de falar na semana passada não é bastante na vida polícia, mas a gente faz a grande coisa.
[50:39:56 - 50:59:56]:  Pronto, o Pedro Mexírica mistrou o Rubén no Isto, também entregue das pastas ministriais por esta semana. Agora é altura de saber-mos porque é que o Ricardo era o Espreira se declara flúrido, isso não será coisa para ele criar problemas, Ricardo.
[50:59:56 - 51:11:36]:  Não é, Carlos, é um grande orgulho para mim, poder introduzir pela primeira vez no Governo Sombro o tema da Tupiária.
[51:11:36 - 51:39:56]:  Vamos falar um pouco de espiaria, vamos abordar a questão dos pontos purais, se faz favor. Agora a câmera lhes vou estar com um problema em mãos que por uma polêmica que mete flores.
[51:39:56 - 51:41:36]:  É por favor.
[51:41:36 - 51:51:36]:  O que tem a dizer sobre o abaixo assinado a entofesa dos brazões da praça do empério.
[51:51:36 - 52:01:36]:  Nada. Eu acho bem que haja devapa. Acho bem que haja devapa nestas questões.
[52:01:36 - 52:06:36]:  Foi por sota do tema, portanto, por não ter nada para dizer sobre o Sombro.
[52:06:36 - 52:19:56]:  Deixe-se saber essa baixa assinado, que é a manifestar uma opinião. É aquilo que eu tenho para dizer é o seguinte, a relação a esta matéria.
[52:19:56 - 52:31:36]:  Não só no que toca a Tupiária, que é neste momento o Sombro que não se conhece, mas também quando se fala de startups, etc.
[52:31:36 - 52:49:56]:  Eu acho que é ilgítimo, grupos de pessoas vandalizarem, queras estatus, que vamos supor que alguém contiu uma tentada contra esta Tupiária.
[52:49:56 - 53:08:16]:  Eu também seria contra... Agora as instituições democráticas, acho eu, tenho direito de definir a paisagem urbana.
[53:08:16 - 53:26:36]:  Por exemplo, ele asa aqui neste caso, o que aconteceu foi... É ótil que acho que haja devapa, por isso é que acho a chlente, que haja uma baixa assinada,
[53:26:36 - 53:41:36]:  num sentido, provavelmente há opiniões no outro, é assim que em democracia a gente decide o que, como é que os espaços há nossa volta, são.
[53:41:36 - 54:01:36]:  Quando isso é excelente agora, o que me interessa especialmente neste assunto é que o que está em casa são uns brazões, uns conjuntos de flores, uns conjuntos de florais que reproduzem brazões que estão na praça do império.
[54:01:36 - 54:21:36]:  E há pessoas que acham que essas brazões devem ser recuperados e restaurados na sua forma como foram pensados e outras que acham que a praça deve ser remodelada, são duas posições estimáveis.
[54:21:36 - 54:34:56]:  A questão é a seguinte, o processo do corredor da seguinte forma, em 2015 foi lançado um concurso de ideias.
[54:34:56 - 54:56:36]:  Em 2016, o Jury atribuiu, escolheu o projeto vencedor. Em 2019, a direção geral do patrimônio cultural elaborou-me parecer favorável.
[54:56:36 - 55:14:56]:  Em 2020, a impreitada foi a desjudicar-da e em 2021, que é o momento em que estamos, continuamos a discutir com a baixa assinada e tal.
[55:14:56 - 55:36:36]:  Eu tenho uma proposta como diz agora, desgulpativa para esta topiária, que era nós, fazemos instalarmos na praça do império, com juntos florais, alusivos a este processo,
[55:36:36 - 55:46:36]:  a este processo que começa em 2015 e quem em 2021 não está ainda terminado.
[55:46:36 - 56:14:56]:  Como fazendo todos os conjuntos florais, uma flora chamada Jarotita, que é uma flora que leva para a 10 anos a florear, em 40 anos de vida, só florece duas a três vezes e cheira a mortos.
[56:14:56 - 56:33:16]:  Eu acho que é por isso, ainda por cima, o seu nome latinho é Amor Fofaos Titano e nós já temos...
[56:33:16 - 56:43:16]:  - Amor Fofaos? - Amor Fofaos, porque ela tem a forma de ter uma coisa que não se quere.
[56:43:16 - 57:18:16]:  Nós temos outros monumentos em Lisboa, em forma da Amor Fofaos e até da valduma coirência, a nossa paisagem em urbana, e acho que representava, simbolizava melhor, digamos, achou eu Portugal, do que os brazões ou qualquer outra solução.
[57:18:16 - 57:56:36]:  - Pois esta digressão é mortos, depois dessa digressão botânica voltando a praça do imperio, para me cientar os signatários da peticção, estão, por exemplo, os antigos ministros de Pagonfélias e António Barreto, também que a vacilva trabalha anos, as presidentas da República, e estão a uma questão ideológica com a direita e a esquerda em Campos Apostos?
[57:56:36 - 58:38:16]:  - Turnou-se, mas não tem que ser necessariamente. Acho que nós falamos aqui já há alguns deste caso, quando é o que mandou surgiu, e eu devo dizer que a partir da minha simpatia estava com a decisão da Câmara, porque simplesmente porque me pareceu bem fundamentada, e agora voltou a ser pro algumas pessoas, desde do Véria do Saferdensa, até artigos na imprensa, do Lisboa Pôs e outras pessoas.
[58:38:16 - 58:54:56]:  E pareceu-me que não eram discursos ideológicos e que, portanto, não supuniam uma guerra cultural, porque essas, claramente, não compro.
[58:54:56 - 59:26:36]:  Mas depois eu fiz uma pãe das defesas dessa intervenção, que foram produzidas ou produzidas agora, com as todas agora, por várias pessoas, e algumas apontam para um critério que sempre, porque eu acho sempre preocupante que, argumentos diferentes,
[59:26:36 - 59:58:16]:  diferentes mais de uma decisão, nos dizem, vamos acabar com aqueles brasões por uma questão orçamental, e então tivemos a junta de freguesia de baleia de zero, nós tratamos de tratar dos brasões, e, portanto, é a questão orçamental, ficaria resolvida.
[59:58:16 - 60:23:16]:  Outro argumento não faz sentido recuperar a brasões de colônia, que já não existem, isso é como dizer que vamos fechar o palácio, qualquer palácio, que já não há menor quia, quer dizer, a prata do império, também já não há império, chamas "prata do império", e nunca mais isso é que é barco isso.
[60:23:16 - 60:43:16]:  E, sobretudo, o argumento, que eu acho que pode ser sério do ponto de vista patrimonial, não tem a certeza que seja sério do ponto de vista político, que é essa justificação.
[60:43:16 - 61:24:56]:  Nós vemos, estes brasões foram lá, após de 1961, 20 anos depois de projetos original, de Coatinelli, de Coatinelli, que foi feito no ébito da exposição de mundo de português, e o que nós queremos é retornar à origem inicial da exposição de mundo de português 1940, com os os valores aparentemente a câmera de Lisboa, subscreve.
[61:24:56 - 61:51:36]:  E, esta argumentação bastante bizarra, pode ser, pode ser, de digerível, de um técnico. Como produncesor política de esquerda, dizer "não, nós queremos respeitar a exposição, a exposição de mundo de português, o após eu, da propaganda de Estado novo".
[61:51:36 - 62:09:56]:  Portanto, isso são demasiado as desculpas divergentes, embora eu tenho uma menta-berta a relação ao assunto, mas não que estou de essa dissonância argumentativa.
[62:09:56 - 62:31:36]:  E elas são aos signatários deste baixo assinado, sente João Miguel Tavarche, que se podem encontrar em ele um pendor nacionalista ou ver apenas a intenção de preservar patrimônio.
[62:31:36 - 62:46:36]:  Eu, quer dizer, os signatários, terão que responder, porque eles, eu, do que é público, do que eles dizerem.
[62:46:36 - 62:53:16]:  O problema aqui é o contexto da discussão.
[62:53:16 - 63:11:36]:  O problema é o contexto da discussão. Eu não tenho nada contra que a câmera de cida mudar, arranjos fologais que foram decididos na década de senta, francamente. Nada, absolutamente nada.
[63:11:36 - 63:33:16]:  E portanto, eu estou basicamente a corte com aquilo que disso recar de isto não é de robar o mastato, como não é igual ao gesto de robar o mastato ou colcar, ou remover o mastato a dos passos público para colocar num museu.
[63:33:16 - 63:38:16]:  -Feliz mesmo coisa. -Suscrevo, moro, fau, falos.
[63:38:16 - 63:49:56]:  Eu não se inscrevo, não se inscrevo, vou marcar, fau, falos, porque não conhece, mas deve ser uma magnífica planta.
[63:49:56 - 64:11:36]:  -Suscrevo. -Suscrevo. É, super-screvo. É as preocupações, porque isto caia no ambiente do cancel culture e de facto de robas das tata e de ataque, ou uma espécie de ideia de história.
[64:11:36 - 64:36:36]:  -E o estilado, eu estaria do lado da direita, digamos assim. -Estou claro. E da diga. Agora, não é bem isto exemplo, isto é um exemplo masculido, agora, também sou sensível, na relação aos argumentos do preto, que é, e depois ninguém se entende com qual é que é a argumentação.
[64:36:36 - 64:51:36]:  Agora, os passos públicos de ser discutidos. Eu, por exemplo, a coisa que mais me irritem aos boas, é o parque do art século, que é uma lameda, mas faixa história não é porque você faixa história ou deixado ser faixa história.
[64:51:36 - 65:11:36]:  Eu gostava de ter um jaggedinho de centro de Lisboa e não é que o que é a única coisa que servem, é ter esses mesmas para fazer a fega do livro. Olha, gostava mais que entrevisa em e do que nas flores da pareça do interesse.
[65:11:36 - 65:26:36]:  Estás por que? Porque o Ricardo Raújo Pereira se declara, portanto, fechado? Não, não é fechado, era... -Rar de fluido. -Fluido.
[65:26:36 - 65:38:16]:  E fluido? Quando a pedra mexia, diz sentir-se independente, está a pensar que anidadar-se nas próximas autárquicas, pedra mexia.
[65:38:16 - 65:41:36]:  Sim, sim, vou polvizir, é, claramente.
[65:41:36 - 66:01:36]:  A tarefa, a protodentente, parece estar agora mais difícil com a nova leia autárquica, como é que a indenda as novas regras aprovadas no mundo passado e que estão a ser contestadas por autárquas independentes?
[66:01:36 - 66:16:36]:  É a regração, a típica regra mudada para influir sobre o resultado. -Quem é mais questionável na nova leia?
[66:16:36 - 66:34:56]:  É desigualdável. Neste metade, há de sete presentes de câmera e leitos por movimentos independentes e parece que cerca de 400 presentes de junta a história exia.
[66:34:56 - 66:49:56]:  E tenda crescer até porque há fenóteses de dissidencia e tudo isso. E é bom para a democracia haver movimentos independentes, além de mais há um espinho gravado nos dois maiores partidos,
[66:49:56 - 67:01:36]:  que é a câmera do porto e a leia é esta bem-vara, essa parece que está em vias de resolução. E não faz sentido que as regras...
[67:01:36 - 67:09:56]:  Exáutendem-me o raiz, segundo os preços não vão aceitar o convito PSD.
[67:09:56 - 67:13:16]:  Vamos ver, vamos ver até lá.
[67:13:16 - 67:34:56]:  O não faz sentido esta tentativa de plas criteria tornar as regras muito mais exigentes para os movimentos independentes e de bem-vara.
[67:34:56 - 67:38:16]:  Mas, provavelmente, se entendem.
[67:38:16 - 67:48:16]:  Não podem usar a palavra partido, não podem usar a palavra coligação.
[67:48:16 - 68:18:16]:  O mesmo movimento não pode concluir a câmera e a frexia. Há uma série de outras regras que deprazo os indígenas e os barucraticos, que o único fito é cortar as vasas aos movimentos independentes que estão em crescimento e, portanto, é uma medida de carizante e de mocarado.
[68:18:16 - 68:33:16]:  Parece que este respeito de uma amigualta avar-se pode falar-se de uma democracia à um garã para usar a expressão de ruim morar e eleito com indipenente.
[68:33:16 - 68:38:16]:  Se você quer uma gorda, não grita mais a resa de tudo.
[68:38:16 - 68:46:36]:  Sim, o Antonio Costa, agora, semana, semana, não leva com o lugar que for bem em cima. É bem feito.
[68:46:36 - 68:56:36]:  Mas, interpretamente, ser, ou não, de uma democracia à um garã, isto é o sistema.
[68:56:36 - 69:06:36]:  Muitas vezes, quando nós andamos com conversas de este sistema, o sistema é o que é o que é o sistema?
[69:06:36 - 69:26:36]:  O sistema é democracia, não é democracia, o sistema é isto, é uma democracia fechada em que quem está fora tem cada vez mais dificuldade a entrar.
[69:26:36 - 69:38:16]:  Vem neste Ricardo Arospreira como a coza à associação dos autarques independentes, uma forma de ditadura do central?
[69:38:16 - 69:46:36]:  Não, nem pensar, Carlos. Parece uma medida que defendem a democracia.
[69:46:36 - 70:11:36]:  Por exemplo, a ideia de que os movimentos independentes não podem candidatar essas eleições autarquicas com o mesmo símbolo no boletim da câmera e no boletim da junta parece o modelo antigo.
[70:11:36 - 70:21:36]:  Acho que, em que eles concorriam com o mesmo símbolo para a câmera e para a junta parece para se imprimar para democracia.
[70:21:36 - 70:38:16]:  Não sei que o prigo é, mas estou firmemente convencido que era prigosíssimo e ainda bem que acabaram com essa banda lheida.
[70:38:16 - 70:59:56]:  Já sabemos assim porque é que o Pedro Mxia se anunciia e independente, agora vamos rapidamente tentar perceber porque o João Miguel está avar, isto declara erguido e parece se se interi em sinto nir como não é o pinho.
[70:59:56 - 71:13:16]:  Já falamos aqui deste caso, mas ele teve desenvolvimento desta semana, temos que ser muito rápido a volta a isto.
[71:13:16 - 71:23:16]:  O Tribunal Constitucional decidiu que o manual pinhe a mesmo erguido no caso é dp, quer explicar as implicações desta tensão?
[71:23:16 - 71:33:16]:  Porque já é só porque deixamos aquilo em suspensos na última semana e de facto o Tribunal Constitucional ouviu-nos.
[71:33:16 - 71:43:16]:  E ele decidiu que o nosso é mais forte de informação, sem eu me ler aqui.
[71:43:16 - 71:53:16]:  Então lá fora, tantas gente nos diz que somos a fonte de informação privilegiada entre os nossos semigrantes e abre assim de espaguetas.
[71:53:16 - 72:14:56]:  É importante, de qualquer forma, conhecer a sequência disso, o manual pinhe foi constituido a ruído pelo Tribunal Constitucional ou que representa uma derrota para o manual pinhe bem evidente e uma derrota também mais uma vez perívorosa.
[72:14:56 - 72:33:16]:  E isso, eu gostava de sublinhar, muitas vezes, entre aquelas pessoas que muito garantistas, em relação a a justiça portuguesa, muitas vezes a ponta sudera, caras alachante, parece que é o grande selvagem da justiça portuguesa.
[72:33:16 - 72:39:56]:  Mas eu não veis ninguém para dar tanto recursos como eu veis rosa.
[72:39:56 - 72:51:36]:  E eu, agora, esperançaiosamente pelo depoimento manual pinho, mal posso esperar as pessoas para dar tanta coisa que eu tenho para contar.
[72:51:36 - 73:14:56]:  A visu, que vai caixar nos tribunais internacionais para as veritras de valor, para falarmos dessa assunto e estar na altura dos livros desta vez ao trago o mais recente romance do catalão em riquevila mata,
[73:14:56 - 73:49:56]:  já com uma longa obra e com uma identidade literária ironica que se reforça aqui uma vez mais, o livro chama-se esta bruma insensata. O PANFundo é o fim de semana de outubro de 2017, em que os nacionalistas catalãs declararam a independência da Catalunya, venha propósito porque este fim de semana há eleições precisamente na Catalunya.
[73:49:56 - 74:14:56]:  Mas essa espécie política é apenas a paisagem em que o romance decorre aliás ironicamente, vilamatas que colocas personagens neste momento histórico, para sublinhar o desinteresse com que elas passam por esses dias.
[74:14:56 - 74:56:36]:  A tema da maior parte dos livros de vilamatas é o desejo de escapar ao mundo concreto, um desejo de desaparecimento de forma a que a única realidade seja a própria literatura e neste romance a personagem principal é justamente um escritor muito reconhecido que forja qualquer tipo de atenção dos média, a maneira da Célene de General de Thomas Pintchen, não mais recentemente delana ferrante,
[74:56:36 - 75:26:36]:  que com isso faz crescer ainda mais o interesse público sobre o próprio mais sobre si alias do que sobre aquilo que escreve. A edição é da Tio de Lito. O João Miguel Tavar sugera esta semana um ensaio sobre um caso histórico alro bizarro.
[75:26:36 - 75:46:36]:  Fiquem não se avisar para a palavra, mas é um caso histórico que eu acho que é fascinante. Este é um livro da Isabella Castra Enrique, chamado Ospreitos do Sado, História Em Moria de Uma Comunidade Alente de Ana, da origem africana.
[75:46:36 - 76:18:16]:  Eu, cada vez mais me interessa a história da escravatura e dos negócios da imprato gala desde o século XV e aquilo que Isabella Castra Enrique demonstra é que há uma presença muito forte no alentejo e depois a partir do final do século XVIII, com o desenvolvimento dos campos de arrozes e os problemas do paludismo,
[76:18:16 - 76:31:36]:  na zona da Alcácia de Tio de Sáu há a mesma formação de uma comunidade que é esta comunidade que então ficou conhecida como Ospreitos do Sado.
[76:31:36 - 76:54:56]:  É uma história absolutamente fascinante, que Géla Géla de Lates Vazs conselso primeiro identificou, o famoso Etnóra de Fino final do século XIX, Michael de Jackometti, Michelle de Jackometti depois estudou também até a nível de sonoro.
[76:54:56 - 77:06:36]:  E portanto é daquelas coisas, daquelas histórias incríveis que existem em Portugal e que merecem ser verdilamente conhecidas.
[77:06:36 - 77:19:56]:  A Bizarriá que me referia ao facto de hoje não haver ninguém que se sinta descendente de os pretos do Sado.
[77:19:56 - 77:33:16]:  Não haver de chendente e da própria comunidade ter possuido uma espécie de apagamento cultural de um tágil, paga-fujer a discriminação.
[77:33:16 - 77:38:16]:  O Pedro Mexia também traz a história.
[77:38:16 - 77:53:16]:  Sim, um livro do Procésio é uma todos chamada a história contemplativa e que apesar do título não tem a ver com o tema que é o estudo muito e que ele esta em experiência direta,
[77:53:16 - 78:04:56]:  até pessoalmente que com que a vida monástica e as ordens religiosas estejam a ver com a unha se são vários estudos históricos,
[78:04:56 - 78:14:56]:  com um texto interruptor interessante e sim sobre a sua concessão da história que ela chama contemplativa.
[78:14:56 - 78:34:56]:  E onde a porção de os rematócios fala de questões sobre a diferença entre os documentos e os factos, a utilidade e as limitações de uso da história narrativa,
[78:34:56 - 78:56:36]:  da divisão em épocas, a poética da história e sobretudo uma ligação muito interessante, como homem assumidamente religioso, que ele faz entre o tempo, o sentido e uma visão,
[78:56:36 - 79:18:16]:  vou dizer teológica da história que seria escessiva, mas uma história numa perspectiva também de um crente sem que isso seja, venha macular de forma nenhuma sua objetividade como o historiador.
[79:18:16 - 79:33:16]:  O Ricardo Raúse Pereira traz um livro que serve para marcar uma acontecimento desta semana, uma efemédia, digamos assim.
[79:33:16 - 79:48:16]:  Sim, como costa não deixa comprar a livro, eu sou fraco a fazer coisas online, esta semana propósito da morte do Jean Clude Carrier,
[79:48:16 - 80:04:56]:  o romancista e guionista francês, fui um portaste para ir ver, lembrar este livro da Teorema, que chama "Tratulia de Mentidosos",
[80:04:56 - 80:19:56]:  é como o contiso subtítulo, são quantos filosóficos do mundo interso, são quantos filosóficos de vários tempos e lugares,
[80:19:56 - 80:36:36]:  saiu também um segundo volume chamado "Nóvata de Ture de Mentidosos", e é os quantos filosóficos todos juntos formam uma espécie de bíblia-like,
[80:36:36 - 80:53:16]:  na medida em que são também uma espécie de, digamos, em que a gente encontra aqui uma espécie de voz primordial e as histórias que são contadas aqui,
[80:53:16 - 81:04:56]:  tem uma, digamos, uma ressonência bastante bíblica, mas like ao mesmo tempo.
[81:04:56 - 81:11:36]:  E argumentista do Boinho Alente, muitas outras coisas, exatamente.
[81:11:36 - 81:24:56]:  Sim, se conclui mais de uma requininha em um sumanal, dois ou três dias, a mesma hora, no Governo Sombra, com o Stozembro Pedro Messias,
[81:24:56 - 81:29:56]:  vamos me guiar a parte de Ricardo Raúspreira.
[81:29:56 - 82:18:16]:  [Música]
[82:18:16 - 82:33:16]:  [Música]
