[00:00:00 - 00:07:52]:  Neste ano, gostar de terminar para além da pandemia e recardar a hoje-preira, esteve
[40:45:30 - 41:00:30]:  - O... depois há uma razão. - Que é esta? É que este tema é um tema que... Eu nunca percebi que o sistema se transformasse no tema 21 anos, porque o que acontece é o local manifesto.
[41:00:30 - 41:10:30]:  - Você sabe como é que funciona os manifestos? Alguém vos manda um manifesto por meio, vocês nunca viram nenhum dos subscriptores, ou vocês lentes manifestos?
[41:10:30 - 41:32:10]:  - É que o faz sentido, não faz sentido. A minha preocupação fundamental, o texto está bem escrito e a minha preocupação fundamental era ajudar os dois mil eidos do familiar, que eu tenho vez fiz nas colegas, sei que é educação, não preciso que não dava nem explicar o que é educação sívica, porque você é o que é.
[41:32:10 - 41:53:50]:  - E a ideia dos mil eidos, no piscina de bons alunos repetirem dois anos para não forrar aquilo, então a minha justiça estão tão uma troço que não me interessa a uma estiurização sobre isto, porque é preciso saber de qual é... de que nós temos a falar?
[41:53:50 - 42:07:10]:  - Mas o que é a intersédio? Mas depois eu fui ouve restado por a tema, fui sugado para o ento tema, ela tivesse que ver o que era aqui, ou nem sabia, ou qual era as programas da qual?
[42:07:10 - 42:28:50]:  - Não, tudo amorizado, é muito pior do que se não. - Não, tudo em que é a discussão aconteceu no princípio de setembro, escreveu um artigo em que perguntava de que serve aprender a separar o lixo, senada sábada democracia, a tenhência da República humana, das horas já separou a mente.
[42:28:50 - 42:53:50]:  - A gente está interessado porque uma pessoa quando eu obrigada a milhão num sumo, não me interessava muito, acaba por posicionar a circulação a ele e estrapolar e a verdade é que os aspectos interessantes relacionados com esta discussão que o ovem torna do que deve ser, uma cadeira de coisa.
[42:53:50 - 43:08:50]:  - Pois há um lado superficial que já falamos aqui, uma parte do país está espera de ver levantar no horizonte os tandards da esquerda, e lá vai tudo para ter a ajustar da esquerda.
[43:08:50 - 43:28:50]:  Vem ao fundo, os tandards de dos bispos e não sei mais do que, blorum, e pronto, tem que batalhar, tipo gudos, a batalha que é empalto, insultos, tridor, ela foi o tridor através, que é uma cena.
[43:28:50 - 43:53:50]:  Bom, mas o que é interessante nisto é o ciente. Antigamente, sempre ouva preocupação de educar homens e mulheres bons, formados nos bons valores, mas porque um polo é incrível, e é a sexta hora do pensamento.
[43:53:50 - 44:18:50]:  Mas, antigamente, chamava-se isso, as humanidades, era através da literatura, era através dos mentos da história, era através da filosofia que se ensinava o valor da liberdade, da igualdade, a tolerância, o respeito pelo outro.
[44:18:50 - 44:42:10]:  - Isso eram as humanidades, pois gríquias é sempre, era uma música, não é? A música também era essencial para a formação, não é do cidadão integral, é de alguém verdadeiramente humano com humanidade, não é uma máquina de tratar pessoas,
[44:42:10 - 44:57:10]:  porque é médico, o físico, porque estudou a aceleração dos corpos, e a um déficit de essas humanidades.
[44:57:10 - 45:05:30]:  - Mas isso, para mim, é uma evidência, nós temos o nosso regime, agora é o professor é o regime, etc.
[45:05:30 - 45:17:10]:  Vamos considerando tudo isso, mas peço de coisas de segunda linha, que não são essenciais, não são cruciais.
[45:17:10 - 45:48:50]:  E, qual é a nossa atrapia? Qual é a nossa solução para essa? Até os empregos que nós chegamos, as pessoas que escolhem a vida das letras, são sempre coisas mal remondradas, que é uma civilização, desapanto vista, doente, mas a solução para a escola é, cremos uma sebenta, dito que ação se ibega,
[45:48:50 - 46:02:10]:  - Eu acho que não sabe nada sobre os clavagismos, sobre reformas, sobre antividade clássica, sobre a democracia grega, não sabe nada, nada, nada.
[46:02:10 - 46:23:50]:  Mas depois tem uma sebenta, onde vão aprender tudo, desde o amor alíbrado, até a segurança agolaviária, isto é que o problema, isto não pode ser uma sociedade mais ou menos funcional, mas isto já não é uma civilização.
[46:23:50 - 46:33:50]:  - É acompanhar a indignação do deputado, seja o sosa pintura, temos que ser relativamente muito rápido, se você se apagou,
[46:33:50 - 46:47:10]:  - É uma espada, assim, isto é uma espada, como se eu estava surgindo as pessoas assinaram aquilo com motivações diferentes e com ideias diferentes.
[46:47:10 - 47:08:50]:  Esta espada, quando se coloca na perspectiva, a prestigata de "tem uma família direto" que os filhos recusem, assistiga aquelas aulas, eu e tenho dúvidas nada,
[47:08:50 - 47:20:30]:  isto fica evidentemente um baixo criança, isto está a foge de questão e, felizmente, acho que isso foi o ultrapassado, acho que na verdade as famílias...
[47:20:30 - 47:23:50]:  - Já do direto de recusão.
[47:23:50 - 47:28:50]:  - Ou seja, porque eu admite a escola, a escola também, você...
[47:28:50 - 47:30:30]:  - A conversação de consciência.
[47:30:30 - 47:43:50]:  - Mas a escola também serve para colocar nas crianças, tem que ganhar tipo de informações e de valores que podem ser contagiatorias, em relação a família.
[47:43:50 - 47:48:50]:  - Isso também faz parte da liberdade das pessoas que estão.
[47:48:50 - 47:55:30]:  - Viu nesta polêmica um aspecto episodico, problema de fundo, pelo MCH?
[47:55:30 - 48:12:10]:  - Acho que há um aspecto episodico, a razão da minha experiência foi um bocadinho diferente, até oposta, não sei se os apetos, não sei se vem que eu fui ler e quase nada do que estava ali me chucou.
[48:12:10 - 48:15:30]:  Ou seja, a maioria das coisas quando me esperam...
[48:15:30 - 48:43:50]:  - A maioria das coisas que eram, são as coisas relativamente pouco importantes, realmente, quando são aquelas as chamadas "basizinhas", que o seja, falou, ou seja, a história política, civismo, literatura, humanidades, sem dúvida.
[48:43:50 - 48:48:50]:  - E, portanto, é hoje lista, a segurança agabaviária, etc.
[48:48:50 - 48:53:50]:  - E isso são tudo coisas, claro, que são importantes nas suas vidas, sabe tudo a segurança agabaviária.
[48:53:50 - 49:23:50]:  - Mas não são da mesma natureza. O que me preocupou mais foi a ideia de que há matérias, em que o Estado pode vencular uma verdade única, quando elas são na verdade, muito discutidas na sociedade.
[49:23:50 - 49:52:10]:  - O exemplo que eu dei na altura e que estou agora é o aborto, evidentemente que é a única maneira que se pode falar, no assunto como aborto, é dizer, estão no assunto com o controverso, em que uma parte associada a cheio isto por estas razões, outra parte a esta sociedade, na sociedade cheio isto por outras razões, tanto que já eu referendo sobre isso, e é um caso claro de referendo.
[49:52:10 - 50:08:50]:  - Se a pessoa, se uma criança, indo-trinada pelo Estado, dizer, não, a opinião a ter é esta, isso parece um pouco pluralista.
[50:08:50 - 50:17:10]:  - O que é que ensinaria numa disciplina de educação fissívica? - Recardar os preços.
[50:17:10 - 50:45:30]:  - Sinaria-vos nossos valores, nossos dos Estados democráticos, nós temos alguns e é importante ensinar-los e respeitá-los, eu achei na altura, achei, pareceu-me que o senhor de putado tinha assinado um documento com várias outras pessoas, e nem toda estava um da corda.
[50:45:30 - 51:32:10]:  - O de Azeis foi bastante saliente quando algumas pessoas se pronunciaram sobre aquilo que tinham assinado, e o senhor de putado também, e não julgava uma coisa com outra, tanto é que o senhor de putado dizia que a cadera era fundamentalmente inútil, e que redondava até para o programa era tão extensivo que era impraticable e redondava em separação de lixo, e outras pessoas diziam que o programa que a cadera era inussiva, e era auvo do objeção de consciência, em principios, não tem objeção de consciência, elas são uma coisa inútil.
[51:32:10 - 52:03:50]:  - Agora, eu partilho a sua, o seu desagrado em relação à teoria crítica, e aquilo que se chama "A esquerda identitaria", não é de teta aí neste programa, mas a teoria crítica é esquerda identitaria, numa tempo havia uma expressão muito engraçada para designar esse tipo de atitude, que era radicalismo porque não é o bruxo fechado a socialista.
[52:03:50 - 52:20:30]:  - Eu tenho saudades desse tempo. - Eu pensava que era esse tempo, era os tipos que eram de esquerda que me seriam no meu caso, e que não se estavam de dobro do polteriado.
[52:20:30 - 52:40:30]:  - Por tanto, não era um passelevado de sério, porque isso é mais uma experiência história fracassada, acho que a paz era até o fim do linha, ou é apenas ruído. Essa era a ideia, mas nesse recardo, ela não achei aquilo de tudo, nada daquilo magrido.
[52:40:30 - 53:12:10]:  - As ilocubrações da teoria crítica têm episódios que são hilariantes, sombra-feelhosos, imagina-se que um pais cheia a casa, eu nunca me corria dos olhos meus filhos, e agora você não é essa coisa, porque essa coisa é possível, você já é no lado mais índice, porque não, não é nada disso, aquilo não faz mal a ninguém, não me importa nada, que eles até venham para casa,
[53:12:10 - 53:37:10]:  e a gente não precisa provocar essas coisas, e a gente não precisa provocar, mas se a gente não for para fazer isso, e a gente não precisa provocar, e a gente precisa provocar, e ela não precisa provocar.
[53:37:10 - 53:52:10]:  - É uma pessoa que se lembra, que a cobenéca, porque nas colas, ensinaram que os rapazes tem um potencial desenvolvimento muito maior que brigam com carinhos e com lecos, e as reperigas brigam com cobenécas, isto está lá no livro, isto está lá no livro.
[53:52:10 - 54:22:10]:  - Quederem, estas coisas existem, não é verdade, e eu não me digo, "ah, tenho direito de subtarir meu filho, esta, esta em doutrinação, minha em doutrinação não faz como sou nenhuma, tudo aquilo são ideias, eu acho que aquelas ideias, até eu tenho pelo seu complexilidade, pelo seu caráter contra o verso, não se não adaptada, não é aquele momento, mas tarde podem debater,
[54:22:10 - 54:33:50]:  vocês possam dinheiro, se ficam diminuídas, porque brigam com necos e estáis, e para não me interessa nada disso, é um tema interessante com qualquer outro, mas ali naquele momento.
[54:33:50 - 55:03:50]:  - Temos de avançar neste balanço do ano, na extinhe missão especial, como o deputado do socialista Sergio Sosa Pinto, e o próximo tema, trazido-lo, João Miguel Tavares, é aquilo que chama a expansão da República Socialista Portuguesa, e simcoli a presença no Governo Sombra do Deputado Sergio Sosa Pinto.
[55:03:50 - 55:17:10]:  - Não acho que vocês têm expandido por que expandirem até o nosso programa. - Vocês têm expandido por que?
[55:17:10 - 55:25:30]:  - Está aqui, mas a República, o tráculo, a promio dessa ideia da expansão da República Socialista Portuguesa.
[55:25:30 - 55:35:30]:  - Este é um programa de balanço do ano, e quando nós olhamos para a Tavares, foi um ano em que Mario Centeno trazitou,
[55:35:30 - 56:23:50]:  e a partir de um momento das finanças pro Banco Portugal, em que o presidente do Tribunal de Contas estava... estava a fazer um aprendimento de um bom trabalho, mas não foi reconozido, que era um também inédito, essa não-reconsoção, em que a ministra da justiça decidiu alterar um concurso internacional para a Procuraduria, em que o homem forte de José Socrates para a Venezuela acabou chefe de gabinete de António Costa, é que o Conselho Gerálio Independente, que foi um esforço na altura do Governo PSD, liderado pelo Poiás Maduro, de conseguir um ambiente de alguma independência.
[56:23:50 - 56:57:10]:  A independência já foi cada vez mais politizado, em que se percebe que a Lucilla Hague não é jornal mais resvidado, ainda que recentemente alguém fez as contas e escou a conclusão que um quarto dos membros do Governo já porquanto outros chefes de gabinete, e portanto, é isto que eu chamo a expansão da República Socialista Portuguesa, é o facto de nós vivemos num...
[56:57:10 - 57:17:10]:  - O que eu queria, como uma espécie de mexicanização, acho que é uma mexicanização, não sentida, ainda, o PS ainda lá não está, mas nos últimos 10.995, o que o PS na Escata é melhor, é absoluta.
[57:17:10 - 57:38:50]:  - Não, mas o PS, desde 1995, é governo, chato com pequenas chéções, em que o PS estava completamente em crise e em que veio o PSD, mas isto se lache tivesse o PSD, eu não devido ter que fosse muito diferente,
[57:38:50 - 58:08:50]:  e veio que o que é a própria clausoga política, e nós traves a transformar, carrega política, uma espécie de carrega diplomática, em que é uma coisa para a vida inteira, e em que as pessoas independentes que vêm de uma vida, que vêm de uma vida estriora à política, tem que haver menos de menos de valgar, isso se preocupa, por fundamentalmente.
[58:08:50 - 58:13:50]:  - Vê se comporta um povo socialista, seja só apente, não.
[58:13:50 - 58:37:10]:  - E há coisas que são aqui ditas pelo João Miguel, que eu com os quais eu concordo, outras não concordo. Uma é a ideia de um político de ficar a vida à política, é o seu caso, é o meu caso, para o seu nome, que eu podia, por isso, eu podia, por isso, eu estava se desvantei assim.
[58:37:10 - 58:58:50]:  - Vai ser de fazer o João Miguel ou outra pessoa qualquer, passaram uns anos, ganhamos minharão, a fazer contratos e a tratar de divorças, eu não sei o que é que a república ganhava, se eu fosse mostrar que eu tenho nunca, não sei, eu consigo monetarizar os meus talentos, estou aqui a fazer estes espectaculares,
[58:58:50 - 59:35:30]:  acordos de fosões e acusições, não necessariamente não percebem, também não sei o que é um político bom, é um tipo que está um dano nos escudores devogados, ou estão em Londres na banca de investimento, e depois reame a sua patria, enfim, tudo aquilo que foi lá fora, foi lá fora aprender e demonstrar com isso, competências morais, políticas, cívicas, culturais, indispensáveis, é uma ideia do que é o país, não sei.
[59:35:30 - 59:48:50]:  A política tem que ter gente diferente, não podemos ser todos iguais, não podemos ter que ver um povo socialista, não é?
[59:48:50 - 60:17:10]:  - É outra coisa, e é parte de acordo com o João Miguel Tavares, eu não sei se a gente preto que eu vou dizer, é que realmente, nós temos um problema no nosso país, ele também ou disse que é um grande velocidade,
[60:17:10 - 60:47:10]:  se fosse o PSD, estávamos aqui todos a barra de estar, nós na nossa geração também vivemos o KVQ, nós lembramos de que foi o KVQ, e, tem razão, eu acho que o problema mais vasto, há que um problema de fundo do país, porque o que muitas vezes nós assistimos na política, nas nomeações, nas indicações, nas escolhas, nos critérios e tal.
[60:47:10 - 61:35:30]:  É algo que nós também já assistimos nas universidades, nos corpos interamedios, nas órgames profinares, ou seja, a ser uma lógica, que a vida não quer fácil, para alguém que tem comunica, comunicar-me, com o principal de arqueamento, o seu médio, o seu talento, não é fácil, nas de países, e o Bruno, mas porque é assim, porque somos assim, e primeiro será que são nós, é que somos assim, será que esteja oral, a minha explicação, se seguramente tem suficiano, tem a ver que a pobreza, a pobreza é reíso de uma série de pessoas,
[61:35:30 - 62:20:30]:  de uma série de miserias, de uma série de defeitos, que os quais é difícil conviver, pois estão se eu tenho aqui um lugar, para preencher, é um lugar que não pode ser desperdiçado, só porque fulano é o melhor naquilo, não, mas eu posso fazer um fio, eu faço um favor, ou filho daquilo meu amigo, e depois um dia se criado, eu amo retribuir, e eu tenho aquele tipo, ó, pá, que eu te preocupo, mas eu transporto a pasta, é um valido, é um lacáio a ano, aqui na faculada,
[62:20:30 - 62:43:50]:  é igual, a altura, ou finalmente, ser reconhecido, pode ser um igual, porque eu já não tenho que me lembrar de que eu não me verte a brava, eu rasgo de jota, toda a vida dele, eu é perfeita, para ser, para me integrar o corpo do centro, e nós vimos nas ordens profissionais, que são verdadeis gordilhões, que estão à porta das profissões,
[62:43:50 - 63:08:50]:  não exerce nenhuma competência de um topológica sobre os seus, só que a da comunicação se pega numa coisa, é que se descobre, que estava tudo atentado de farçar, mas estão para podreir entrar nas profissões, este problema não é só na política, eu acho que isto vem de problema da marmita, o país é pobres, marmitas são muitas, há um grande chocalhar de marmitas,
[63:08:50 - 63:21:14]:  de mermita, mas aqui... e o talento, o talento só é possível, se esterem a oportunidade, se se amareto
[63:21:14 - 63:36:22]:  a crescer não foram uma ilusão, não é verdade? Também estamos a caminho de uma república socialista
[63:36:22 - 63:43:48]:  recada da hosporeira. Caralheu na qualidade da pessoa que nunca optou nem no PS, né, no PSD,
[63:43:48 - 64:03:48]:  se sentam a ver um jogo de ping pong porque na verdade o que acontece é há um conjunto de mermitas e quando as pessoas da área do PSD
[64:03:48 - 64:13:48]:  é a vez delas que quando o PS está no governo, é a vez delas queixaram, esse que as mermitas estão todas aí para a área do PS,
[64:13:48 - 64:25:28]:  quando o PSD vai para o governo troca, e são as pessoas da área do PS que se caixam que as mermitas estão em todas as áreas do PSD.
[64:25:28 - 64:37:08]:  -Pede-me-se, viu ao longo deste ano de basear de poder nas redes e nas universidades, as mermitas nem sempre são partidárias, as dinastias familiar,
[64:37:08 - 64:55:28]:  há mermitas para todos os gostos e fosos, mas os homenagáutavos estão na questão da marmita partidária e, perma-me-se, viu ao longo deste ano de basear de poder nas mãos do PS?
[64:55:28 - 65:13:48]:  -Eu acho que o PS, eu acho que... -Ele encoou, acho que há alguns que são... acho que são evos, entemos de princípio, acho que o princípio é errado, o caso do Banco de Portugal,
[65:13:48 - 65:28:48]:  o caso do Conselho de Geralo Independente, acho que é errado o que aconteceu, e depois há casos poc claros como o processo de instituição da PGR,
[65:28:48 - 65:52:08]:  escandalosamente poc claros no caso do procurador europeu, mas mais do que a questão do abuso, do abuso do poder, do abuso de poder neste sentido, soft,
[65:52:08 - 66:13:48]:  é aquela frase que com grande poder, é grande responsabilidade, e é isso que não se vê, não se pode dizer que este governo se caracteriza por ser um governo de assumir responsabilidades,
[66:13:48 - 66:25:28]:  traa muitos méritos, essa não é um, esse não é um deles, e além de mais, esta situação política e partidária,
[66:25:28 - 66:45:28]:  tudo indica que o Partido de Seu vai ser o Partido de Inispensável do Governo, porque é o único partido que pode, e, portáticamente, aliar-se com toda a gente, e portanto neste momento é o pivô do regime democrático português.
[66:45:28 - 67:15:28]:  Depois da República, socialista, agora, mais um tema que escolhemos como tema trazido para esta emissão de balanço do ano, é do peda-mexia, e são as democraturas da União Europeia,
[67:15:28 - 67:20:28]:  porque lá é o cenário de gismo brevemente peda-mexia.
[67:20:28 - 67:32:08]:  Muito capítulo, ainda é sobre isso, eu falei disso, mas como tanto a falado do balanço do ano, acho que vale a pena, até porque vale a menos de uma alguma de novidades,
[67:32:08 - 68:00:28]:  mas semanas ou a não-novidades, melhor dizendo, que é este escandal do que é para entrar no europeia, ser preciso aos governos e aos países, cumprir certos critérios e muito bem, para entrar no colube, e depois, entre dados no colube, é o que quiserem.
[68:00:28 - 68:28:48]:  E portanto, quando há estados que, como Rangoria Plónia, são os casos mais conhecidos onde há personagens abostribunais sobre as universidades, sobre a imprensa, criminalização da discordância, por meio disso, a governar protecreto,
[68:28:48 - 68:58:48]:  a pressão sobre todos os órgãos e os contrapesos, e o que acontece são reprimendas, suspensões, e portanto isso desgradabiliza ou dá-se o caso, sendo em partidos do PPE, pelo menos o Partido Ungar,
[68:58:48 - 69:25:28]:  um Partido do PPE, e do PPE a ter sido uma situação muito pouco virulenta, se forem, em partidos esquerda, que a estaremos para dizer o mesmo neste caso, são partidos à direita musculada, que estão a portar a amarga nos valores, liberais do projeito europeu.
[69:25:28 - 69:45:28]:  Uma vez mais, calha bem, termos aqui, o presidente da Comissão Parlamentar de Negócias Estrangeiros, em que me dira que vê estas chamadas de "mucraturas", como ameaça à propria União Europeia, a Serge de São Sapinha, então,
[69:45:28 - 70:00:28]:  não posso concordar mais que o Pedro Messia, não há nada a acrescentar o listo, temos esse problema, o problema tem a ver com uma certa estrada de as tradições intelectuais,
[70:00:28 - 70:15:28]:  depois de experiência histórica de países, teve uma história, em Europeia, uma criação de caclo XX, uma criação da segunda guerra, para a país, que viveram a segunda guerra, mas viveram a segunda-metávia de caclo XX muito diferente,
[70:15:28 - 70:35:28]:  e isso não altera completamente a sua multivirência das coisas, e tem opiniões para nós incomprehensíveis, acham que o gênio inglês produziu capitalismo, acham que o gênio financeiro produziu os direitos fundamentais, e acham que é isso que são portanto,
[70:35:28 - 70:53:48]:  estas avanças não têm caráter universal, são assim, adribuam-se de certos modelos de civilização, e que eles que fazem parte do mundo de lava, de maculturas lava, de sessóco fora, e enfim, como...
[70:53:48 - 71:30:28]:  que não aceitam a esta universalidade, e portanto isso é um problema gravíssimo, mas isto que usou alguma ou nada evidente, não há devido entre esses passagem, isto não há nada evidente com isto que usou, mas isto tem a ver com o outro ponto que vamos falar a seguir, que como é que eles não crescires, avançam, provavelmente, isso suicida, mas isso vamos falar mais adiante,
[71:30:28 - 71:48:48]:  não temos mais tempo, porque estamos aproximando nos finos, não sei se o Ricardo e João Miguel querem fazer alguma mutação às democraturas, ou se passamos...
[71:48:48 - 72:10:28]:  Estas democraturas e o facto de EUA aprender a entrepender em capaz, não termo canismos para punir ou, digamos, num caso os extremos pulsar os países que não respeitam o Estado direto no seu próprio seio,
[72:10:28 - 72:42:08]:  regeram uma situação, no caso, o ridículo que é a União Europeia é muito luminosciosa, alogilar sobre, por exemplo, o calibre de fruta, ou este ano propuseram se friar sobre a mudança da hora, e no entanto, gente que não respeito ao Estado direto é mais difícil ver...
[72:42:08 - 72:55:26]:  Mas eu sou o madendo concordo com tudo o que foi dito aqui e acho que simplesmente é mais fácil me diga com o que va toga de uma banana, do canalizar exatamente o que é o julho de estado direito
[72:55:26 - 73:04:02]:  e é valiar em tribunal rigorosamente e questiones critegues para uma expulsão maior.
[73:04:02 - 73:08:34]:  É que é melhor, porquê é um disco ou um sorro, é claro.
[73:08:34 - 73:11:02]:  É exato, é muito exato. É completo.
[73:11:02 - 73:36:02]:  Bem, estamos aproximando de um desafio neste balenço do ano que agora está a terminar, Sergio Sousa-Pinto. Elege como um dos aspectos marcantes de 2020, a morte de vasco polídeo valente.
[73:36:02 - 73:42:42]:  O que mais admirava em vasco polídeo valente, Sergio Sousa-Pinto?
[73:42:42 - 74:01:02]:  Bom, eu acho que foi um grande acontecimento, um acontecimento negativo, um grande perjuízo para a país, a morte de vasco polídeo valente, porque um vasco polídeo valente para além de escrever muito e se bem,
[74:01:02 - 74:14:22]:  que é sempre... Não há alguém que acha que é a coisa de que desscordamos, mas que é muito e se bem, é sempre um compensador ler.
[74:14:22 - 74:21:02]:  Não há pessoas que uma multivirência radicalmente diferente da nossa.
[74:21:02 - 74:37:42]:  O momento de vasco polídeo valente foi eleito, portado precisamente nas eleições, em que Sergio Sousa-Pinto assumiu pela primeira vez o mandato de portato em 1995.
[74:37:42 - 74:51:02]:  Lembra-se dele nessa passagem em um episódio, não tinha uma coção próxima com ele, na minha diferença de edades enorme.
[74:51:02 - 75:17:42]:  Mas eu lembro do vasco polídeo valente ter uma opinião muito crítica e sarcástica até sobre os políticos que serviam a segunda república, e depois daquela experiência em show do milidade, o pessoa refri só a explícita de que ele terminava.
[75:17:42 - 75:34:22]:  Só uma pessoa com uma grande integridade, uma pessoa que parece despasar o país e brincar com os indígenas e tal, e não sei o que.
[75:34:22 - 75:44:22]:  Mas não foi uma nada assim, uma pessoa que sabe que o seu contributo só tem interesse para o seu príncipe, ou o seu pronesto.
[75:44:22 - 76:02:42]:  Por isso, perceber que as coisas são mais complicadas do que se cadar, a certas que os matísmos que não descalhem em realidade com ele é, e a gente que se ofri a culpa e isso se sofria a culpa e isso, e que não vai não estar do país.
[76:02:42 - 76:14:22]:  Os críticos de vasco isolento não são de alguém que não respeita, que não gosta, que despreza, que tem vergonha, como é a Portugal, e isso é uma primeira província, que é a verdade.
[76:14:22 - 76:36:02]:  Não, não, não, eu acho que ele gostava profundamente e sofria a culpa e isso sofria que o atraso, porque o atraso para ele era, mas como é que isto não nos passam as décadas de sucedas, e não conseguimos chamar as parecidas com os outros?
[76:36:02 - 76:42:42]:  Porque o atraso não é uma coisa estrata, é muito concreto, é porque é este desvio?
[76:42:42 - 76:49:22]:  No mafraso de pedemissia, qual é o lugar mais importante de vasco polísovalente?
[76:49:22 - 77:29:22]:  São duas, uma é que a clareza é uma conquista, basta aliás lembrarmos de que o vasco polísovalente ta falar e escrever, e, enquanto é, o trabalho que dá fazer com que o pensamento seja fluido, particular, humorável, e, portanto, aquele estes de seram certamente muito trabalhados, e depois o facto de ser alguém que tinha um possivelmente político-genérico, mas, depois, muito difícil de interencherar.
[77:29:22 - 77:39:22]:  Dizem que o vasco polísovalente era de direita, é genéricamente verdade, mas é tão insuficiente.
[77:39:22 - 77:44:22]:  E o Ricardo Roussebro, que é que admirava mais, não faz polísovalente?
[77:44:22 - 77:59:22]:  Eu vou usar um termo técnico certamente, mas era um certo estômico agandismo, que é sempre muito sedutor nas pessoas.
[77:59:22 - 78:09:22]:  Que outras figuras, de a partir de 2002, me liviam até que ele parece que, como se é um sere invocado, sem a ser invocado?
[78:09:22 - 78:19:22]:  Foi um ano que, às vezes, que há todos os anos, são trágicos, morre regente importante, mas foi um ano duro, escrutando,
[78:19:22 - 78:24:22]:  no "Styne" em Portugal, morreu do "Argue de Lóganse".
[78:24:22 - 78:32:42]:  Eu queria fazer uma nota de Olivia de Avaland.
[78:32:42 - 78:42:42]:  Morreu a estânia, uma senhora que ainda andou a contrascinar com o Earl Flynn nos filmes de Capispada,
[78:42:42 - 78:51:02]:  e que ainda foi uma das grandes, grandes personagens de tudo o vento levou.
[78:51:02 - 78:56:02]:  É Olivia de Avaland morreu com 104 anos em 2000 anos.
[78:56:02 - 79:01:02]:  E o Carque Pogas, mas estamos ao lado dos livros.
[79:01:02 - 79:09:22]:  Desta vez, não somos nós atrasê-los, é o nosso convidado para esta emissão especial.
[79:09:22 - 79:17:42]:  Temos muito pouco tempo o sérgio de seus apíntito para os dois livros que escolheu.
[79:17:42 - 79:29:22]:  Porque aquilo se escolheu. São dois livros ambos com o pano de fundo da história.
[79:29:22 - 79:36:02]:  Começamos pelo Giban, que acaba de ser a ser reeditado.
[79:36:02 - 79:44:22]:  O sere mostre mais sintético possível, mas não se encerou que me hão devoloso, mais do que me conheço.
[79:44:22 - 79:52:42]:  O Giban é um grande clássico, um grande clássico litrário e histórico.
[79:52:42 - 80:01:02]:  E portanto, numa época com uma nossa que vive com um certo fechino pela antiguidade clássica,
[80:01:02 - 80:04:22]:  é fundamental ler o Giban, é um blasimo livro, acho que...
[80:04:22 - 80:09:22]:  A história do Clínio e o Iperio Românio.
[80:09:22 - 80:19:22]:  O Iperio Românio é o primeiro volume a sair um segundo em breve numa condensação,
[80:19:22 - 80:24:22]:  porque o livro é muito maior. E depois escolheu...
[80:24:22 - 80:27:42]:  É uma condcimento, a publicação deste livro.
[80:27:42 - 80:37:42]:  O outro é um livro que soube no qual... Um romance, mas que é um romance que é praticamente um livro de história.
[80:37:42 - 80:41:02]:  É um livro de história, é um livro de centro, porque...
[80:41:02 - 80:44:22]:  Mussolini é o filho do século.
[80:44:22 - 80:59:22]:  O filho do século. É um livro que nos ajuda a perceber como o fascismo que foi realmente um movimento acente na glorificação,
[80:59:22 - 81:11:02]:  na legitimação da violência e um regime criminoso, que foi muito mais do que isso, mas também foi isso, sem dúvida nenhuma.
[81:11:02 - 81:16:02]:  É só que foi possível, porque é um procuramento que cresci liberal de suicidou.
[81:16:02 - 81:22:42]:  Portanto, as nocresciias, antes da parecer o que venha a seguir, as nocresciias suicidantes.
[81:22:42 - 81:32:42]:  Eu... os temas liberais suicidantes. E, portanto, até preciso, é um livro que nos ajuda a compreender.
[81:32:42 - 81:37:42]:  É a salenta, a salenta, a pudrecimento das instituições.
[81:37:42 - 81:46:02]:  E como as massas numa proporção que nós não se conhecemos,
[81:46:02 - 81:51:02]:  qual foi, porque aquelas eleições eram torres de mal-drabismo, evidente, as soldagens não se tinham.
[81:51:02 - 81:56:02]:  Mas, na verdade, as massas foram conquistadas pela edéautoritária,
[81:56:02 - 82:02:42]:  então não se há das com a experiência democrática. E isso é que é o grande alerta que nós.
[82:02:42 - 82:07:42]:  Dois livros de duas recomendações, olhar para a história,
[82:07:42 - 82:19:22]:  se encercam com o último reunião do Governo de Sombra em 2020, agradeço a nosso convidado especial.
[82:19:22 - 82:31:02]:  Seja o seu zápido que vai ajudar nos a fazer o balanço deste ano agora já são voltamos em 2021
[82:31:02 - 82:39:22]:  e com o elenque de sempre pedra-mexias, o Miguel Taváres e Ricardo Arospará.
[82:39:22 - 82:41:02]:  Boas entradas.
[82:41:02 - 82:57:42]:  [Música]
[82:57:42 - 83:44:22]:  [Música]
