[00:00:00 - 00:09:54]:  Essa semana, recarderá-os Pereira desta vez à distância de Clara e nao ditado.
[44:14:22 - 44:29:22]:  -Pessoal, se pague realmente, se pagar a justiça da política, que é um bom princípio, não significa refugiar-nos atrás da justiça,
[44:29:22 - 44:37:42]:  mas pague não respondem politicamente, que é cada vez mais aquilo que acontece em Portugal, quando tu usa a famosa frase.
[44:37:42 - 44:46:02]:  -O que significa que a justiça da política é o que é um impovercimento.
[44:46:02 - 44:59:22]:  -O agro, não tem outra responsabilidade, não é o responsabilidade, não após o transitém em lugar de sentença, ou a polícia via atrás de ti.
[44:59:22 - 45:02:42]:  -Está um absurdo.
[45:02:42 - 45:14:22]:  -O pedra-mexia, fica então o ministro alto em criminado e é altura de mudarmos de página, com um Ricardo Arospreira,
[45:14:22 - 45:31:02]:  lá longe, abdicar esta semana, do título de ministro para se tornar presidente do Governo Regional, dessa região onde está Ricardo.
[45:31:02 - 45:37:42]:  -Tenha certeza de que os darão. -O lugar não está ocupado?
[45:37:42 - 45:41:02]:  -Eu já tenho mais peso. -Estou chorando no pano.
[45:41:02 - 45:49:22]:  -Não, eu não sei se a sensação deste sitio, pois não poderia.
[45:49:22 - 45:59:22]:  -Eu só espero que passei várias ou da lística, em fã de fundo, a fazer a dança do vento que contra a sua...
[45:59:22 - 46:07:42]:  -Não, castaco a família, por isso não. Eu falto no masoto da lística de entreras sensuais.
[46:07:42 - 46:26:02]:  -Quero falar da confusão política na madeira com o líder do PSR Regional a dizer já que está pronto, de novo, para as terceiras eleições regionales em menos de um ano.
[46:26:02 - 46:37:42]:  Como é que está a acompanhar Ricardo Arospreira, este fulitinho de alvoquerque contra todos, todos contra alvoquerque?
[46:37:42 - 46:52:42]:  -Como é que entreras? Até porque ainda não há a confirmação do que possa, em vez de, é possível que partamos para as terceiras eleições de um curto de paz.
[46:52:42 - 47:09:22]:  -Tempo, mas para já o Miguel Alvoquerque disse foi, eu tive a sensação de que este programa não poderia ser chumbado, vou apresentar outro programa do Governo.
[47:09:22 - 47:16:02]:  -El está convencido que o problema é do Governo, não está nesta certeza.
[47:16:02 - 47:27:42]:  -E eu acho que, imagina que eu vos dizia, vocês querem ouvir uma linda peça para ver o lino e vocês diziam, não é essa, não.
[47:27:42 - 47:36:02]:  -Eu disse que é lhe outra peça, então, não o problema é essa, o problema é que eu não sei tocar a linda.
[47:36:02 - 47:49:22]:  -É possível que o problema dos programas apresentados por Miguel Alvoquerque seja Miguel Alvoquerque e não uns programas.
[47:49:22 - 47:56:02]:  -Tou muito curioso para saber o que vai acontecer no próximo.
[47:56:02 - 48:11:02]:  -Miguel Alvoquerque viu que o sobrigado retirar o programa do Governo, como já disse o Ricardo Aros Pereira porque tinha chumo garantido na Assembleia Reginald,
[48:11:02 - 48:39:22]:  agora, prometa apresentar um novo programa do Governo no prazo máximo de 30 dias, o que que poderá fazer inverter decisão da oposição em bloco de inviabilizar esta nova tentativa do Governo para ver seu Governo regional entre as facas em funções?
[48:39:22 - 48:51:02]:  -Olha, ele está tão mal, tão mal na madagra que eu até já concordo com Albert de Um Jardim, portanto é perceber como aquilo bateu um boteu de um jardim.
[48:51:02 - 48:56:02]:  -E esse interp de desinteressado da situação de conhecimento?
[48:56:02 - 48:59:22]:  -Esse interp de um jardim, mas que eu acho que eu tento dar razão.
[48:59:22 - 49:07:42]:  -Ele já conseguiu se o seu Miguel Alvoquerque dar um lugar ao outro.
[49:07:42 - 49:26:02]:  -Quer isso que devia ter acontecido e as pessoas dizem "ah, e tal, mas ele foi eleições, é verdade, não é um pouco nota o menos, ganhou primeiro a reesquinha as eleições internas,
[49:26:02 - 49:39:22]:  e depois um bocadinho menos ar-resquinha o PSD ganha as eleições, mas também pode segmentar que quem ganhou as eleições foi o PSD não foi Miguel Alvoquerque.
[49:39:22 - 49:44:22]:  -Se a faltou Albert de Um Jardim, está tanto de sã de um carrego.
[49:44:22 - 49:49:22]:  -Ela está na hora de se afastar.
[49:49:22 - 50:07:42]:  -Eu do modo geral, eu sou bastante pragmático nesta as coisas, até como se vê com umas minhas posições no continente, no continente e no país todo, que também inclui madagra.
[50:07:42 - 50:29:22]:  -Então, no governo da República, no caso da madagra, eu se tivesse na oposição de ter uma dúvida grande, porque eu acho que ele está fredo do legitimidade política para realmente governar a madagra,
[50:29:22 - 50:39:22]:  porque o caso, no qual ele está envolvido, é um caso muito sério, no qual o senhor é constituído ou lhe guia, ele não devia estar lá.
[50:39:22 - 50:46:02]:  -Ele diz por muito menos da eleições, depois de legitimar.
[50:46:02 - 50:51:02]:  -Para coisa, para ver o central, ele não se enrocia a investigação.
[50:51:02 - 50:57:42]:  -Não funcionar, e por muito menos que isso, António Costa, foi sembora.
[50:57:42 - 51:01:02]:  -E Miguel, porque é que não se chama?
[51:01:02 - 51:04:22]:  -Acha que o Miguel não está a prestigiar o carrego.
[51:04:22 - 51:09:22]:  -Não, acho que não está a prestigiar o carrego, acho que não está a prestigiar o carrego.
[51:09:22 - 51:24:22]:  -Estou a fazer a pergunta nesta termos, porque foi aquilo que António Costa disse que ele vou admitir se foi para manter intacto.
[51:24:22 - 51:26:02]:  -Sim, não sei, eu sei.
[51:26:02 - 51:27:42]:  -Estigio do carrego.
[51:27:42 - 51:32:42]:  -Nama deiga, é verdade, o senhor não ganhou como eu ia absoluta.
[51:32:42 - 51:47:42]:  -E, portanto, este braço de ferro, e parte é compreensível, pode se dizer que um grande problema que é, mas a oposição em si também não tem uma solução.
[51:47:42 - 51:54:22]:  -Esperal, porque agora tem a expectativa de que o chega possa...
[51:54:22 - 51:56:02]:  -Modar ideias.
[51:56:02 - 51:57:42]:  -Pode dar uma ideia com uma sedência.
[51:57:42 - 51:59:22]:  -Talvez.
[51:59:22 - 52:02:42]:  -Posso é, é, o que vemos ouvir o chega dela.
[52:02:42 - 52:19:22]:  -Mas repara, tendem conta que o chega, alugadamente, é muito preocupado com a corrupção, segundo coisas que onda ouvir, e as expectas de corrupção.
[52:19:22 - 52:32:42]:  -De repente, aliás, se a Miguel Álpca é que neste contexto eu peço de namadaga, é uma posição muito estranha.
[52:32:42 - 52:34:22]:  -Aquilo é real político.
[52:34:22 - 52:41:02]:  -Vista para te trair com a sustência pela qual o partido se notableiza ou não?
[52:41:02 - 52:44:22]:  -Repara, mais uma vez.
[52:44:22 - 52:52:42]:  -Se o chega fizer isto na namadaga, ele dá uma razão a mim, não a ti.
[52:52:42 - 53:09:22]:  -Tout o correcto, tem que ser por razão.
[53:09:22 - 53:12:42]:  -E se é, porém, é a decisão.
[53:12:42 - 53:16:02]:  -Pede-me xia, finalmente admite.
[53:16:02 - 53:17:42]:  -Ainda bem.
[53:17:42 - 53:19:22]:  -Mas é verdade?
[53:19:22 - 53:26:02]:  -O meu argumento é que ele se o que é, é, é taxo, para repotilizar a expressão do chega, o que é, é taxo.
[53:26:02 - 53:32:42]:  -O meu argumento é que as não são partidos confiáveis para governar a região nenhuma.
[53:32:42 - 53:34:22]:  -Sim.
[53:34:22 - 53:41:02]:  -E o Miguel Álpca é que isto está difícil ao nível da confiança.
[53:41:02 - 53:46:02]:  -E basicamente que foi, de Miguel Álpca é que nas torturas?
[53:46:02 - 53:47:42]:  -Está, não.
[53:47:42 - 53:49:22]:  -Quê dizer? Vamos laver.
[53:49:22 - 54:14:22]:  -A partir do momento em que eu até percebo que Miguel Álpca é que diga, bom, então, mas, afinal, toda aquela operação, toda aquela esterda-lhace já foi, já foi em parte desfeito,
[54:14:22 - 54:24:22]:  quando se percebeu que não havia, me quero um diamante, não era diamante, eu havia uma sede de sede de sede de bom.
[54:24:22 - 54:29:22]:  -Mas, o meu problema parece que já falso, pronto.
[54:29:22 - 54:47:42]:  -Esse é um primeiro ponto, mas o meu ponto é este que tu, que tu, de sexto que é, e as eleições já resolveram isto, isto não faz sentido.
[54:47:42 - 54:52:42]:  -As eleições não vosolvem, que isto é Miguel Álpca.
[54:52:42 - 54:54:22]:  -Não, também, mas tu lembraste.
[54:54:22 - 55:01:02]:  -Presse as eleições não vosolvem, que estão judiciais, não precisa dizer.
[55:01:02 - 55:07:42]:  -Eu sou o que quiser, mas a minha mulher, mas tive melhor e absoluta.
[55:07:42 - 55:11:02]:  -Quê que isso quer dizer?
[55:11:02 - 55:14:22]:  -Quê dizer nada? Não há nenhuma...
[55:14:22 - 55:26:02]:  -O facto no limite, o facto dos eleições não se importarem com isso, os eleições não se importam.
[55:26:02 - 55:49:22]:  -Nas alterquias, por exemplo, não tirar as legitimidades das pessoas que foram eleitas, mas também não desdiz nada sobre a verdade judicial, sobre a culpabilidade ou inocência,
[55:49:22 - 56:29:22]:  ou sobre a futura sentença, se ela chegará a acontecer e, portanto, preocupa-me na verdade que eu achei, e nós tivemos na madeira, fizemos um programa uma vez na madeira, e já no final do jardinismo, e havia uma grande noção de criar a precisa de uma coisa diferente, e que, se fossem igual, que seria completamente diferente.
[56:29:22 - 56:39:22]:  -E pareceu completamente diferente. Esta atitude não é completamente diferente.
[56:39:22 - 56:57:42]:  É uma atitude de facto de, quando uma pessoa diz isto, as eleições já decidiram esse assunto. Não, as eleições não decidiram esse assunto.
[56:57:42 - 57:02:42]:  -Los visto das lápas não são só nos ações.
[57:02:42 - 57:04:22]:  -E isso.
[57:04:22 - 57:16:02]:  -Também há lápas na madeira. O Ricardo Raú Joprera fica então em um vejo de ministro, o presidente do Governo Regional,
[57:16:02 - 57:22:42]:  e estão em entregues das pastas ministriais por esta semana.
[57:22:42 - 57:34:22]:  -Altura agora para sabemos por que João Miguel Taváres se sente descutado e fica satisfeito quando lidam ao vídeo?
[57:34:22 - 57:44:22]:  -Afico, até porque não acontece muitas vezes, mas neste caso não se aplica.
[57:44:22 - 58:02:42]:  -Nas caso não se aplica. Como é que o seu entusiasmo, por uma transparência total, João Miguel Taváres, se dá com a divulgação esta semana de escutas,
[58:02:42 - 58:14:22]:  então o primeiro ministro António Costa dava instruções ao ministro das infraestruturas para despedir a presidente da tarde.
[58:14:22 - 58:19:22]:  -Era muito mais imprecial, mas se acertaram.
[58:19:22 - 58:29:22]:  -Eu sou de todo pela transparência, a gente sou de toda a transparência total, como se sente diferente.
[58:29:22 - 58:41:02]:  -Certo de toda a transparência já agora, casas de bem-indireçadas em São Bento, que é para nós, o que está a passar.
[58:41:02 - 59:06:02]:  -Nas vimos, nós somos do Vimpre, o impredor, o impredor. -O impredor, quer dizer, e já agora, se quer é divertido, mas os canais notícies atrasmitigam, em direto e em alta voz todos os filmes que fazem o primeiro ministro.
[59:06:02 - 59:16:02]:  -Era bem-gigo. -Totos os nossos espectadores são dos monhas que o grande era alto da transparência, o João Miguel Taváres.
[59:16:02 - 59:27:42]:  -E sou da transparência total, mas só com muito mais vontade do mudador é que ele salta daí para...
[59:27:42 - 59:37:42]:  -Bom, então todas as conversas que o primeiro ministro que faz o telefone devem ser públicas e ser transcritas.
[59:37:42 - 59:41:02]:  -Não, não, eu só queria... -E é a pergunta.
[59:41:02 - 59:49:22]:  -Exacto, isso... -E é a se goste de uma transparência com a divulgação destas escrotas.
[59:49:22 - 60:16:02]:  -E qual é a minha transparência? Eu, por exemplo, há coisas que eu não gostava de ver, não gostava de ver, escutas, eliminadas atas oradas de processos por um antigo PGR, que aconteceu com o pinto montar no tempo do façal culta.
[60:16:02 - 60:36:02]:  E quem leia, por exemplo, um livro que acabou que eu até já recomendei aqui, chamada em submisso do Teófilo Santiago e do Eduardo Danas, vai poder analisar o que é que eram as chuspeitas do caso façal culta e até que ponto.
[60:36:02 - 60:46:02]:  Os meus estratos da avar tinham, ou não, boas razões para suspeitar o que ele se passava.
[60:46:02 - 60:52:42]:  -E até já é uma amizade de insuspeita entre o PGR e o presente do Supremo?
[60:52:42 - 60:59:22]:  -Exatamente, no organe é na shimente e pinto montar e ficaram... que isso que é ligadamente...
[60:59:22 - 61:14:22]:  Soldiavam ficaram grandes amigos nessa altura. Essas escutas foram eliminadas a desorada de processos, como a coisa que a pessoas nunca vimos isto.
[61:14:22 - 61:29:22]:  Salta aí para a opressão e influência, que supostamente uma coisa sobre o litio e centros de idades em cintos.
[61:29:22 - 61:41:02]:  E a propósito desse processo sai uma escuta com o timing altamente duvidoso.
[61:41:02 - 61:57:42]:  Porque o incite quando o nome da António Costa está sendo escolhido para o presidente do Conselho Lago Péu,
[61:57:42 - 62:07:42]:  essa escuta saí-lhe e, de repente, é sou Batap e uma conversa com João Galamba.
[62:07:42 - 62:19:22]:  E foi uma escuta aqui na piscina foi "Tagantes Critos", ou seja, ela não só foi registada como alguém mandou a transcriver e depois...
[62:19:22 - 62:24:22]:  -E assumidamente não tem a relevância criminal para o caso.
[62:24:22 - 62:34:22]:  Ninguém percebe que tenha relevância criminal, estava em escritos tíseis, saia que a para fora com este timing.
[62:34:22 - 62:49:22]:  E eu criei entre uma... entre faça oculta e opressão e influência, ou vei-se um meitério de sensatês, que não houve neste processo.
[62:49:22 - 63:01:02]:  Dito isto é evidente que nós não podemos fingir que a escuta não foi ouvida, porque isso também sou conta,
[63:01:02 - 63:11:02]:  e deixamos só terminar com uma nota que é porque eu vei muita gente daí a criticar a TVI porque tem divulgado isto.
[63:11:02 - 63:26:02]:  É evidente que o timing é altamente problemático e só o jornalista no contacto com a sua fonte sabral, o que está em causa e o que está ali pode ter sido negociado.
[63:26:02 - 63:32:42]:  Isso é uma questão altamente sensível e eu não digo que não.
[63:32:42 - 63:44:22]:  Agora, aquela escuta tem um texto público. Se eu fosse ter um jornal e ela via se ter comigo, eu publicava.
[63:44:22 - 64:04:22]:  Ou seja, a escuta não devia ter existido daquela forma, ela não deveria ter sido transcrita pela justiça, mas este não é o tergobado jornalista.
[64:04:22 - 64:12:42]:  O tergobado jornalista é saber que tem interesse público, aquela escuta tem interesse público, então publicos.
[64:12:42 - 64:27:42]:  A defesa de Cristine, o VR, o Wagner já anunciou que vai usar as escutas, estas informações divulgadas, para tentar provar entre o noque o despidimento.
[64:27:42 - 64:44:22]:  O despidimento foi político e não por justa causa, será legítimo utilizar a intribunal informação a partir deste modo de pedra-mecia?
[64:44:22 - 64:59:22]:  Eu sei que já comprei um pouquinho e eleiro para ir para lá, morrer e ir para que vai subrar para todos o dinheiro que vamos pagar de indemnização.
[64:59:22 - 65:02:42]:  É o datado que era seis milhões.
[65:02:42 - 65:16:02]:  Estraenhamente, neste matemente, neste matéria, concorda que o que disse o João Miguel. Não quis ser uma que aconteceu em Assuntos.
[65:16:02 - 65:17:42]:  Que é uma distância de mitigos que eu tenho de sempre razão?
[65:17:42 - 65:21:02]:  Não, não admite.
[65:21:02 - 65:22:42]:  Isto é.
[65:22:42 - 65:44:22]:  O origem em que nada, a relevância criminal na questão influência não existe, o secreto de justiça a gente já sabe.
[65:44:22 - 65:54:22]:  Agora há duas coisas, que é, por um lado, é um exercício impossível de fazer que desovire o que ouvimos.
[65:54:22 - 66:04:22]:  Aquelas escutas de filmes tribunais, em que alguém diz que algo exacresaba, não pode dizer, os juízes diz.
[66:04:22 - 66:11:02]:  Risquem das atas, mas os jurados já ouviram e aquilo fica lá naqueles tanto.
[66:11:02 - 66:24:22]:  Nós não podemos desovire o que ouvimos, ou desreler o que leemos e o assunto não é irrelevante.
[66:24:22 - 66:39:22]:  Mas uma coisa é nós não nos cidadãos. Nós cidadãos continuaremos, ficarmos com essa perceção e, portanto, formarmos a opinião a partir dessa informação.
[66:39:22 - 66:44:22]:  Outra coisa é entrebunau.
[66:44:22 - 66:47:42]:  Não, considerado. Não, considerado.
[66:47:42 - 66:59:22]:  Eu acho que é essa informação, eu acho que vai ser questionada, a validade dessa informação entrebunau.
[66:59:22 - 67:21:02]:  Mas agora estava a pensar mais ainda que estão no pedido de inização. Se a Cristina, a senhora não tem direita a política, porque são muito complicados de dizer,
[67:21:02 - 67:34:22]:  vai por ser o Estado português, porque diz que não foi emitida por razões profissionais, mas por razões políticas.
[67:34:22 - 67:42:42]:  E há uma escuta que indica, de mim, ta senhora, por razões políticas.
[67:42:42 - 67:52:42]:  Não, cidadãos, parece que é um tempo da denda do partido, mas não é? Não, cidadãos, ficamos a pensar nisso. Não vale a pena.
[67:52:42 - 68:06:02]:  Eu não estou a reguzujar-me com o processo, tal como ela aconteceu, não sei entender que pode ser usado, entrebunau.
[68:06:02 - 68:26:02]:  Mas lá está, há qualquer coisa que nós não podemos fingir que não existe, porque tem ver com o processo relevântito, e tem ver com o nosso julgamento, a posterior e a verdade,
[68:26:02 - 68:37:42]:  sobre o modo como o governo procedeu em algumas matérias, a cadeira de decisão, das istroções, etc.
[68:37:42 - 68:52:42]:  A revista visão diz que Costa foi escutado mais de meia centena de vezes, entre os fenômenas, que, apesar de não terem relevância criminal, foram mantidos pela justiça,
[68:52:42 - 69:11:02]:  e que estão agora a chegar à comunicação social, como vemos, e que já levaram a abertura de um inquérito por parte do Ministério Público, para apurar a tona, que veio a fuga de informação,
[69:11:02 - 69:31:02]:  qual parece ser Ricardo Arosperer, a probabilidade do momento escolhido para a divulgação desta escuda, desta escuta ter sido um mero acaso?
[69:31:02 - 69:49:22]:  Acho improvável, mas eu, e, desse aspecto, eu gostava de que, aliás, nós propavemos tempo o ministério Público nos dissece que Flanese é que tem para António Costa,
[69:49:22 - 70:02:42]:  que, de cada vez que eu disse, eu gostava de que ele não estava se entendi, e que ele não estava se entendi, e que ele não estava se entendi.
[70:02:42 - 70:19:22]:  Digam uma vez, digam uma vez. Neste caso concreto, também é difícil saber o timing de libertação, de a publicação desta escuta,
[70:19:22 - 70:39:22]:  que você tem a ver com o facto do domedando do ano e com esta estado, seria apontado para o Conselho de European, ou com, a ver, mais um canal de informação,
[70:39:22 - 70:54:22]:  e por isso outros canais de informação para tenderem a vafar a estreia do canal de informação com os seus próprios exclusivos,
[70:54:22 - 71:04:22]:  mais bombásticos do que aqueles que novo do canal de informação prometem fazer, não tenho certeza, não sei.
[71:04:22 - 71:24:22]:  Eu acho que há um consenso que, como todos os consenso, que estão sendo, é sempre um amplo consenso, sobre isto de abusar das escutas,
[71:24:22 - 71:39:22]:  não ser boa ideia, ser aliás o contrário do que uma democracia faz, e eu acho que uma firma que a gente é sempre o consenso,
[71:39:22 - 71:52:42]:  sempre que as pessoas acham, limitações à liberdade dos outros, como, por exemplo, escutados, é claramente, sempre que acham,
[71:52:42 - 72:11:02]:  limitações à liberdade dos outros, só devem ser feitas, mesmo em um time caso, eu acho isso forte, agora é só aplicar a todas as liberdades.
[72:11:02 - 72:31:02]:  Mas eu, eu, eu, eu, em um caso, mais um em que aparentemente, quer dizer, aqui o man, aqui o, havia um governo, não é? Não sei se lembram o disto que é distante já aconteceu.
[72:31:02 - 72:42:42]:  Mas era um relambório da história passar. É muito rápido, porque haviam o governo de Maria absoluta. E que é sem tema?
[72:42:42 - 72:57:42]:  Que aí, depois, o senhor que é que o líder avésco, o governo de Maria absoluta, nem erguido é, nem erguido é, aparentemente não há nada.
[72:57:42 - 73:14:22]:  E então aconteceu uma coisa judicial, que eu propone que se passem a incluir, digamos, no sistema de justiça, que é neste momento,
[73:14:22 - 73:34:22]:  neste processo relativamente ao António Costa, transitou a executado. É assim, nunca, nunca transitem julgado, mas não apenas saiam umas escutas, para o que eu souficientes.
[73:34:22 - 73:41:02]:  Estava quase, estava quase impedir a pante slide, mas ela foi...
[73:41:02 - 74:04:22]:  Estava se declara escutado, quando o Pedro Messia e ainda com António Costa como protagonista, diz sentir-se papável, não será melhor que você seja essa espissão.
[74:04:22 - 74:16:02]:  Não sou eu que está de mim. Não, não, tem a ver com esta tradição, os papávachos, são as pessoas que são...
[74:16:02 - 74:44:22]:  Papávile, que são favoritas, ou que se diz que tem, pode-se ver a ser papas. E há aquela ideia de que se entra quem entra a papa, no concessório que decide que eleja o papa, que quem entra a papa sai cardiado.
[74:44:22 - 74:57:42]:  Sente-me de que os favoritos, às vezes, progesto confiança, ou seja, porque for, acabam pronunciar os eleitos.
[74:57:42 - 75:17:42]:  António Costa está neste momento a passar por isso. Eu não acredito que não seja eleito, porque não parece que há de outra solução na sua família política, dentro daquela equilíbria entre presente a comissão e presente o concessório.
[75:17:42 - 75:42:42]:  Não há outra realidade, a sua família política tem a ter de ser após. E porque eles estão a centrar-se. Ou em coisas muito, de facto, muito detelhadas, chobou crânia, etc., que não é tão pelo crânia como devia ser.
[75:42:42 - 76:04:22]:  Não percebo bem exatamente. Quer dizer, o que é que esse caro dizer, mas não faz sentido? Ou então estão no fundo a fazer uma coisa que eu acho que estão nos supa pelas, os partidos do PPS, sobretudo estão a dizer.
[76:04:22 - 76:17:42]:  Estão mais indemóis, não há um processo que não traz coerceído. Não há um processo que é normal e no fundo vão-se, no final do processo, vão-se ser discoercidos.
[76:17:42 - 76:24:22]:  Não vejo que este que papa volta a ser e cardiar. Não me parece.
[76:24:22 - 76:56:02]:  Vamos ver. Pra semana talvez já saibamos e agora já sabemos por que que pedrem-se se considera papável, vamos tentar perceber rapidamente. Porque é que o Ricardo Raúx Pereira se declara inauditado o que concluiu da auditoria forenço a sado do bem-fica Ricardo.
[76:56:02 - 77:29:22]:  É uma mistura entrar ao dito e não o dito. Quando o senhor foi com uma coisa inaudita que a auditoria indica o skin. A imensos jogadores como emfica contratou que não fizeram qualquer jogo pelo coloco, tem que por os óculos que já não conseguem ler a minha própria linha para encontrar.
[77:29:22 - 77:42:42]:  Não está tão bonito a voz. Não respeito com os tutos da sado, nota que tem aquela corrente dos veninhos.
[77:42:42 - 78:17:42]:  Comissões, consistente em cima dos valores recomendados pela FIFA, há 10 potenciais conflitos de interesses, há 15 empresas em que é impossível identificar os seus acionistas, que é uma coisa realmente que pode acrescentar conflitos de interesses aos potenciais conflitos de interesses, já para não falar nas opções etc etc.
[78:17:42 - 78:46:02]:  Conclusão, não encontrarmos nenhuma situação em que a sado está me acido diretamente usada por qualquer dos seus representantes, diz o clube aparentemente satisfeito, apenas com uma linha que diz assim.
[78:46:02 - 78:52:42]:  Encontraram-se aqui foi muitas oportunidades para melhorar.
[78:52:42 - 78:56:02]:  Espero que sim.
[78:56:02 - 79:11:02]:  Vamos parar que as amigurias estão na altura dos livros. Deixa-me só dizer uma coisa. O Ricardo, se tu usa as toculos para este tema, quer dizer que os outros todos foram de improvised.
[79:11:02 - 79:16:02]:  Não precisa ser rigoroso.
[79:16:02 - 79:24:22]:  Quando você trata da veritica, o rigor não se tem muito rápido.
[79:24:22 - 79:57:42]:  Desta vez aliás, muito camunianamente começamos e vamos terminar com o primeiro meu, ainda estamos no âmbito das cumbrações do quinte centenário de donascimento de Luís Vaz, e tem vinda público vários livros, de grande utilidade para quem quiser conhecer um pouco melhor aquela que enxamaram o príncipe dos poetas.
[79:57:42 - 80:24:22]:  As criatores abelre o novo aventuroso no empreendimento arrujado de biografar um poeta de quem, praticamente, só se conhece seu obra, e mesmo assim no caso da lírica com dúvidas sobre aquilo que é e o que não é da autoria de camões, em alguns casos.
[80:24:22 - 80:57:42]:  Não se sabe onde nasceu, não se sabe quando nasceu, e são mais as conjeturas do que os facto de se encontroversos, mesmo assim, esta biografia inditulada fortuna caso tempo e sorte que muito pouco trapa a oficeralos especialistas camunianos, provavelmente.
[80:57:42 - 81:29:22]:  É uma excelente aproximação ao mistério que envolve a vida de Luís Vaz de camões, leste com prazer e proveito, pelo menos no meu caso, e expõe-te de forma clara as muitas dúvidas sobre a vida do poeta dando o alector um quadro amplo, bem documentado sobre a época em que viveu.
[81:29:22 - 81:47:42]:  Fortuna caso tempo e sorte biografia de Luís Vaz de camões da Isabel Rio no ouvido de São Contra ponto. O João Miguel Taváres suger uma história de homossexualidade em Portugal.
[81:47:42 - 81:54:22]:  Si, não é bem uma história, eu sou na aproximação a homossexualidade.
[81:54:22 - 82:04:22]:  Sim, não é? Não é porque esse massa homossexualidade funciona sempre, porque portanto está bem.
[82:04:22 - 82:39:22]:  Então, o tema do homossexualidade ao longo da história é realmente um tema absolutamente fascinante e em Portugal, eu acho que falta um livro sobre isso, mas diz isto até alguma investigação acadêmica que depois muitas vezes têm dificuldade de dar-se salto para obras que têm um princípio e um fim e capas à volta.
[82:39:22 - 83:11:02]:  Ficam apenas a imperefres nas academias, pontaio do desta vida. E este livro que tem essa vantagem, em resum, portanto ele recupera oitenseios e juntam-se aqui e esses ensaios têm este tema comum, se chama-se de incidências e resistências homossexuals no século 20 português.
[83:11:02 - 83:31:02]:  Ele é organizado pelo António Fernández Cascais, que estudou muitos anos este tema e é uma edição da letra livre, oitenseios sobre a questão da homossexualidade em Portugal, ao longo da série, e também em espanha.
[83:31:02 - 83:42:42]:  O Pedro Machia traz uma edição de um gênero que invulgar um guião de homossexualidade.
[83:42:42 - 84:31:02]:  O filme que ele olhou, é um argumento num filme, não é um filme qualquer, é o Citizen Kane, que foi durante anos considerado um melhor filme do histórico do cinema, o que é que isso quer dizer, um filme do Orson Welles, que teve uma importância de 1941, que teve uma importância que todos conhecem em termos do espaço da fotografia, dos planos e tudo mais, da mistura de gêneros, mas também teve uma crena acerca de quem escreveu o quê, na relação entre o Orson Welles e o Irman Manquiewicz e o irmão do Sinieste, Joseph Manquiewicz.
[84:31:02 - 85:06:02]:  E este editor que chama Poets & Dragons Society, publica o guião com notas e contas do Laura Antônio sobre este filme, e é um objeto invulgar, não é muitas vezes que se irritam em guiões em Portugal e já agora que se comece pelos grandes filmes de história do cinema, como é o caso.
[85:06:02 - 85:22:42]:  O Ricardo Rojpreira, eu vou lá para fora, lá para onde ele está, mais um livro sobre o Vaz com 500 anos.
[85:22:42 - 85:54:22]:  Não, ainda não, não é esse, esse, esse, esse, esse, esse, mas, por o moral, língua e alitatura, o irmão não é um Monteiro, e é, já eu já recomei de aquele irmão não é um Monteiro, que é um linguista muito, muito, muito, ou seja, minucioso, este livro é uma interessa de que aquelas coisas úteis, como a FN,
[85:54:22 - 86:03:30]:  como apontar os otográficos gramaticais que vão se devendar, tem aquela coisa, o monão
[86:03:30 - 86:12:26]:  altero tem aquela cadetrística engraçado de alguns linguistas que é rebojando. E às
[86:12:26 - 86:18:18]:  vezes até pra coisas que ele diz "eu não gosto de isso assim devia ser outra maneira, por exemplo,
[86:18:18 - 86:26:08]:  à frase de acostosam as frásicas que ganham em levez da ilegância quando, por exemplo,
[86:26:08 - 86:34:22]:  preso ele citando. O filólogo e por isto a Brasileiro Mel Carvalho chamava alguns de uma,
[86:34:22 - 86:46:24]:  uma "lassuíniização" da linguagem, alegando que se ele measse malha, ao grunhido daqueles animais
[86:46:24 - 86:54:18]:  que o jacar nessa brosa, mas que o jê loco encia não deve imitar. E por isso, em vez de,
[86:54:18 - 87:07:58]:  não era um homem de duas caras, não era o homem de duas caras. Pronto, um linguista em vez
[87:07:58 - 87:17:02]:  do Vasco, com 500 anos, pra semana virar o Vasco, trocou umas voltas, o Ricardo Arospreira,
[87:17:02 - 87:24:46]:  e está concluído mais de uma reunião semanal, dois oito dias a mesmora e, a qualquer hora em podcast,
[87:24:46 - 87:33:56]:  os mesmos de sempre, pedram de chia João Miguel Tavarches e Ricardo Arospreira, de novo pra
[87:33:56 - 87:35:50]:  semana lá fora.
[87:35:50 - 88:25:48]:  [Música]
[88:25:48 - 88:32:28]:  [Música]
