[00:00:00 - 00:26:40]:  [Música]
[44:20:00 - 44:41:40]:  Aquela frase que é atribuda no CCR e a Rial, ou seja, é uma turbanha do orgânico, e que ele perguntaram o que ela achava da civilização ocidental, e ele disse que seria uma boa ideia.
[44:41:40 - 44:48:20]:  E na verdade, a minha prejução...
[44:48:20 - 44:50:00]:  A relação ao meu europei é...
[44:50:00 - 45:03:20]:  A relação ao meu europei é a minha, eu sempre defini como o Euro-Sético, no sentido de estritamente...
[45:03:20 - 45:16:40]:  Não sei de estritamente a palavra sético, isto é não como a monta europeiista, mas muito sético, quanta muitas das coisas que a Europa foi demonstrando a la mudança.
[45:16:40 - 45:20:00]:  E agora, não é um grito, estou a...
[45:20:00 - 45:23:20]:  Sobre tudo, porque nunca foi uma União.
[45:23:20 - 45:31:40]:  Portanto, uma das mesmas de meus setecismes, façam a União Europeia não ser uma União.
[45:31:40 - 45:41:40]:  Neste momento, a União Europeia está tão unida que a plona e a União gria aceitam refugiados.
[45:41:40 - 45:55:00]:  Claro que uma cor da pele precisa agrar a mais, e que os refugiados...
[45:55:00 - 45:58:20]:  Mas tiver dificuldade em passar a uma cor da vida.
[45:58:20 - 46:03:20]:  Mas até só se está refugiado, é uma contida.
[46:03:20 - 46:06:40]:  Claro, só não a plona é um milhão e meio.
[46:06:40 - 46:21:40]:  Até nessa matéria que foi a mais, que dividiu mais, pro outro lado os críticos da Vanato,
[46:21:40 - 46:35:00]:  ou nos casos dos críticos da Vanato, nos casos dos críticos de uma política de defesa comun da União Europeia,
[46:35:00 - 46:45:00]:  de repente todos acordaram para a necessidade de Orvanato, ou de uma política de Morpeia,
[46:45:00 - 46:51:40]:  a Alemanha, ou a fim de Véca, da S.M.1, para a pele mais proponderante,
[46:51:40 - 47:08:20]:  aumentar o peso no pídeo da despesa com a defesa, a Suí sabendo na área sua neutralidade e mundial.
[47:08:20 - 47:20:00]:  Na neutralidade da Suí, de outros países, mas justamente por causa dessa...
[47:20:00 - 47:31:40]:  Chamamos de dependência da Vanato, é que eu penhar que estão inicialmente sobre se Europa está mais forte a mais fraca,
[47:31:40 - 47:45:00]:  porque ao mesmo tempo que está mais unida está também mais claramente dependente desta relação transatlântica,
[47:45:00 - 48:05:00]:  quando até a pouco tempo queria instituir-se como um polo autônomo, geo-strategico autônomo entre os Estados Unidos, a Russia e a China.
[48:05:00 - 48:11:40]:  Eu não sei que é o sujeito da frase "cria", porque não sei quem é que "cria".
[48:11:40 - 48:15:00]:  "Criá" é o União Europeia, que "cria".
[48:15:00 - 48:28:20]:  Mas não o cidadão europeus, os cidadãos europeus que exessem se quisessem ter uma política externa e de segurança europeia,
[48:28:20 - 48:40:00]:  que o país tenha um se manifestado mais vezes no passado nesse sentido, estariam dispostos a pagar o preço,
[48:40:00 - 48:46:40]:  disso, o preço custo, e no que estiveram.
[48:46:40 - 49:00:00]:  Tanto às duas uma, ou assim tende que no essencial de Estados Unidos, tem os membros de valores que a União Europeia,
[49:00:00 - 49:10:00]:  e portanto não vem mal ao mundo dos Estados Unidos serem o polo-agregador da nato,
[49:10:00 - 49:23:20]:  ou entendo-se que não são parceiro viável, ou que são parceiro por qualquer razão indesejável, e nesse caso,
[49:23:20 - 49:35:00]:  então tem que não basta dizer "gostava de era bom que é preciso agir, mas isso significa que estar dinheiro".
[49:35:00 - 49:45:00]:  Isso significa que estar dinheiro não, é agora que se percebeu que é preciso defendermos nós,
[49:45:00 - 49:53:20]:  ou alguém nos defende, em quem confiemos ou defendemos nós,
[49:53:20 - 50:05:00]:  se nos defendemos, é com, meio, escornarmos com orçamento, não há outra maneira, não é com boa vontade,
[50:05:00 - 50:10:00]:  nem com o frases, mas a menos, mirífica.
[50:10:00 - 50:21:40]:  Putin nem da trámica, na Europa, João Miguel Tavar, ou os oligarcas russo terão que precisar fazer quantas a vida.
[50:21:40 - 50:28:20]:  Parece que o Pénin Salvini também já não já se afasta, mas, portanto cada vez a menina...
[50:28:20 - 50:35:00]:  Salvini foi por uma croada florza em baixa da rego que a União era.
[50:35:00 - 50:46:40]:  Por os vistos amigos de Putin, estão todos a vigalha das cortas, eu tenho...
[50:46:40 - 50:48:20]:  Um sonar não?
[50:48:20 - 50:56:40]:  Um sonar continuo mantém e diz que falarem mas sacram um exagir.
[50:56:40 - 51:00:00]:  E o Imadur também?
[51:00:00 - 51:13:20]:  Sim, é muito bom os amigos, está muito bem acompanhado quando a gente vê realmente a lista dos amigos e dos amigos de Putin, é realmente boa companhia.
[51:13:20 - 51:21:40]:  E os países que votaram favorávelmente, que votaram contra a resolução das nossas ideias?
[51:21:40 - 51:25:00]:  Dureia do Norte e a Síria.
[51:25:00 - 51:30:00]:  É a Itreia e a Biola, e a Vossozuela.
[51:30:00 - 51:33:20]:  Não, a Vossozuela, não.
[51:33:20 - 51:38:20]:  Não, e há posições mais perturbantes como, por exemplo, a questão de Israel, né?
[51:38:20 - 51:53:20]:  Por causa da Síria, isso é muito superhidente e isso aí mostra realmente os alunyamentos geostratégicos, como as coisas estão a mudar,
[51:53:20 - 52:10:00]:  mas quando nós, ao mesmo, por um lado, dizemos que as coisas estão a mudar, mas por outro lado a divisão é a mais velha de sempre, que é de um lado, os países liberais, as mecâcias liberais.
[52:10:00 - 52:13:20]:  E do outro lado, regimes e liberais.
[52:13:20 - 52:20:00]:  Portanto, a luta acaba por ser sempre a mesma.
[52:20:00 - 52:23:20]:  Eu não tenho effecto, eu te tenho.
[52:23:20 - 52:35:00]:  De achar que Putin vai facilmente ser um chido por dentro, o óleo vai cair, porque há uma grande revolução russa.
[52:35:00 - 52:38:20]:  Não, estou a ver, chegar.
[52:38:20 - 52:48:20]:  Putin ainda não tomou conta da Ukraine, mas já conseguiu um feito notável, recardar o rosto para a raiva.
[52:48:20 - 52:55:00]:  Acabou com a neutralidade muitas décadas de países como, há pouco já foi referida a Suíça,
[52:55:00 - 53:03:20]:  mas também a Suécia, a Finland, e a Sara Casa para lidar os parabães por isso?
[53:03:20 - 53:08:20]:  Eu daria, sim.
[53:08:20 - 53:26:40]:  E é mais um lástar, mais uma vez, por desculpa, estará obcecado com a questão, mas mais uma vez parece que quer dizer, é bastante óbvio que está acontecendo.
[53:26:40 - 53:46:40]:  Isso e, por exemplo, o facto desses países terão deixado de ser neutrais, a subita significativa neutralidade do Brasil, de Bolsonaro.
[53:46:40 - 54:10:00]:  Estes efeitos que isto tem tido, por exemplo, uma das perspectivas do PCP, é que esta é uma guerra que serve o Estados Unidos.
[54:10:00 - 54:28:20]:  Quando não parece que ela quer ser a Rússia, caso contrário, putinu não se teria metido nela, e em segundo lugar parece que serve muito bem a China.
[54:28:20 - 54:35:00]:  Parece que se há um funcionário assim evidente.
[54:35:00 - 54:53:20]:  Disto, é a China, que em princípio passará a ser um parceiro simpático para a Rússia, quando o acidente fecha a porta.
[54:53:20 - 55:01:40]:  A porta isto supondo que o acidente vai conseguir fechar a porta.
[55:01:40 - 55:06:40]:  A porta fechada está neste momento.
[55:06:40 - 55:11:40]:  Vamos ver o quanto é que isso nos vai custar fechar esta porta.
[55:11:40 - 55:21:40]:  O Pedro Mexíafi é ministro da União, e está uma entrega das pastas ministriais por esta semana.
[55:21:40 - 55:31:40]:  Agora vamos saber porque o Pedro Mexíaf, novo ele, se declara estranha amor.
[55:31:40 - 55:36:40]:  Posso tratá-lo por doutor estranha amor.
[55:36:40 - 55:40:00]:  Proto estranha amor. Lembrem do filme do...
[55:40:00 - 55:48:20]:  Estes dos dos manatas de Rada P. Sinéfilo, porque não viu o filme, o que está no lembrador.
[55:48:20 - 55:50:00]:  Estão de la Cúbrega.
[55:50:00 - 55:53:20]:  É um filme que...
[55:53:20 - 55:56:40]:  O "Aus da Guerra Fri".
[55:56:40 - 56:05:00]:  O "Aus da Guerra Fri", do medo do coeliário e da Bayotiporque, e tudo isso.
[56:05:00 - 56:16:40]:  E o subríduo do filme fala em "Não se preocuparia mar a bomba", no sentido de viver com isso.
[56:16:40 - 56:21:40]:  Só que nós apesar de tudo...
[56:21:40 - 56:38:20]:  E nós ainda vivemos a ultrara das gerações seguintes no mundo bipolar, onde a bomba atômica era uma...
[56:38:20 - 56:50:00]:  Uma questão que existia, mas que já não despreocupava particularmente, já não tinha ouvido uma escalava.
[56:50:00 - 56:55:00]:  Mas agora, de repente, eu...
[56:55:00 - 57:03:20]:  A dia que sebi um "SMS" a dizer...
[57:03:20 - 57:08:20]:  Estamos lixados, chamando "Naralixados".
[57:08:20 - 57:10:00]:  E...
[57:10:00 - 57:11:40]:  E não sabia...
[57:11:40 - 57:16:40]:  E não sabia o que ia se refria e o que ia se passar.
[57:16:40 - 57:23:20]:  Exacícias dos sumurinos, do coeliários...
[57:23:20 - 57:26:40]:  ...da Russos.
[57:26:40 - 57:31:40]:  E então, sebi que estava...
[57:31:40 - 57:38:20]:  Que é pessoa que me estava mandar a mensagem, a gente estava a ter medo de uma coisa que nós não tínhamos medo.
[57:38:20 - 57:43:20]:  E, legitimamente, aliás, a ter medo...
[57:43:20 - 57:48:20]:  Há muitas décadas que era de uma guerra nuclear.
[57:48:20 - 57:53:20]:  Sobre isso a duas coisas a dizer.
[57:53:20 - 58:06:40]:  Em primeiro, lugar aquela ideia da destruição muito assurada, não é do mede,
[58:06:40 - 58:13:20]:  supunha uma racionalidade.
[58:13:20 - 58:18:20]:  Supunha que as pessoas não eram...
[58:18:20 - 58:21:40]:  Não eram loucas.
[58:21:40 - 58:30:00]:  Porque para citar as palavras de um...
[58:30:00 - 58:40:00]:  Fomos cientista político, o "Stingue" é que esperemos que os rusos também gostem dos seus filhos.
[58:40:00 - 58:43:20]:  E, portanto, os rusos também gostam dos seus filhos.
[58:43:20 - 58:48:20]:  Não vão desencadear uma guerra nuclear.
[58:48:20 - 58:58:20]:  Mas é importante nesse sentido, digamos que seria mais perigoso que os talibãs,
[58:58:20 - 59:05:00]:  estivessem armas nuclears, ou que o daes, estivessem armas nuclears.
[59:05:00 - 59:13:20]:  Porque o fato de racionalidade, como nós entendemos, é mais tendo.
[59:13:20 - 59:28:20]:  Em segundo lugar, também parece que quem tem armas nuclears não precisa dizer que tem armas nuclears, como a Rússia fez.
[59:28:20 - 59:35:00]:  E depois de dizer que é o accidente que está obcecado com isso.
[59:35:00 - 59:36:40]:  Ou seja...
[59:36:40 - 59:43:20]:  O secado estad-baricano, o diaz disse, uma grande razão não faz bluff.
[59:43:20 - 59:58:20]:  A maioria das pessoas pode se ter esquecido disso, mas nenhum dos decisores políticos, nenhum dos militares, nenhum país do mundo,
[59:58:20 - 60:03:20]:  está esquecido que a Rússia tem armas nuclears.
[60:03:20 - 60:18:20]:  Portanto, essa necessidade de eu dizer não tem a certeza que seja um atudo, quem tem uma supermacia não precisa de enfocar.
[60:18:20 - 60:26:40]:  Nós estamos a parte desse, portanto, nesse sentido, ou nos dois centros.
[60:26:40 - 60:35:00]:  O cento-anelizador, ou pelo contrário, perturbante.
[60:35:00 - 60:38:20]:  Quero dizer, embora...
[60:38:20 - 60:41:40]:  O acidente entende como bluff foi para levar a série.
[60:41:40 - 60:46:40]:  Eu acho que, eu acho, eu diria nesse sentido que é mais bluff.
[60:46:40 - 60:51:40]:  É embora, parece mais bluff, é embora.
[60:51:40 - 61:06:40]:  Eu não tenho que estar tão seguro destabilidade, não vou dizer mental, mas emocional de poder, porque ele nas últimas semanas.
[61:06:40 - 61:18:20]:  Ele quer acresar pela friaza e ao autocontrole, mostrou-se-se numa linguagem e uma argumentação,
[61:18:20 - 61:26:40]:  "chão um bocadinho de verada", falar nos drogados e já estava um bocadinho de querer ser perdida.
[61:26:40 - 61:33:20]:  Sente-se o cento-semente longe da Rússia caso a situação de escamba, Ricardo Aros Pereira?
[61:33:20 - 61:40:00]:  Não, nunca estamos a cento-semente longe, mas eu acho que não vai haver...
[61:40:00 - 61:45:00]:  Não vai haver uso de armas nuclears.
[61:45:00 - 61:51:40]:  E esta é uma provisão que eu faço de consciência muito tranquila, porque se houver...
[61:51:40 - 61:56:40]:  Ninguém vai estar a ganhar para ir de ver algo.
[61:56:40 - 62:00:00]:  Ninguém vai cobrar. Não tinha as razões nenhuma, pás.
[62:00:00 - 62:10:00]:  Talvez duas ou três baratas ficam quer comer-me ou sobrar.
[62:10:00 - 62:15:00]:  Mas, de resto, eu não percebi ninguém.
[62:15:00 - 62:30:00]:  Mas há outra razão para eu achar que não, que é neste momento, eu não sei até se possuir um arsenal nuclear,
[62:30:00 - 62:41:40]:  não é... não é... de prodício do dinheiro, porque me parece que o investimento, a indifesa,
[62:41:40 - 62:48:20]:  são três burbulhosos que percebam de computadores.
[62:48:20 - 62:56:40]:  E esta... como é que chama? Fixar a torneira do dinheiro.
[62:56:40 - 63:00:00]:  Aqui é esta coisa que estamos a fazer, né?
[63:00:00 - 63:08:20]:  Que é os bancos rusos, não terem acesso a aquele sistema,
[63:08:20 - 63:18:20]:  ou os oligarcas rusos ficaram a ver uma barrera entre eles e o seu dinheiro, os seus játos,
[63:18:20 - 63:25:00]:  o seu acaso em Miami, tem a impressão que isso alge mais.
[63:25:00 - 63:31:40]:  E a lega... mais precisa... é que quando estou ir a uma...
[63:31:40 - 63:40:00]:  Só não, é que é uma lega mais de um sentido, é que se a rússia não tivesse armas no colhaz,
[63:40:00 - 63:46:40]:  provavelmente o acidente estava entrar na ocrania para aprender militarmente.
[63:46:40 - 63:48:20]:  Sim, é possível.
[63:48:20 - 64:03:20]:  Mas, espero que este método produzam os seus resultados, este de atacar... eu l'a està.
[64:03:20 - 64:15:00]:  Sendo um mar que sista não lê a mimica, acho que esta ideia de atacar no dinheiro... vai ala e já.
[64:15:00 - 64:21:40]:  É possível de rotar militarmente uma potência inocliar, os meus amigos de avar.
[64:21:40 - 64:26:40]:  Temos de acabar por ceder alguma coisa a Putin.
[64:26:40 - 64:33:20]:  Tem, ela é uma interagridada territorial de parte da ocrania.
[64:33:20 - 64:38:20]:  Tem que se... tem que se pegar alguma coisa a Putin.
[64:38:20 - 64:41:40]:  E isso é o problema de quem tem armas no colhaz.
[64:41:40 - 64:53:20]:  É que não se pode nunca deixar-vos se não Putin sem uma porta de sair da interagridada.
[64:53:20 - 64:55:00]:  E isso é trivial, não é?
[64:55:00 - 65:01:40]:  É que quem tem uns quissinhos de ajuda a esta vida e eles também têm a sua utilidade.
[65:01:40 - 65:15:00]:  É uma espécie de real política que é absolutamente despresível por um lado e fundamental por outro,
[65:15:00 - 65:20:00]:  porque o mundo não é um lugar de...
[65:20:00 - 65:25:00]:  Mas de prevenção não vai dar um nível de sinismo do quincendinho?
[65:25:00 - 65:35:00]:  Não, assim, a gente não vai dar esse nível, mas de facto o que é que conhecia o senão Putin?
[65:35:00 - 65:41:40]:  O que é que a gente conhecia todos os maus do mundo por aquilo que ela acaba de fazer.
[65:41:40 - 65:50:00]:  Mas colocar-lo entre a espada e a pagada, quando ela tem o botãozinho.
[65:50:00 - 65:56:40]:  Não é indivíável, quer dizer não...
[65:56:40 - 66:00:00]:  A Rússia não dá?
[66:00:00 - 66:03:20]:  Que a Rússia vai ajudar a existir.
[66:03:20 - 66:10:00]:  A Rússia continua a ir a assistir e até mesmo naquilo que são as sancões,
[66:10:00 - 66:15:00]:  é preciso algum cuidado com o que se faz.
[66:15:00 - 66:25:00]:  Lembrar a Alemanha de 1918 e o que se seguiu.
[66:25:00 - 66:33:20]:  Estás conhecido porque o Pedro Mexí é se declara estranha amor,
[66:33:20 - 66:41:40]:  quando a Rússia era de sentir-se em quieto, não me diga que não era assim,
[66:41:40 - 66:46:40]:  que estava a pensar de desenjoar de notícias do covido.
[66:46:40 - 66:55:00]:  Não era, não. É certo que temos desenjoado de notícias.
[66:55:00 - 67:03:20]:  Não era assim, não estava a esperar.
[67:03:20 - 67:11:40]:  E acredita que a situação que estamos a viver pode ser ultra passada pelo diálogo?
[67:11:40 - 67:23:20]:  Não, a minha suspesa é que passamos um bocadinho o momento em que isto resolvia pelo diálogo.
[67:23:20 - 67:31:40]:  Tinha a infecção "olhando para cara do puto e não parece uma pessoa com vontade de observar".
[67:31:40 - 67:36:40]:  Mas eu acho que o diálogo agora é o meu treinador de kickbox,
[67:36:40 - 67:45:00]:  que diz que sempre que ir para um dos seus combates para conquistar titles europeus e mundiais,
[67:45:00 - 67:51:40]:  a mãe ele dizia "o filho, tenta a ver do diálogo primeiro".
[67:51:40 - 67:56:40]:  E realmente creio que isto também não é...
[67:56:40 - 67:58:20]:  Mas não é...
[67:58:20 - 68:01:40]:  Não é pela vida do diálogo.
[68:01:40 - 68:06:40]:  Se os acranianos não vão derrotar boletariamente os russos.
[68:06:40 - 68:13:20]:  E isto também não... o acidente não pode entrar lá por causa da...
[68:13:20 - 68:16:40]:  Estava bomba no cliar, ou que?
[68:16:40 - 68:16:40]:  Estava bem.
[68:16:40 - 68:21:40]:  Eu acho que resta aquilo que falavamos há pucadinho.
[68:21:40 - 68:33:20]:  E a fechar aquelas torneiras, é interpore, é dizer aos aligarcas russos que não podem frequentar as suas casas,
[68:33:20 - 68:35:00]:  não podem mexer no seu dinheiro.
[68:35:00 - 68:41:40]:  É o que está a aprender de usar, aprender e ates.
[68:41:40 - 68:43:20]:  Isso é que não é interessante.
[68:43:20 - 68:46:40]:  É o cânia, é resado.
[68:46:40 - 68:48:20]:  Mas é isso.
[68:48:20 - 68:50:00]:  É isso.
[68:50:00 - 69:01:40]:  É isso lá difícil que é pediroso do cânianos um sacrifício que é de facto de maziar de grande.
[69:01:40 - 69:06:40]:  Mas não sei se não é a única alternativa.
[69:06:40 - 69:18:20]:  Ficou sabido porque o Ricardo Raúse Pereira se declara... como é que era inquieto.
[69:18:20 - 69:20:00]:  É inquieto.
[69:20:00 - 69:26:40]:  Se declara inquieto, nós vamos tentar perceber rapidamente.
[69:26:40 - 69:36:40]:  De rapidamente, nós estamos sabendo a reta final, porque os homogéaltavares se declara censurado.
[69:36:40 - 69:45:00]:  Já está com saudades de ver os canais se putinem que é RT, os homogéaltavares.
[69:45:00 - 69:55:00]:  É, não, na verdade, é o que mal saber que eles existiam como no 29,9% dos portugueses.
[69:55:00 - 70:08:20]:  Nós vamos falar da decisão da União Europeia de Interditar dois canais televisivos russo, descritos por bruxelas como armas de propaganda.
[70:08:20 - 70:10:00]:  Certo.
[70:10:00 - 70:11:40]:  É, mas há-se mal.
[70:11:40 - 70:15:00]:  Não há dúvida que são ágmas de propaganda.
[70:15:00 - 70:20:00]:  As vistas que é que são as vistas de uma伎a de jornalistas também...
[70:20:00 - 70:23:20]:  Há umas consercias, as vistas.
[70:23:20 - 70:25:00]:  Também há-se mal.
[70:25:00 - 70:26:40]:  Há as vistas de liberos.
[70:26:40 - 70:40:00]:  Não se ensuram ágmas de propaganda nem empagam os canais rusos que é o que nas rússias, eles fazem todos os outros jornais.
[70:40:00 - 70:43:20]:  É viste que ela é a gente.
[70:43:20 - 70:48:20]:  Com os mesmos argumentos, é que ela é a gente de um jornalista.
[70:48:20 - 70:51:40]:  Fazem o Facebook, o YouTube.
[70:51:40 - 71:01:40]:  É que a gente de um autoritário veio logo fostejar se isso, senhor, muito bem, e até disse-se.
[71:01:40 - 71:05:00]:  Quero agora ver os defensores da...
[71:05:00 - 71:06:40]:  Sim.
[71:06:40 - 71:10:00]:  Vai aparecer o logo francista cheira da moto.
[71:10:00 - 71:13:20]:  Para verdadeir, como é o que é o momento?
[71:13:20 - 71:43:20]:  E o momento de uma vida em que está sendo...
[71:43:20 - 71:46:40]:  E por tanto, a evitava-se fazer isto.
[71:46:40 - 71:51:40]:  Para não ficarmos de pacientes com os rusos.
[71:51:40 - 71:55:00]:  O canal 230 estava a me assar muito a...
[71:55:00 - 72:00:00]:  É, é um desse.
[72:00:00 - 72:01:40]:  É, é, é, é, é, é.
[72:01:40 - 72:10:00]:  Mas agora que, agora que foi apagado, tu na internet é muito raro conseguir ester acesso a feio que nisso sobra a...
[72:10:00 - 72:13:20]:  É, só sou com o confeite.
[72:13:20 - 72:20:00]:  É evidente que Portugal, dentro de uma guerra, a...
[72:20:00 - 72:25:00]:  A condicionamento imediato de informação e coisas não se podem dizer.
[72:25:00 - 72:30:00]:  Agora, é verdade, nós estamos em guerra.
[72:30:00 - 72:33:20]:  Este é a engerração dos agressadores do planoianos.
[72:33:20 - 72:35:00]:  Nós não estamos.
[72:35:00 - 72:45:00]:  Esquecemos que o Gustavo Cardooso do Isk-Det também apresentou há ternos argumentos para contrário esta...
[72:45:00 - 72:50:00]:  Porque o problema é o seguinte, é, não se trata apenas de um escalar.
[72:50:00 - 72:55:00]:  Trata-se nos impedir a nós de usovir, nunca se falou dessa...
[72:55:00 - 72:56:40]:  Isso, isso, isso.
[72:56:40 - 72:58:20]:  E eu gosto, verso da moeda.
[72:58:20 - 73:01:40]:  Sim, porque agora não está em direita?
[73:01:40 - 73:05:00]:  Eu tenho a interessa saber qual é a engerração dos rusos.
[73:05:00 - 73:08:20]:  Claro, claro.
[73:08:20 - 73:13:20]:  Bom, está um autor dos livros, estamos a fechar.
[73:13:20 - 73:21:40]:  E eu trago esta semana um livro adequado a as circunstências.
[73:21:40 - 73:28:20]:  É um ensaio de uma esturiedora canadiana, Margaret McMillan,
[73:28:20 - 73:38:20]:  que traça em linhas gerais, mas de forma detalhada na alguns aspectos.
[73:38:20 - 73:51:40]:  Uma história da guerra mostrando, de forma segmentada, como a guerra tem sido uma constante ao longo dos tempos.
[73:51:40 - 74:03:20]:  O livro chama-se precisamente guerra e tem como subtítulo como moldou a história da humanidade.
[74:03:20 - 74:13:20]:  Um dos aspectos que a autora destaca é a ambivalência que temos hoje no mundo ocidental.
[74:13:20 - 74:23:20]:  A grande ideia de guerra, por um lado, comemorando os feitos do passado,
[74:23:20 - 74:33:20]:  sempre com a enorme petita na ficção ou em documentários por histórias bélicas,
[74:33:20 - 74:46:40]:  narrativas bélicas, por outro lado, revelando depois de duas guerras mundiais no século 20 trágicas,
[74:46:40 - 74:58:20]:  uma enorme dificuldade de encarar a ideia de voltar a sofrer pesadas baixas em conflitos militares.
[74:58:20 - 75:11:40]:  Até a consciência, como se explica neste livro, que há uma tendência no mundo para se travarem cada vez menos guerras,
[75:11:40 - 75:20:00]:  mas mais mortifras, guerra de Margaret McMillan, edição de Amazade Bates.
[75:20:00 - 75:35:00]:  Quanto ao pedromocier traz um livro de uma autora que pagou com a vida, a hosa de a descrever?
[75:35:00 - 75:40:00]:  É talvez a mais conhecida da jornalista, a duas jornalistas,
[75:40:00 - 75:51:40]:  neste caso, numa jornalista chamada Na Política do Cavescaia, aliás, filha de paes diplomatas do Craniente,
[75:51:40 - 76:10:00]:  e que escreveu vários livros e portagens sentando provar que a imagem que, sobretudo o ocidente tinha de pôr-te na imagem falsa,
[76:10:00 - 76:26:40]:  e que nunca deixaria de ser o tenente coronel do KPGB, mas não dizia isto apenas como provocação de isto
[76:26:40 - 76:36:40]:  e ainda chechenia, cobrir a guerra da chechenia, ver os julgamentos inicos, a vida dos oligarcas, etc.
[76:36:40 - 76:48:20]:  Este livro, o Rocido Poutine, foi publicado em 2004 e em 2016 ela foi assassinada no elevador do seu prédio.
[76:48:20 - 77:03:20]:  Esse não está editado em Portugal, o que o João Miguel Tavares traz na edição inglesa, tem já edição portuguesa.
[77:03:20 - 77:11:40]:  Sim, nós temos combinado três edelivos de certa forma, a remuntenção de paci-tuação que estamos a viver,
[77:11:40 - 77:18:20]:  agora vão ser treas de livros em inglesa, o que dá nos um hora sem um bocadinho.
[77:18:20 - 77:23:20]:  - Todos sabem que a gente não percebe o que lá vem.
[77:23:20 - 77:36:40]:  - Podemos desculpa por isso, eu não tenho edição portuguesa, mas há uma edição chamada sobre a Tiga Nia, que foi lançada pela Roljudago,
[77:36:40 - 77:40:00]:  e eu tenho que essa edição esteja escutada.
[77:40:00 - 77:53:20]:  De qualquer forma, o último assassinado, um estugidor americano muito relevante, um grande estudioso do Estúpil e o Tarizismo do Céculo 20,
[77:53:20 - 78:05:00]:  ele lançou, péssica que se ocá em 2019, um livro chamado "Camin" para o fim da liberdade,
[78:05:00 - 78:15:00]:  o Roce Europa América, nas edições estentas, e é um livro muito importante para compreender a situação que vivemos atualmente.
[78:15:00 - 78:35:00]:  Este sobre a Tiga Nia é um pequeno livro com 20 lições que o século 20 nos dá para resistir aos totalitagens,
[78:35:00 - 78:53:20]:  e é um livro pequeno, maravilhoso e muito importante que nos ajuda a perceber, como ali está a que citado a partitomas de Jefferson,
[78:53:20 - 79:06:40]:  que pode ger a liberdade exige um fosso de vigilância constante, e este livro ajuda esses fosso.
[79:06:40 - 79:13:20]:  - O Ricardo, o Tarizismo, um livro que também não tem a edição portuguesa?
[79:13:20 - 79:15:00]:  - Não, não tem, sim.
[79:15:00 - 79:18:20]:  - Diários da Ocrania.
[79:18:20 - 79:25:00]:  - Exatamente, são diários de um escritor o Cranian chamado Andrei Kurkov.
[79:25:00 - 79:43:20]:  Ele conta em algumas das contradições que o próprio país conta em também, ou seja, ele nasceu na Russia, é o Cranian,
[79:43:20 - 79:53:20]:  mas escreve preferencialmente em ruso que ele engamaterna dele, embora tenha alguns livros em o Cranian,
[79:53:20 - 80:11:40]:  este livro acompanha os dias da crise de 2014, que é importante para compreendermos aquilo que se passa agora,
[80:11:40 - 80:18:20]:  e também para compreendermos aquilo que se passa antes, o livro tem um...
[80:18:20 - 80:28:20]:  Como eu disse, ele fala ruso, escreve em ruso, ou seja, é o pior tipo de traidor para o putin,
[80:28:20 - 80:36:40]:  para o putin toda a gente que fala ruso é rusa, e eu imagino que ele se teja, e é o próprio de confia,
[80:36:40 - 80:46:40]:  que está numa lista qualquer de pessoas a bater, ele ficou fomos com um livro chamado Amortio Pinguin,
[80:46:40 - 80:56:40]:  o livro tem no fim, além disso, tem o útil, glossário com várias personagens decisivas na história da Ocrania,
[80:56:40 - 81:08:20]:  não só os tepan bandera, evidentemente, mas vários outros protagonistas da crise de 2014,
[81:08:20 - 81:21:40]:  e até palavras inventadas na altura como Tituski, que tem um significado curioso, não vou revelar, sabe, só por causa de perraça.
[81:21:40 - 81:33:20]:  É o que nós ficamos com o Maldito. Mas já não tem Tuski, é uma maneira de ser o Lígan,
[81:33:20 - 81:41:40]:  é baseado no nome de um tipo que ficou famoso por ser o Lígan, e eu me sento entrebuná-lo,
[81:41:40 - 81:50:00]:  que deixassem de usar o seu apelido para formular esse conceito, mas o conceito mantém-se ainda hoje,
[81:50:00 - 81:56:40]:  é sempre que alguém, que onde é estes aligar, que é estente a bater no outra pessoa...
[81:56:40 - 82:01:40]:  É um Tituski. É um Tituski, tá? Fala, practicar Tituski.
[82:01:40 - 82:13:20]:  Está a concluir da análise da semana, voltamos dois ou oitidias com o Pedro Messias, o Miguel Tavarte e Ricardo Raúges Pereira,
[82:13:20 - 82:20:00]:  para mais um programa que o Jornalme estamos legalmente impedidos de dizer.
[82:20:00 - 82:51:40]:  [Música]
