[00:00:00 - 00:08:22]:  Esta semana pedram-me-se e atribuí-se à própria função de máquina do martelo.
[47:01:12 - 47:39:32]:  a infância, isto não é agora, ao viasar, várias gerações de Lupene, têm andado, paulatinamente, a subir nas suas votações, ou seja, aquilo que a gente estava se tira em França há muitos anos, e tantas vezes a democracia vai afonto com o dia, fica sem a asa.
[47:39:32 - 47:59:32]:  E, portanto, isso, que há tempo de um texto do Francisco Lossan, que dizia uma coisa que eu acho que é evidente, que a democracia tem a extrema direita que combate,
[47:59:32 - 48:24:32]:  quando a democracia consegue responder politicamente aos problemas sociais que a extrema direita explora, e a infância tem feito esse forço e quanto menos fizer esse forço.
[48:24:32 - 48:49:32]:  Mas a extrema direita crescerá, aquilo que o Pedro disse, que são o Pé-N-Ganyar e a França adopta essa posição absurda de manter-se da NATO, excepta-se na parte comunitar, de uma aliança militar.
[48:49:32 - 49:14:32]:  Enfim, essa, apesar de isto ter implicações políticas, o facto da Europa deixar de contar com o exército de Français não é assim um projuízo tão grave, digamos, na época, porque a única prece é nuclear.
[49:14:32 - 49:44:32]:  - E, não, a membro para ele. - Bem, sei, mas eles rendem este tom de presa, normalmente. - Bom, vamos lá. Se fosse patrase, não, não é? Nós estamos todos muito mais catos pela Segunda Guerra Mundial, mas, pessa nas tropas na poliônicas, parece que essa seria um bom fã.
[49:44:32 - 49:56:12]:  - Bem, que a não tem grande fã. - Não. - Não, não diz que é do que passa. - Não possere ainda grande coisa do planeta.
[49:56:12 - 50:29:32]:  - A direta que, quando o Partido Socialista foram povrisados nas urnas nesta primeira volta, significada que atribui João Miguel Tabares, a facto de aquelas que foram durante décadas as forças de poder em alternância, as socialistas e igualistas, não tenham agora conseguido escarce-se que era aos 7%.
[50:29:32 - 51:11:12]:  - Eu acho que é bom nós aprendemos. Isto é como se quer ser mal comprar de supesse e o PSD juntos em Portugal, que dependificava sem, acho que foi com 6,6%, uma coisa assim, não é? Isso, primeiro, acho que é um ensinamento porque mostra que as coisas de facto têm, enfim, nós achamos que os partidos, partidos como o PS, ou como o PSD, nunca entraram numa espiral de decadência, olha para a França, as coisas de facto têm, enfim.
[51:11:12 - 51:36:12]:  O Pedro fez aqui umas contas sofisticadas, as minhas soubas relações francesas são mais simples que eu soumo os votos de Zé Mour, os votos de lapena e os votos de melanchon e a conta que não dá 52,2%.
[51:36:12 - 51:49:32]:  - Não vou ser todos. - Não, eu sei, mas isso significa que a maioria dos franceses, 52,2%, voltou a impartidos, as...
[51:49:32 - 52:26:12]:  - De desradicais ou semidamente radicais, e portanto agora para a ganha Macron tem que saltar de um radical para um mudado e de facto muitas pessoas, com uma liagem, nós temos aqui falado bastante nos últimos tempos, estão, efetivamente, mais próximo, há maior proximidade entre o Afrante Nacional e o Senhor Melanchon, em termos portugueses, então chega e o PSD raça a bruma nacional.
[52:26:12 - 52:42:52]:  - Mas em... - Mas é a outra factura, eu lhe entro que o melanchon teve 70% de votos de lêmico, direi que as iletores não vão votar a Maria de Nupéne.
[52:42:52 - 53:01:12]:  - Ouça, evidentemente, seguia uma tragédia nesta altura específica, nós temos Maria de Nupéne com o presidente de França, sem uma tragédia sem nome.
[53:01:12 - 53:22:52]:  - E o... - O Fládemir, esforgariais, monstros de contente, o peda-mexia ficar assim ministro de barragem, também entregue as pastas ministriais por esta semana, agora vamos acelerar, a altura para saber-mos...
[53:22:52 - 53:41:12]:  - Porque o peda-mexia, outra vez, ele nos aparece aqui como a máquina do Martelo, isso é que é o Martelo da força da fere popular. - Da fere popular, exatamente.
[53:41:12 - 53:52:52]:  - Aquela máquina que os jovens ativem a dar uma martada tão forte que faz com que o peso sube e toque a campanha lá em cima.
[53:52:52 - 54:06:12]:  - E assim foi porque ovo martave tocou a campanha, foi de como aliás de XX tempo acontece com o Camarcio.
[54:06:12 - 54:24:32]:  - O Zua máquina do Martelo que vai ser o Vortico Público. - Na sequência de uma tradição portuguesa que eu pessoalmente deploro, mas que é universalmente seguida.
[54:24:32 - 54:39:32]:  Os ex-presentes da República continuam a fazer política ativa, pelo Mario Suárez, pelo Ramalhianes, os Sampaio feijem menos que os outros, o que é que acontecer.
[54:39:32 - 54:59:32]:  - Mas continuá-se que o Vortico sobre o seu partido, os outros, a Mamueva, e agora acho que o Vortico sobre a coragem, a falta de coragem política, que o segundo Vell caracteriza o governo.
[54:59:32 - 55:09:32]:  - E caracteriza a andando o costume, pois é muito direcionado, né? - É o problema do ministro. - Porém, a coragem está justo a crítica?
[55:09:32 - 55:52:52]:  - Há duas coisas interessantes. Uma é que é uma crítica, implementamente, não ser um grande adepto. Desses intervenções, a crítica chamou muita atenção pela palavra coragem, mas pela palavra coragem, mas aquilo que é crítica consiste numa trivialidade,
[55:52:52 - 56:41:12]:  com a qual eu concordo, que é, Antônio Costa não ficará na história pelo seu ímpodo reformista. Isso não parece que há-se uma constação aliás, já tivesse esta discussão, com pessoas do PS e que não exentiam ir a imensas reformas importantes, e por exemplo, os paci-sociais e os paci-sociais, e para o tipo de começar a se ator dizer, a habitação, mas depois não funcionou, enfim, há uma outra coisa, afinal.
[56:41:12 - 57:01:12]:  Além de programação militar, não cobain, etc., por tanto, não é um governo reformista. Isso parece, acho que dizer que é um governo pode até ser um governo bom, mas não é um governo reformista.
[57:01:12 - 57:24:32]:  Escalar, sou adorotante, sou o Estado adorante, por não ser reformista. Isso seria uma análise interessante. É a palavra coragem, dá um cunho, infamenta, e depois, o que vai acontecer?
[57:24:32 - 57:47:52]:  Vai conservar das coisas? Vai preparar bastante banha, sobre a relação da brucacia, o banhaio do sentido de comuns, críticas comuns, eficacia da justiça, flexible dação das leis laborais, etc., quando estávamos conhecidas, etc.
[57:47:52 - 58:22:52]:  Mas depois há outro lado que é extraordinária raiva que causam os artigos de cavacciva, e eu falo, lembro sempre, na condição de uma pessoa que nunca votou em cavacciva, em uma circunstância que me foi apresentada, mas o ódio que gera cavacciva com qualquer intervenção,
[58:22:52 - 58:49:32]:  de repente eu vejo uma notícia no público online de manhã, e quando volta a ver, na hora depois já tem 150 comentários, o que é gigantesco, vamos jornal, e boa parte delas são de uma violência de uma violência.
[58:49:32 - 59:16:12]:  A outra vez, o presidente se interveniram, pós presidencia de forma, ramalhantes fundam um partido, Mario Suárez quase tentou robar um governo, o de cavacciva, justamente.
[59:16:12 - 59:59:32]:  E portanto, se nós aceitamos que os presidentes intervenham, não há razonismo para entrarmos nessa, e depois é aquela dupla, o dupla argumento que, como todos os duplos argumentos, se enlula mutuamente, que é, cavacciva um é um espantalha, uma violeria não entraça a ninguém, e por isso estou indignado em si, se cavacciva não entraça a ninguém, e ainda é deixar passar-se,
[59:59:32 - 60:14:32]:  quando as pessoas estão indignadas, é porque realmente acham que aquilo ainda é boa viola, ainda faz moça, sobretudo no Estado com o matoso do PESTA.
[60:14:32 - 60:21:12]:  Se inscreva, tese, o artigo que a vacaciva, João Miguel Tavares.
[60:21:12 - 60:44:32]:  Eu acho que o Pedro escreveu bem, o artigo é simultaneamente, está certo na análise nas clínicas que faz, não existe ali nenhuma espécie de novidade, tudo aquilo foi, já mil vezes, por um mil pessoas diferentes,
[60:44:32 - 61:14:32]:  e portanto, a única peso que o testem é o peso da sinatura, acho que a crítica do coragem política é absurda porque esse não é o ponto, e às vezes, isso é que muitos esperam que ele querinho, por qual fim, de seta anos de governo na Tony Costa, já deu para perceber quem é a Tony Costa.
[61:14:32 - 61:41:12]:  Tony Costa não é reformista porque não tem coragem política, não é reformista, parcialmente porque acha que o país não gosta de reformas, e portanto, enquanto eu conseguir aguentar, não os fará, porque vai fazer pequenas modificações incrementais,
[61:41:12 - 62:04:32]:  tentando melhorando aqui, melhorando ali, e se no caso de Costa não é falta de coragem, ela é perdita naquilo.
[62:04:32 - 62:24:32]:  Então, o que está a dar também, o facto de que temos vivido, pelo menos nos últimos dois, três anos, em circunstâncias totalmente anomalas, não é?
[62:24:32 - 62:44:32]:  Isso foi o que está a ver, há muitos anos, que já ela estava em Tony Costa, e as coisas também nunca mexeram. Eu não sei porque é o que vai resolver o que está agora.
[62:44:32 - 63:04:32]:  A única coisa que eu diguei, espero que ele não seja uma espécie de sustão de guião para o futuro líder do PSD, porque se ele for o guião, vale a conta de igual mesmo que os antiguios líderes do PSD.
[63:04:32 - 63:32:52]:  Justamente o próprio Cavaciel va a escrever neste texto do público que ainda escasse a informação objetiva sobre o comportamento futuro do governo, isto é assim, até admit que qualquer avaliação será sempre muito sujetiva e pouco fiável, sem dar sem recardar a ospreira.
[63:32:52 - 63:47:52]:  Tem uma explicação para o facto de que a Vácteiro está retigo agora. Será falta de confiança no papel da oposição?
[63:47:52 - 64:19:32]:  Pois é a atenção, e essa é um ponto interessante, que o artigo é crítico de Tony Costa, a um ponto que se tornou um milhante para a oposição, porque, que é uma coisa que eu tendi daqui várias vezes, que há às vezes até é difícil, pelo jeito, é difícil de aceitar, mas que não parece verdadeir aqui, em democracia, que é emperdo.
[64:19:32 - 64:34:32]:  Transponsabilidade política na rota, evidentemente, porque não conseguiu por suaveir, fazer seu trabalho, que é por suaveir quem manda, que é o povo.
[64:34:32 - 64:51:12]:  E, portanto, sou adversário, é assim tão mal, como a Cavacielba diz que a Tony Costa é, é claro que a oposição é péssima, e isso é adiante dos lados,
[64:51:12 - 65:11:12]:  dos espectros ideológicos, há pessoas que estão convencidas que, o outro lado, os malos, as ideias deles são cantos de sereia tão sudoutor que o povo, que ainda por cima não é esperto.
[65:11:12 - 65:37:52]:  Segundo estas pessoas, deixa-se levar pelo por esse sereia, e, portanto, tem uma imissão que é uma maior abordagem à democracia, a gente suporta que o povo, primeiro, é mais novo do que nós,
[65:37:52 - 66:09:32]:  e que se deixam levar por qualquer balela. Sou da raiva atenção, sobre a déclar que toda a gente vê que, quando o Cavacielba faz um destartigo, há muita gente raiva, e insolvada, e enfim, é, espumada boca.
[66:09:32 - 66:26:12]:  Não sei se é uma raiva maior do que, por exemplo, aquela que motivava uma intervenção de domar isso, durante a Troika, não sei se é uma história exaterra.
[66:26:12 - 66:39:32]:  Mas por isso é que eu fiz esse estúrrial, só que domar isso, não que a ninguém eluguou, quer ir relevante.
[66:39:32 - 66:44:32]:  Pronto.
[66:44:32 - 66:57:52]:  Não vamos por favor, e dê uma sonde, eu pensava que ainda havia replica, por parte do Ricardo, está-se esquecido por que o Pedro Césio, claro.
[66:57:52 - 67:01:12]:  Não sei se, não conseguiu ouvir um dia na parte.
[67:01:12 - 67:06:12]:  Pronto, mas depois vê a gravação.
[67:06:12 - 67:11:12]:  Pois vejo o pedraio, mas...
[67:11:12 - 67:26:12]:  Estás esquecido por que o Pedro Césio se deplara o martelo de força, enquanto o João Miguel Tavars, também, rapidamente, dissentir-se, isto que tem.
[67:26:12 - 67:37:52]:  Estás a pensar, inscrever-se no Instituto Superior de Ciências do Trabalho da Empresa?
[67:37:52 - 67:46:12]:  Não estou, não estou. Eu bem gostava de estudar um bocadinho mais na minha vida, mas a minha vida profissional.
[67:46:12 - 67:56:12]:  O que é que eu faço? Então esta semana devicar esta atenção ao esquetei?
[67:56:12 - 68:09:32]:  Não, o esquetei tem de dar alguma atenção, além dos tempos aliás, artigos, interessantes, sobre a ligação entre o esquetei e o PS.
[68:09:32 - 68:16:12]:  E eu, de facto, comecei a tentar olhar para o esquetei como cada mais.
[68:16:12 - 68:34:32]:  A semana tem a pertinência de João Lillão, ex-ministro das Finanças, ter sido empossado vice-reitor do esquetei.
[68:34:32 - 68:46:12]:  Exatamente, essa é a motivação, sente que isso, ao particular de ser, João Lillão já é para o professor no esquetei.
[68:46:12 - 68:47:52]:  Desde 2018.
[68:47:52 - 68:51:12]:  Só não é a reitor, não é?
[68:51:12 - 68:52:52]:  E portanto...
[68:52:52 - 68:54:32]:  Viste reitor.
[68:54:32 - 69:04:32]:  É exatamente. Porque a reitor é ver distalgo de irregular ou apenas uma questão de curiosidade?
[69:04:32 - 69:09:32]:  Irregular não, isto está jantepaquino, não precisa de só trazer irregularidades.
[69:09:32 - 69:21:12]:  Nós para aqui, de trascentes também, coincidências e chamadas de atenção, que é, esta João atente, vejam, escutinem.
[69:21:12 - 69:37:52]:  Primeiro, quando é sempre importante como regra geral numa democracia, uma lista das Finanças quando sai saber onde é que ele vai, saber onde ele vai, vitar o gaspar, marido sem entendo, e João Lillão.
[69:37:52 - 69:44:32]:  João Lillão era professor no esquetei, regressa como vice-reitor.
[69:44:32 - 69:49:32]:  E para a área do desenvolvimento, ou...
[69:49:32 - 69:57:52]:  É que não, não é desenvolvimento estratégico, é assim o cargo que ele tem.
[69:57:52 - 70:11:12]:  E, portanto, nós já tínhamos uma reitora que foi uma antiga ministra do PS, uma regra de lunes autígicos, portanto agora temos um vice-reitor, que é um ministro...
[70:11:12 - 70:22:52]:  O antiga ministro do PS, e temos... e eu pude fazer contas, temos 7 ministros, 7 ministros, ainda 17.
[70:22:52 - 70:32:52]:  Que eu oufou com professores no esquetei, ou fomos formados no esquetei, ou pertencer com o conceito dos corredores do esquetei.
[70:32:52 - 70:46:12]:  E esta dimensão no instituto, nós estamos falando de uma universidade, não é como a universidade Coimbra, a universidade Lisboa, a universidade nova, é um instituto específico.
[70:46:12 - 71:01:12]:  Temos também muitos, agora, ex-assessores, e já tivemos vários ex-assessores do PS, que foram pós-gabinetos de comunicação, e pós-gabinetos da...
[71:01:12 - 71:19:32]:  da proper reitora do esquetei. E esta ligação, em alguma coisa e outra, deve ser olhada a contensão, deve ser escrutinada, porque hoje em dia as universidades são polos, muito importante,
[71:19:32 - 71:47:52]:  porque os quadros do PS sejam estútenes, e que se especializem em políticas públicas, nada contra, mas isto, para mim, é mais um sintoma, um pouco saudável, daquelas ramificações que o Partido Socialista tendem contra que nós estamos a assistir a meu ver,
[71:47:52 - 72:07:52]:  é uma espécie de mínima chicanização do regime português, e mostra como essas vários tentáculos do Partido Socialista se vão se espalhando pela sociedade portuguesa, e, portanto, estrangem autentes, porque acho que isto tem uma dessa nossa atenção.
[72:07:52 - 72:31:12]:  Fica a atenção, chamada atenção, então, e não há tempo para replicar neste aspecto, já sabemos porque que os homicáutavários se anunciem noís que tem, agora também muito rapidamente, não é recardo.
[72:31:12 - 72:41:12]:  Vamos tentar perceber porque é recardo hoje, para se retlar a fantástica e certo autoestima?
[72:41:12 - 73:11:12]:  Não é, não é referente a mim, cara, mas é sobre este filme, acho que é um filme do universo do Harry Potter, um filme que está sendo imitido na China, e tem lá pelos riscos de...
[73:11:12 - 73:26:12]:  Eu quero falar de um caso de censura com esse filme americano na China, o que é que ele tem de especial neste caso?
[73:26:12 - 73:46:12]:  Em relação à China, não tem nada de especial do novo, pelo menos não é o China, mas não querem lá que duas personagens do mesmo sexo gostam de a pertinha companhia ou uma da outra, isso já estamos habituados.
[73:46:12 - 74:31:12]:  O que é novo? Tem fase ao filme é Warner Brothers, é um estudio que faz o filme, que é um Warner Brothers no acidente, o tem um discurso de valorizar o talento LGBT, as histórias LGBT, temos de contar mais histórias LGBT, e assim que o filme é distribuído na China e é os desejos, não quer essa coisa LGBT, é os imponso de ter, vamos vermos o escarato de zona e portamos.
[74:31:12 - 74:47:52]:  É assim, é um plazamente performativo, lá vamos LGBT, por causa que é que é que é que é que é faca com prejuíter política.
[74:47:52 - 74:57:52]:  É que é de frente, por que lá, lá, lá, é uma ação com treta.
[74:57:52 - 75:06:12]:  Os frigadas falam a Z, voltaram da...
[75:06:12 - 75:34:32]:  Por isso é que as feministas voltavam a gente, porque Warner Brothers quer fatorar na China. Por isso é que as feministas, isso que o João Miguel Tava dizer, a diferença entre o Palabla e as ações, por isso é que as feministas do início, antes as feministas originais,
[75:34:32 - 76:02:52]:  tinham um lembra que era "Deads, not words", ou seja, "Ats", não quer mais palavras, querendo usar-nos. Entretanto, esse creme foi perdendo, foi este delimito com mais que os produtos homenopáticos e há várias feministas, que não distinguem entre uma presa e outra.
[76:02:52 - 76:27:52]:  Estava a altura dos livros e esta semana eu trago os diários de viagem de Walter Benjamin, uma figura marcante da primeira metade do século 20, que passou grande parte da vida a viajar pela Europa como o Judeu e Rente,
[76:27:52 - 77:02:52]:  e o Rio de Janeiro, em viagem, no espirineau, em 1990, a fugir aos nazis, o responsável por esta edição, o João Barrent, que classifica Benjamin como um viagente compulsivo e singular, uma das muitas razões para esta singularidade, é o moso como os diários foram escritos, são diários de viagem, retegidos, retrospectivamente,
[77:02:52 - 77:31:12]:  ou seja, escritos, já há algum tempo depois dos acontecimentos que descrevem, e o que eles dá, uma carga reflexiva adicional, ainda assim, neste texto ao contrário do que acontece em boa parte dos ensaios que Benjamin escreveu, não recusa a primeira pessoa do singular,
[77:31:12 - 78:19:32]:  e a palavra "eu" com a abundância, o que nos dá a nós leitores uma experiência de proximidade com o autor, por ver se surpreendente, como quando o marco cista Benjamin não esconde nos diários de Moscouvo, o desencante pelas promessas comunistas, por cumprir ao diaz, já no final do livro Benjamin transcreve uma frase significativa de Bertrand Breste, também ele já desencantado em 1938, considerando o que na Russia, considerando que na Russia,
[78:19:32 - 78:44:32]:  não foi implantada uma ditadura do proletariado, mas uma ditadura sobre o proletariado, diários de viagem de Walter Benjamin e a menina edição da acervia ao vim, o Pedro Mexí atrás, cartas escritas, apide por cidadãos anónimos.
[78:44:32 - 79:06:12]:  Sim, é um livro de danque, assim, se chama "Se tem o prazer de informar o senhor diretor", cartas de portugueses, apide entre 58 e 69, que tem evidentemente uma parte arquivística, muito importante, e que tem vários...
[79:06:12 - 79:31:12]:  essas cartas aqui reproduzidas em facímula, e é um teste muito interessante, porque é muito reveladoria, certa forma, tem uma testa de gêmeos plêmica, que é evê-lo que uma coisa é memória do Estado Novo, outra coisa é a história do Estado Novo,
[79:31:12 - 79:52:52]:  e que a memória se faz muito como natural ligar a memória do antifascismo, a memória do antifascismo, a memória de Ignacy Iroica, de repressão e resistência, e ele diz que isso é verdade, é imigável, aliás,
[79:52:52 - 80:09:32]:  mas também ao outro lado, como há em todas as ditadoras, e que explica, de certa forma, a duração de algumas delas, que é o que está nesta cartas, que são pessoas que...
[80:09:32 - 80:37:52]:  eu falo da atulação como uma cultura generalizada em Portugal, e também pessoas que, vendo uma polícia política, se aproveitam disso, instrumentalizam, fazem caixa de vizinhos, pois sá de exposição, vingam-se de inimigos,
[80:37:52 - 80:52:52]:  e portanto, é um lado, ligeiramente incomodativo sobre a história da resistência do Estado Novo, ou a Nova Sistência, conforme a que era necessário que existisse também.
[80:52:52 - 80:59:32]:  O João Milho Taváres traz memórias de um advogado como poder.
[80:59:32 - 81:12:52]:  Exatamente, as memórias de prevencia de carivário, portanto, justiça, política e comunicação social, a capa tem uma galha, diz, memórias do advogado,
[81:12:52 - 81:29:32]:  memórias seletivas do advogado. Registo de interesse, eu fui pro Sá de Projeto Sócrates, e o advogado era, por exemplo, de carivário, portanto, eu fui pro Sá de Projeto, por exemplo, que é válido, e ganha.
[81:29:32 - 81:32:52]:  E ganha, e ganha, e ganha, e ganha, e ganha, e ganha.
[81:32:52 - 81:44:32]:  Agora, este live é mesmo muito interessante, e está muito bem escrito, vale muito a pena ser lido.
[81:44:32 - 81:54:32]:  Eu comece na erença SOMAR, portanto, estamos ainda a falar da década de cento, e vem por aí fora. Para é a 25 anos.
[81:54:32 - 82:12:52]:  E portanto, só que a década engola, manalvescenta e todas essas coisas, boas global mídias, não constam que ele diz que ainda não passou o seu tempo suficiente, e que tal vez...
[82:12:52 - 82:22:52]:  É o tempo que tem. Eu tenho 80 anos, espero que vivem até os 100, porque eu que é muito ler os últimos 25 anos.
[82:22:52 - 82:32:52]:  O Ricardo era o esperé-la, se suger muito rapidamente, conversas com um Nobel.
[82:32:52 - 82:47:52]:  Exatamente. Com versas em "princent" não se chama-se isto, como o próprio tipo "endique", que é as conversas de Corre, em "non-investidade" "princent".
[82:47:52 - 83:04:32]:  Entre não só este professor, o Manalgaal, mas também vários alunos, "princent" não é um dos todos os que estão os que estão do Marivargas Lá, que eles vão passar a falar mais temporadas.
[83:04:32 - 83:19:32]:  Este é um hipótesse de o leitor desfrutar também do curso, que Marivargas Lá, que começa a falar sobre a Turinha de Romance,
[83:19:32 - 83:32:52]:  pois passa por paia de as obras, o processo de escrita, o meximento das ideias e algumas das personagens, e tem a vantagem de alguns dos alunos de "princent".
[83:32:52 - 83:44:32]:  Que estão a trabalhar no espolho, estarem a participar na conversa e confrontarem o autor com correspondência, a versões de romances, etc.
[83:44:32 - 83:56:12]:  De que ele já nem se lembra isso, ajuda a conversa do Ivia, a profundar-se.
[83:56:12 - 84:11:12]:  Assim se conflui mais de uma reunião seminal, hoje é o dia a mesma hora, os mesmos sempre pedram que se ia João Miguel Tavar e Ricardo Rúspere.
[84:12:52 - 84:27:52]:  [Música]
[84:27:52 - 85:16:12]:  [Música]
[85:16:12 - 85:19:32]:  [Música]
