[00:00:00 - 00:06:44]:  Esta semana, Ricardo Aorzpreira declara-se terfro.
[39:30:12 - 39:40:12]:  Inmediatamente, a seguirá as lutas sangrentas internas, agora vamos agregar. Eu gosto desses...
[39:40:12 - 39:49:24]:  O agregar ao... se o Rio é o
[39:49:24 - 39:49:24]:  Rio de Janeiro, ele é o Paulo Rangel, ele é o
[39:49:24 - 40:04:24]:  gosto do sinónimo. Mas... o Rio de Janeiro escolheu o porto para se apresentar nesta sexta-feira como pretendente a
[40:04:24 - 40:19:24]:  um novo mandato, a um novo mandato afrento do PSD, ver simbolismo no fato de você ter sido a norte?
[40:19:24 - 40:32:44]:  Quaseiro, eu vi algum simbolismo, mas não nisso, eu vi o discurso do Rio, gostei muito, eu gosto muito deste tipo de discurso,
[40:32:44 - 40:44:24]:  que eu estava vindo de esmados e a João não estava fazendo o programa de Ming-Anthe? Não sei ainda, mas talvez. Mas ele disse, por exemplo,
[40:44:24 - 40:51:56]:  ele disse coisas... É sempre mais giro quando eu montar leiros para peis, não é? Quando eu montar leiros para peis, em
[40:51:56 - 41:04:24]:  princípio, teve a avançar naquilo, mas quando os júneulistas fazem perguntas, diz a primeira coisa que ele ocorre. E a certa altura ele disse, eu quando
[41:04:24 - 41:19:24]:  me picanvo a melhor e eu estou picado. E aí ele mostra, de facto, que é um candidato, pouco convencional, porque...
[41:19:24 - 41:36:04]:  Somente quando escolho uma montafora, tal rumaco, que é o sol toreiro, não vou para montar, por exemplo, que eu sou o novilho.
[41:36:04 - 41:49:24]:  E é, na verdade, muito interessante eu tenho sobre o Rio, também, como o Eduardo Alpsis, não só, mas esse caso como o Eduardo Alpsis,
[41:49:24 - 42:01:04]:  é saber se é uma vantagem ou uma divantagem de dizer-esatema de que eu que se pensa. Ele diz exatamente o que pensa.
[42:01:04 - 42:12:44]:  E, em geral, é uma catástrofe. É, aliás, as pessoas que acham que isso é o óptimo, não porque tem que ir. É uma festa do Facebook.
[42:12:44 - 42:27:44]:  As pessoas têm Facebook, ligam o Facebook e diz lá, em que é que estás a pensar. E é, por exemplo, por nunca responder essa pergunta, que a minha vida social tem algum ézido.
[42:27:44 - 42:34:24]:  Se eu disse essa, em que estou a pensar, em princípio...
[42:34:24 - 42:36:04]:  É que estava não.
[42:36:04 - 42:39:24]:  De corria muito pior do cor.
[42:39:24 - 42:49:24]:  No essencial, o que é que distinto, de forma mais expressiva, acho que candidaturas de Rio e Rangel, Pedro Amesia.
[42:49:24 - 43:02:44]:  De várias coisas aliás, o Rio e Rio hoje, ele encôas. E o Paulo Rangel tinha feito também algumas...
[43:02:44 - 43:14:24]:  Eu tinha falado em algo, mas eu diria que são três coisas muito importantes, uma relação à forma.
[43:14:24 - 43:29:24]:  O Rio chamou sugeriu que o seu opositor é um tribuno, como se fosse uma coisa que horror.
[43:29:24 - 43:41:04]:  É uma história, uma fala bem. É uma coisa bastante bizarra, chamar salga em um tribuno, como para o devolorizar.
[43:41:04 - 43:49:24]:  Em segundo lugar, a cultura política que é ficta no gel é evidentemente muito mais sólida.
[43:49:24 - 44:04:24]:  E, entre ser o lugar, embora o Rio e Rio se apresentam como candidato moderado, porque colocando o PSD no centro esquerda,
[44:04:24 - 44:17:44]:  na verdade, em áreas muito significativas e rangel, pegou nela das todas na lança metaganidatura, o Rio é um revical.
[44:17:44 - 44:26:04]:  O Rio é um revical, muito ser um entendimento da justiça, o Rio é um revical no seu entendimento jornalismo,
[44:26:04 - 44:37:44]:  e o Rio é um revical, não é um revical, mas faz-se no entendimento das alianças que o PSD pode ter à sua direita.
[44:37:44 - 44:49:24]:  E, portanto, em todas essas matérias, acho que a vantagem, já vamos falar do outro partido aqui, isso não é assim,
[44:49:24 - 44:54:24]:  a vantagem é que é clarinho a diferença entre os dois.
[44:54:24 - 45:04:24]:  - Se não se for em uma pessoa politica, não é? - Não estou a imaginar muitas pessoas sentadas sem saber em qual elas vão votar.
[45:04:24 - 45:17:44]:  - E muitas diferenças de personalidade também são significativas? - Sim, mas a responsabilidade de absurdar tudo não são...
[45:17:44 - 45:34:24]:  O Rio tem essa, tem essa personada, tem essa, tem uma musia, tem essa, de dizer, que pensa em um destino pra perceber se o Twitter dele é mesmo dele, porque a mente aqui é brincada brante.
[45:34:24 - 45:39:24]:  - Mas não se for cinco minutos vezes? - Pois está. - É o nome, não mente.
[45:39:24 - 45:52:44]:  - Eu deixei um pouco pensa. - Mas eu não crec que estão insensiosos a já a personalidade. A questão é saber onde é que se a PSD, qual é a estrada?
[45:52:44 - 46:09:24]:  - Qual é a estratégia do PSD? Isso faz sentido ter um líder que diz "estemos no centro esquerda, mas disponíveis para chegar ao governo com a extrema direita".
[46:09:24 - 46:16:04]:  - Há quatro anos Rio prometeu o famoso banho dêtica na política.
[46:16:04 - 46:36:04]:  Há dois anos depois de eleito, entro no Congresso de Brasidado com Santana Lobos, quando Santana Lobos ainda era do PSD, depois de ter a rotada.
[46:36:04 - 46:57:44]:  Agora, depois de esta apresentação no Porto, qual é a que ele parecem ser as ideias fortes com o que o atual presidente do PSD se propõe ser Rio leito, continuara a ser presidente do PSD, João Miguel Davas.
[46:57:44 - 47:11:04]:  - Acho que não é por acaso que os títulos que eu vi nos jornais antes de ir pra aqui soblinhavam a frase do estupicado.
[47:11:04 - 47:39:24]:  E eu sou melhor quando sou picado e estas declarações do torno número 5 na área na de Sevilla parece uma coisa completamente deslocada, mas que é mais uma vez uma tendência portuguesa que devém estar uma declinação do animal fronso.
[47:39:24 - 47:52:44]:  - É simpópico, é uma coisa que através da política portuguesa constantmente.
[47:52:44 - 48:11:04]:  - É bom vir a luta, bom haver dois candidatos. - Não, é bom. - É bom vir a luta, mas eu fico doido quando alguém me diz que só se estiver picado é que eu mostro o melhor de mim.
[48:11:04 - 48:16:04]:  - O que significa? - O que significa?
[48:16:04 - 48:31:04]:  Então, quando este estupido é brossido, não uma pessoa que trabalha, não fiquem em casa, não vou para o prelamento, eu não consigo perceber.
[48:31:04 - 48:57:44]:  - Bom, no seu trabalho, claro que vai se revelar nas alturas mais complicadas, mas que é dizer, mas não ficado do que me erem em cima da bancada, quando o coitado é brossido, nem diz, "não, não, o senhor o primeiro ministro, não sim pode aí igual para o prelamento tantas vezes, porque realmente, destaque, destaque."
[48:57:44 - 49:29:24]:  - O que diz roguerrio? E portanto, acho que faz a eu concordo totalmente com o pedro, mas se ninguém tem dúvidas numas, as poucas vezes deve ter agravido, eleições tão clagueficadoras no PSC, são duas pessoas, muitos tintas uma das outras, não só em personalidades como no discurso e naquilo que apresentam no país.
[49:29:24 - 49:44:24]:  - Só uma última nota, para mim, há coisas que fazem uma diferença gigantesca, também tem a minha costela de gestor, que é qualidade das equipas.
[49:44:24 - 50:14:24]:  - E aí roguerrio fala catastróficamente, porque o roguerrio tem uma equipa vergonhosa, vergonhosa, não há três, quatro pessoas que a gente olha para a equipa do roguerrio, isso bravo, que estão uma pessoa realmente entre... não há ninguém, só as pessoas do PSC que já saíram a gente fez a roguerrio, não é verdade.
[50:14:24 - 50:27:44]:  - Pode dizer que tem as homiganda segmento, tem alguns, acho que é que é o que é o dos mais próximosinhos, é para não.
[50:27:44 - 50:36:04]:  - Algum palpito sobre os fechos, depois de contendo aqui vem?
[50:36:04 - 50:54:24]:  - Eu acho que vai ganhar o rejel, porque quer dizer, se ele perdeu o arroguerrio, se ele perdeu a esturritura, acho que também vai dar os militantes sobre as eleições,
[50:54:24 - 51:09:24]:  que estão abertas, como foram em tempas do PS, e se portanto são o propriamente uma espalhimares, mas acho que sim, acho que eu espero.
[51:09:24 - 51:12:44]:  - E espero também que realmente seja o rejel.
[51:12:44 - 51:29:24]:  - O Ricardo da Ores Pereira fica então o ministro das tropas, e é a vez do Pedro Evesse tornar ministro dos frescos, os do Museu, os despermercados do Pedro Evesse.
[51:29:24 - 51:42:44]:  - O Pedro Evesse não tinha pensado no Museu, mas só que faz sentido, porque ele trata do CDS, e nesse sentido do CDS é um para ele ter 50 anos.
[51:42:44 - 51:47:44]:  - Parece que ele comparável, mas altera um Museu.
[51:47:44 - 51:59:24]:  - Não, não sei se tem 50 anos, e as pessoas também, infelizmente, as pessoas têm 50 anos de perto disso, já estão um pecado cansado.
[51:59:24 - 52:04:24]:  - Mas, falava de escura, o que é que ele evoca a escura?
[52:04:24 - 52:12:44]:  - Não pode ser, porque também pode ser o supermercado no sentido do prazo de validade dos frescos.
[52:12:44 - 52:19:24]:  Não, eu tenho que ver estas, é o oposto que estamos a falar.
[52:22:44 - 52:41:04]:  - É clarificação no PSD, ganho que enganhar, é total, e as opções que têm os militantes do PSD, são muito claras.
[52:41:04 - 52:57:44]:  - No CDS, é bizarríssimo, porque basicamente nós tínhamos um Challenger, que era o Adolfo Mosquitano, que, multatés mutando,
[52:57:44 - 53:11:04]:  era a mesma situação, de duas personalidades e duas alas do partido completamente diferentes.
[53:11:04 - 53:24:24]:  - No meu alo, e fiasco de robeiros de chantes, são pessoas diferentes, nem ideologicamente, nem quase nada, não sei que um é da seleção,
[53:24:24 - 53:44:24]:  mas no Brasil, no Brasil, não há nada que o destino substancialmente, o que está a acontecer, e, portanto, desse ponto de vista,
[53:44:24 - 53:52:44]:  se o CDS quer, o CDS pode cria uma de duas coisas.
[53:52:44 - 54:11:04]:  Uma que tem muito interesse para o partido, não tem interesse nenhum poupaíris, é levar a roupa suja com o portismo e com os sobreviventes do portismo,
[54:11:04 - 54:26:04]:  se tivesse alguma noção em verdade o seu líder seria de si ele é merela, mas isso é outra questão. Isso não é interessante nada ao país.
[54:26:04 - 54:51:04]:  Outra coisa é saber se, vendo duas fontes de fugas de eleiturado, a direita, a iniciativa liberal e o chega, é saber se substituir uma liderança com a servadora,
[54:51:04 - 55:01:04]:  para uma liderança da aula com a servadora, se faz alguma diferença, entemos de estancar votos para a chega,
[55:01:04 - 55:17:44]:  e se não vai ali a nadar de vez a aula liberal do CDS, que eu acho que é de minuta, mas que existe, e, portanto, não estou a ver que clarificação,
[55:17:44 - 55:31:04]:  não se sentemos de personalidades e de grupos de amigos, é que esta clarificação não é que não é clarificação do CDS,
[55:31:04 - 55:41:04]:  não estou a ver que resultado, positivo, poupartido e para a configuração do direita que passa a trazer.
[55:41:04 - 55:54:24]:  O que é que vê como distinto politicamente, recardar a ospreira entre o Francisco Rodrigo dos Santos e NuneMel?
[55:54:24 - 56:14:24]:  Eu puso já as duas fotografias e fiz o jogo da sete diferenças, e o NuneMel tem mais 20 anos ou assim, e o Chicão...
[56:14:24 - 56:21:04]:  E o Chicão, o Chicão tem o pino do que leste militar.
[56:21:04 - 56:42:44]:  De resto, numa percebida mais nada. E é tal coisa, era que o Pedro estava a dizer, não são bem duas alternativas, mas também fica difícil perceber se o CDS...
[56:42:44 - 56:59:24]:  Para que serve o CDS? Não é com o gosto que eu digo isto, atenção, nunca penso sem dizer isto, mas não é com o gosto porque me parece o CDS.
[56:59:24 - 57:06:04]:  Desenpoinhava um papel, feia que ela me tá afro que eu já fiz aqui em tempos da sapataria.
[57:06:04 - 57:19:24]:  A via pessoas que criam muito compraram bota escardadas. E não havia sapatarias que vendeçam bota escardadas.
[57:19:24 - 57:27:44]:  O mais próximo que havia eram umas botas assim o que havia no CDS, e eles iam a comprar.
[57:27:44 - 57:41:04]:  E não estava uma sapataria ao lado, neste caso ao lado direito, que vende bota escardadas.
[57:41:04 - 58:02:44]:  E para as pessoas que estavam no CDS pelas bota escardadas, passaram a ter ando de comprar. É que são resta, quem bota... Quem quer o bota liberal, se calhar vai para a iniciativa liberal.
[58:02:44 - 58:21:04]:  Quem te saa à procura, quem quer botar o liberal, bota a iniciativa liberal. Quem deseja a larvice se reacionária. É possível que tenha
[58:21:04 - 58:36:04]:  sido os melhores no outro cito, mais satisfatores, mais alarpos e mais conservadores. Não sei onde estarão, não sei se são assim que...
[58:36:04 - 58:52:44]:  A palavra conservador é muito interessante porque antigamente com a conservador, queria dizer ser o admirador de cherche ao general do gol.
[58:52:44 - 59:09:24]:  Agora, que é que é ser admirador do senhor órbano e portanto, ouvei uma transição demencial do significado da palavra conservador.
[59:09:24 - 59:36:04]:  O que é que antigamente era ser sensato, moderado e de repente é ser proglutas identitárias e postigmatização de grupos de pessoas e por não respeito da independência dos poderes.
[59:36:04 - 59:52:44]:  Eu estou um pouco mariado, Fã. Alguma vantagem, em ser em a disputa serente o chicano e o Nuno Mel.
[59:52:44 - 60:14:24]:  Do vídeo que seja necessário um congresso, pode ser os dois lá fora sem camisa. A porta de um saluno, não sei se haverá... onde haver um?
[60:14:24 - 60:31:04]:  - Talvez, não texas? - Sim, por exemplo. O espaço político do CDS tem vindo a ser comido por os partidos mais recentes, dos espectros partidários, chega inicitiva liberal,
[60:31:04 - 60:44:24]:  em que, como dida, estes dois candidatos à liderança terão condições para revertir essa tendência, João Miguel Tavares?
[60:44:24 - 60:51:04]:  - A imedida nenhuma, ou a algum deles? - A imedida nenhuma.
[60:51:04 - 61:02:44]:  - O CDS tem que fazer. Primeiro, ele tem que ir a eleições e perder catastroficamente, o que possivelmente não é difícil.
[61:02:44 - 61:11:04]:  E depois, o CDS ainda tem bons quadros. E o que faz? É fatiós quadros.
[61:11:04 - 61:26:04]:  Um, os vão para iniciativa liberal, tipo, a dovo fomos quitanunos, que bem faltala lá no faz, outros, tipo, cilameralos, que já preferem ir para o PSD, que também muito falta ele faz.
[61:26:04 - 61:44:24]:  E depois, se em 90 e 3 que gostam de botas caralhadas, vão para o chega. O espaço do CDS foi engolido pelos outros partidos.
[61:44:24 - 61:57:44]:  E, portanto, a esperança de vida, às vezes mesmo que é curta. Não vejo o que possa sair da liça, já no NML, seja Francisco.
[61:57:44 - 62:11:04]:  - Seja o Jocão. - O pedra-me se eficaz em ministro dos frescos, que estão entregue das pastas ministriais por esta semana,
[62:11:04 - 62:24:24]:  numa emissão especial, uma vez mais fora do estúdio, estamos no encerramento da décima séptima conferência nacional da economia da saúde.
[62:24:24 - 62:47:44]:  No exega, em Lisboa, que tal, parece estar acogrado a nossa missão de proporcionar um bom momento aos conferenças depois do trabalho, ardo dos últimos dois dias, que cardarou-os para era.
[62:47:44 - 63:02:44]:  - Carlos, eu sinto a sala a fervilhar da Júbilum, tenho sentido, acho que... - Estou a dar o tema pro outro lado.
[63:02:44 - 63:26:04]:  Nas primeiras filas são mais ocupadas por professores, daí para trás jovens que estão mesmo, entre os dias medicinhos com a opção que fizeram, de ficar aqui, em vez direi...
[63:26:04 - 63:36:04]:  - Se não, se esta foi a noite... - Com o caso do Cetrão Sítio, que é quinhentemente.
[63:36:04 - 63:52:44]:  - E do Tóx. - Pronto, uma plateia com... - Estou de edicado aos tem mais saúde, imagino que os homenagáutavares se sentem em casa.
[63:52:44 - 64:01:04]:  - Ah, e sei uma referência a minha mulher de médica, mas uma vez. - É referência.
[64:01:04 - 64:07:44]:  - Obrigado, tenho uma mulher de médica. - Eu gostava que ela tivesse tigado mais a colombia.
[64:07:44 - 64:24:24]:  - Já estivemos num congresso de cardilogia, num festival de ciência, enquanto os de contabilistas, técnicos oficiais, de contas, de agentes de seguros, de magistrados, de ministério público.
[64:24:24 - 64:37:44]:  Agora aqui, assim de repente, Pedro Messia ainda tem este respeito a algum sonho para realizar...
[64:37:44 - 64:49:24]:  - Aconteçamos, é que andamos em ganar Portugal, né? - É engraçado, nós fazemos, nós estamos do que andamos fora, Lisboa, Naviagem,
[64:49:24 - 64:56:04]:  nós esmercemos os nossos preconceitos sobre a profissão em causa, eu sempre.
[64:56:04 - 65:04:24]:  - Nós temos a espera, como é que a gente... - Hoje não aconteceu, não é o que a gente tem, não é o que tem.
[65:04:24 - 65:12:44]:  - Nós quando vemos a vila real ou a nossa juja, não se tinha mais longe, temos tempo para conversar.
[65:12:44 - 65:27:44]:  E depois estamos sorprendidos, por exemplo, olha um tanto, podemos os cardilogistas, são muito divertidos, porque sabem que a vida é curta, é importante.
[65:27:44 - 65:47:44]:  Mas não estava nada a esperar, por exemplo, da... a gente pensa que a público são muito chata, porque fazem coisas muito chatas, mas por exemplo, os toques e os rocos também foram uma...
[65:47:44 - 65:51:04]:  - Uma maior da pressurpresa. - A pressurização.
[65:51:04 - 66:01:04]:  - E tem vida mais aborrecida, não trabalho, que tenda sempre um maluco quando sai dos clientes.
[66:01:04 - 66:17:44]:  Vamos voltar aos temas da semana, onde as temas de acelerar muito, muito, só quase inunciar os temas que temos agora para esta reta final, que o João Miguel Tavares...
[66:17:44 - 66:26:04]:  - Estamos claros de tempo. - Piloto, sim, déficit, uma de repagem monumental.
[66:26:04 - 66:34:24]:  - Então, se você quiser as pessoas da economia, saber o que isso é, né?
[66:34:24 - 66:49:24]:  - Bom, o João Miguel Tavares diz esse piloto com uma linha de rumo bem definida, né, por isso? - Não, não.
[66:49:24 - 66:57:44]:  - Ou sem mapa. - Sim, sem mapa e com um talata, sobretudo.
[66:57:44 - 67:14:24]:  - Isso é por causa dos chamados eventos piloto da cultura. - É, não já falamos que aconteceram aí, em maio, ou seja, assim, em maio, foram...
[67:14:24 - 67:16:04]:  - Sim. - E que ainda não sabem os resultados?
[67:16:04 - 67:34:24]:  - Na verdade, uns ainda foram em Bril. Isso, nós já falamos disso aqui. Quem tem acompanhado isto com muita atenção, tem sido Alexandre homem que Cristo, justiça a feita, em ótimos textos no observador.
[67:34:24 - 67:47:44]:  E é daquelas coisas que não é que sejam mega importantes, que mais mostram o país que nós temos. E é bom que nós recordemos.
[67:47:44 - 67:56:04]:  É assim como acidente da Eduardo Cabriguita com bem recudar. Hoje ainda não sabemos a que você vai ver o que você vai ver.
[67:56:04 - 68:17:44]:  E se caralho vai deixar de ser ministro antes de nós sabemos. Mas o que se passou foi. Eventos piloto para se saber quantas pessoas é que podiam estiram em salas por causa da pandemia.
[68:17:44 - 68:41:04]:  Foram feitos, quatro eventos pilotos, dois em Bril, dois no início do maio. Desde então, estamos para saber o resultado dos eventos pilotos para saber quantas pessoas podem estar nas salas à ascistiga espetáculos.
[68:41:04 - 68:54:24]:  E no início parece que havia problemas informáticos, concretamente e tratamento de dados. Não sei se o exército pode ajudar.
[68:54:24 - 69:09:24]:  E depois claro, sempre toda a gente tem por raio isto com a barriga, a DGS não se manifesta, a ministra da cultura diz que não é com ela.
[69:09:24 - 69:21:04]:  E este ordinário, o Rio e a Líndice, a pandemia foi sembora e nós não sabemos nem todos os resultados daquilo. É espantoso.
[69:21:04 - 69:32:44]:  E depois de ficar para o demonio, aliás, nem vamos aprofundar muito mais o tema. É um concordamento.
[69:32:44 - 69:46:04]:  Pense que não é haverado. Muito importante de se encender se para marcar o tema, fica escalado, porque os homenha altavares se apresenta como piloto.
[69:46:04 - 70:04:24]:  O pedro mexia, e até venha a propósito, em certo sentido, o pedro mexia, de sentir-se platafurmado em que pode ter forma.
[70:04:24 - 70:16:04]:  E já exista para o daquilo para o telefone. Isso tem ver com o Donald Trump, que foi, que nós sabemos que o sucesso político,
[70:16:04 - 70:36:04]:  se deu em grande parte, para além de uma coleça de descontentamentos nos Estados Unidos, de ter conseguido fugir aos canais típicos,
[70:36:04 - 70:49:24]:  de passar a mensagem política, como as televisões e os jornais, e foi através das redes sociais. Depois foi banhido as redes sociais.
[70:49:24 - 71:01:04]:  Eu tenho muitas dúvidas, apesar da minha conhecida, simpatia, por Donald Trump.
[71:01:04 - 71:06:04]:  Eu tenho muitas dúvidas que ele deve ser sido banhidas e gritos sociais.
[71:06:04 - 71:09:24]:  Mas agora não se chama para o seu próprio...
[71:09:24 - 71:12:44]:  Agora não se chama para o seu próprio.
[71:12:44 - 71:14:24]:  Mas que vem e...
[71:14:24 - 71:17:44]:  Se chama verdade social, né?
[71:17:44 - 71:19:24]:  Verdado social, desaté.
[71:19:24 - 71:21:04]:  Que é...
[71:21:04 - 71:24:24]:  Que é logo...
[71:24:24 - 71:31:04]:  Deslougo ao que vem. É o uso...
[71:31:04 - 71:42:44]:  As pessoas que usam pela verdade, como os médicos, pela verdade, e quase esses gêneros, geralmente não são amigos da verdade,
[71:42:44 - 71:44:24]:  mas a gente que me rve a...
[71:44:24 - 71:51:04]:  Rve a, tem ali um "D", que a gente sabia que não era verdadeiro.
[71:51:04 - 71:59:24]:  E portanto, só anunciar-se que é pela verdade, nós já sabemos que aqui significa...
[71:59:24 - 72:01:04]:  Suspegesta...
[72:01:04 - 72:09:24]:  A esta, o Ricardo Aralus Pereira vai adorir e vai abrir conta, na verdade social...
[72:09:24 - 72:11:04]:  Na verdade social...
[72:11:04 - 72:14:24]:  É, é, é, é, é...
[72:14:24 - 72:19:24]:  Já sabemos, então, porque que peda-mecia essa nãocia a plata formado?
[72:19:24 - 72:27:44]:  Agora, vamos tentar perceber rapidamente também, porque o Ricardo Aralus Pereira se clara terfro.
[72:27:44 - 72:32:44]:  E isto é uma coisa complicada de explicar...
[72:32:44 - 72:34:24]:  O que tem que se complicar?
[72:34:24 - 72:36:04]:  A tem que se explicar a...
[72:36:04 - 72:41:04]:  A partir do que é que isto quer dizer esta cara da...
[72:41:04 - 72:51:04]:  Significa que o Trump é um trans-exclusioner-y radical feminista, que foi o que chamaram a Margaret Atul desta semana.
[72:51:04 - 72:54:24]:  É a significa apresante...
[72:54:24 - 72:56:04]:  Fomista radical...
[72:56:04 - 72:57:44]:  Excluidente...
[72:57:44 - 72:59:24]:  Trans-excluente...
[72:59:24 - 73:01:04]:  Trans-excluente...
[73:01:04 - 73:02:44]:  Excluios...
[73:02:44 - 73:04:24]:  Que excluios trans...
[73:04:24 - 73:06:04]:  É trans...
[73:06:04 - 73:07:44]:  Sim...
[73:07:44 - 73:09:24]:  É a sensação.
[73:09:24 - 73:12:44]:  Ela não disse uma palavra, técnicamente, o que ela fez...
[73:12:44 - 73:14:24]:  Ela fez um retweet...
[73:14:24 - 73:24:24]:  É isso, é retweet, fez um retweet do artigo em que uma senhora discutia...
[73:24:24 - 73:27:44]:  O seguinte...
[73:27:44 - 73:29:24]:  A ideia de...
[73:29:24 - 73:31:04]:  Era a... era...
[73:31:04 - 73:32:44]:  Era a testa dessa senhora...
[73:32:44 - 73:36:04]:  É a palavra mulher...
[73:36:04 - 73:42:44]:  Está a ser substituída com uma frequência em que é tente por...
[73:42:44 - 73:46:04]:  Por prífrazes...
[73:46:04 - 73:47:44]:  Por exemplo, por exemplo, de...
[73:47:44 - 73:49:24]:  Em vez de dizer...
[73:49:24 - 73:51:04]:  Eeeeh...
[73:51:04 - 73:57:44]:  Por exemplo, substituída por pessoas portadoras de vagina...
[73:57:44 - 74:01:04]:  Ou por coisas assim...
[74:01:04 - 74:02:44]:  Por pessoas que têm utro...
[74:02:44 - 74:04:24]:  Ou...
[74:04:24 - 74:06:04]:  E por quê?
[74:06:04 - 74:07:44]:  Para que não...
[74:07:44 - 74:11:04]:  Para não molindrar...
[74:11:04 - 74:16:04]:  Pessoas que também têm utro, por exemplo,
[74:16:04 - 74:19:24]:  Mas que não se consideram mulheres.
[74:19:24 - 74:21:04]:  É que isto não é, é...
[74:21:04 - 74:22:44]:  É...
[74:22:44 - 74:24:24]:  É um contrário...
[74:24:24 - 74:26:04]:  É um contrário...
[74:26:04 - 74:27:44]:  E o contrário também...
[74:27:44 - 74:29:24]:  E é bem importante...
[74:29:24 - 74:34:24]:  E é uma ideia...
[74:34:24 - 74:37:44]:  Que pode ser talvez debatida...
[74:37:44 - 74:39:24]:  Acho que eu...
[74:39:24 - 74:41:04]:  O que as pessoas...
[74:41:04 - 74:44:24]:  O ar do tempo é este...
[74:44:24 - 74:51:04]:  As pessoas imediatamente começaram a dizer que a maior garota é a transfóbica.
[74:51:04 - 74:56:04]:  Para transfóbica significa "odiar trans"...
[74:56:04 - 74:57:44]:  "Oviar"?
[74:57:44 - 75:01:04]:  Não parece que seja isso...
[75:01:04 - 75:02:44]:  É...
[75:02:44 - 75:04:24]:  É...
[75:04:24 - 75:06:04]:  As pessoas têm todo direito...
[75:06:04 - 75:07:44]:  É indisir isso...
[75:07:44 - 75:09:24]:  Eu tenho sempre dito...
[75:09:24 - 75:12:44]:  As pessoas têm o direito a fazer entre portações absurdas do que se diz...
[75:12:44 - 75:14:24]:  É um direito...
[75:14:24 - 75:16:04]:  Ou seja...
[75:16:04 - 75:17:44]:  É possível ler uns maios e dizer...
[75:17:44 - 75:21:04]:  Não gostar nada deste livro sobre a civilização maia...
[75:21:04 - 75:22:44]:  Pode dizer...
[75:22:44 - 75:24:24]:  Pode dizer...
[75:24:24 - 75:27:44]:  Agora...
[75:27:44 - 75:29:24]:  A liberdade...
[75:29:24 - 75:31:04]:  A questão não acaba aí...
[75:31:04 - 75:32:44]:  A gente pode dizer...
[75:32:44 - 75:34:24]:  Olha, sua introceção é estúpida...
[75:34:24 - 75:36:04]:  Está bem a estúpida...
[75:36:04 - 75:37:44]:  E é isso...
[75:37:44 - 75:41:04]:  Eu gostava que a gente mantivesse essa hipótese de dizer...
[75:41:04 - 75:44:24]:  Quem chama a maior garota é a transfóbica...
[75:44:24 - 75:47:44]:  Quando ela claramente não é...
[75:47:44 - 75:51:04]:  Está a cometer uma instituiência...
[75:51:04 - 75:56:04]:  Margarota é tudo que é uma escritora...
[75:56:04 - 76:02:44]:  Reconecida também pela causa feminista...
[76:02:44 - 76:04:24]:  É verdade...
[76:04:24 - 76:06:04]:  Bom, está na altura dos livros...
[76:06:04 - 76:09:24]:  Já não temos quase tempo nenhum...
[76:09:24 - 76:11:04]:  E esta semana...
[76:11:04 - 76:16:04]:  Eu trago um monumento da literatura ocidental...
[76:16:04 - 76:21:04]:  De um acontecimento editorial que será seguramente...
[76:21:04 - 76:24:24]:  Um dos livros do ano em Portugal...
[76:24:24 - 76:27:44]:  Acaba de sair uma nova tradução integral...
[76:27:44 - 76:31:04]:  Da divina comédia da Dante...
[76:31:04 - 76:34:24]:  A tradução de Jorge Várez de Carvalho...
[76:34:24 - 76:37:44]:  O professor de literatura...
[76:37:44 - 76:41:04]:  Que tomou o lugar do barito...
[76:41:04 - 76:46:04]:  No que teve uma importante carreira internacional...
[76:46:04 - 76:51:04]:  Nos principais palcos de opera...
[76:51:04 - 76:56:04]:  E depois doutras tradições de grande fogo...
[76:56:04 - 77:01:04]:  Com o Lices de James de Joyce...
[77:01:04 - 77:02:44]:  Jorge Várez de Carvalho dedicou...
[77:02:44 - 77:07:44]:  Vários anos a esta tradução da divina comédia...
[77:07:44 - 77:14:24]:  Respeitando integralmente o ritmo e arrema da poesia de Dante...
[77:14:24 - 77:19:24]:  Evidentemente não tenho competência...
[77:19:24 - 77:24:24]:  Para a avaliação profunda deste trabalho...
[77:24:24 - 77:29:24]:  E também só ali algumas passagens...
[77:29:24 - 77:34:24]:  Mas a musicalidade das partes que já pode ler...
[77:34:24 - 77:39:24]:  Mantendo o esquema original de Dante...
[77:39:24 - 77:42:44]:  É a famosa terdesar rima...
[77:42:44 - 77:47:44]:  Faz-me pensar que esta é uma versão que vai ficar...
[77:47:44 - 77:51:04]:  Com a tradução de referência...
[77:51:04 - 77:54:24]:  Aliás, numa primeira impressão...
[77:54:24 - 77:57:44]:  Bem mais coloquial...
[77:57:44 - 77:59:24]:  Apesar da dificuldade...
[77:59:24 - 78:02:44]:  Que é óbvia logo a primeira eleitura...
[78:02:44 - 78:07:44]:  Bem mais legível do que aquela...
[78:07:44 - 78:11:04]:  Que vá escarar a Samora...
[78:11:04 - 78:16:04]:  Publicou em 1996...
[78:16:04 - 78:17:44]:  Temos que ter tanto divina comédia...
[78:17:44 - 78:21:04]:  E ditada pela imprensa nacional...
[78:21:04 - 78:26:04]:  Mas como em 2021 se assinalam...
[78:26:04 - 78:31:04]:  Os 700 anos da morte de Dante Alighieri...
[78:31:04 - 78:34:24]:  A mais Dante nos escaparates...
[78:34:24 - 78:37:44]:  E o pedro-mecia também...
