[00:00:00 - 00:06:08]:  Agora que estamos na Rantrei e a falar de livros e leitura,
[40:37:58 - 40:57:58]:  A explicação que encontra para o facto de tudo isso ter desaparecido, não há um suplemento vitrário, num jornal de jornal de distância, não há um programa de televisão sobre livros...
[40:57:58 - 41:01:18]:  Na televisão é uma satisfação...
[41:01:18 - 41:21:18]:  Na televisão é fácil de explicar, no sentido de que se estovisões, com a gestão talvez da RTP2,
[41:21:18 - 41:39:38]:  tem uma pressão evidentemente da audiência, a si da que é grande e esses programas, mesmo que pode ter audiências,
[41:39:38 - 41:47:58]:  digamos, respeitáveis para o tipo de programa que são...
[41:47:58 - 42:01:18]:  São programas de nichos, são programas de nichos e portanto há algumas de esses programas, mesmo que nós nos lembramos, eram exibidos,
[42:01:18 - 42:22:58]:  é hora de ter dias, há alguns, etc. E para outro lado, no caso da televisão, não é fácil, é particularmente difícil apresentar um programa sobre livros sem ser,
[42:22:58 - 42:36:18]:  ou tão sofisticada, que uma grande discussão, que é o que sentiu muito Bernardo Pivô, que foi um jornalista francês,
[42:36:18 - 42:51:18]:  que os programas levavam a bradar as corridas às livreurias depois de ser exibidos.
[42:51:18 - 43:09:38]:  E mesmo é a relação a ela via secreta, porque o tão certo entre ser tão trivial que parece uma bradana,
[43:09:38 - 43:21:18]:  e portanto, em não acrescentar nada, ou tão sofisticado que parece uma aula de mestrado,
[43:21:18 - 43:41:18]:  e para não ser uma coisa que... para não ser um tom, e depois os entrevistados, os entrevistados, os escritores, não são todos iguais, é preciso ter conhecimento, sensibilidade, etc.
[43:41:18 - 43:46:18]:  Na televisão?
[43:46:18 - 43:47:58]:  Na televisão.
[43:47:58 - 43:51:18]:  É difícil. Não acho que o momento solitário...
[43:51:18 - 43:56:18]:  Não acho que o momento solitário é um exemplo Portugal.
[43:56:18 - 44:21:18]:  Sim, apesar de tudo os grandes vernais europeus, não há nenhum suplemento litrário, há os híbridos das árvores...
[44:21:18 - 44:49:38]:  O que deve dizer que em epistrato não choque, ou seja, não creio que seja... que há de qualquer problema, em vez de ver apenas um suplemento litrário, há um suplemento de artes,
[44:49:38 - 45:04:38]:  eu posso dizer o Atlético de Portugma da Tu, que eu trocava bem e continuaram a dar as trelas e darem mais espaço.
[45:04:38 - 45:09:38]:  Por exemplo, quando dizem...
[45:09:38 - 45:14:38]:  "Ese é um teste grande, assim, 3 mil caratérios".
[45:14:38 - 45:19:38]:  O que existe com 3 mil caratérios?
[45:19:38 - 45:44:38]:  E portanto, nesse caso, é uma... é cada vez mais uma ideia que também tem a ver com uma mutação importante, porque se reparar nisso, e se repararem nisso,
[45:44:38 - 46:04:38]:  não ainda há alguma cobertura sobre livros, mas cada vez menos crítica, ou seja, a entrevistas, às vezes a entrevistas nos jornais, as criatores de 4 ou 5 páginas.
[46:04:38 - 46:24:38]:  Portanto, ainda há... a literatura ainda existe através do autor, mas não tanto através do livro, e a função da crítica até porque se julga,
[46:24:38 - 46:41:18]:  e não ir realmente, que ela já não tem um impacto que tinha, então se é para pouca gente, se já não tem impacto, isso mais volto ter uma entrevista,
[46:41:18 - 46:54:38]:  para que, pensei-se, eram alguns ilitores e alguns responsáveis, ter um espaço crítico que eu acho um juízo profundamente errado,
[46:54:38 - 47:07:58]:  e o cara e dos casos que nós conhecemos do mundo, do el países e os deputos jornais, demonstram com isso, é a verdade.
[47:07:58 - 47:41:18]:  Mas a infância, e não é só o mundo ou o el país, a infância todos os deputos, mas tem um suplemento literário, em espanha, a mesma coisa, o el país, o ABC, o Lavanguarde, o el mundo,
[47:41:18 - 47:54:38]:  isto para falar que usamos aqui mais próximos, né? Por que Portugal se tornou uma subjeção neste matéria, João Miguel Tavares?
[47:54:38 - 48:11:18]:  Acho que é uma mistura de estupidez, falta de dinheiro, e uma coisa que falta muito nos jornais, que é falta de editores, bons editores.
[48:11:18 - 48:39:38]:  Tem um papel que o Petro estava a dizer, que é impedir, na crítica, uma pomposidade deslocada, e às vezes uma complexidade de linguagem que nada tem a ver com nenhuma espécie de inteligência particular,
[48:39:38 - 48:56:18]:  mas, pelo contrário, é uma forma de muita gente esconder o seu próprio desenho, teresse a reflexão das coisas, com uma linguagem pertensamente evodita.
[48:56:18 - 49:26:18]:  Não existe muito nos jornais também em Portugal, e é uma treta, é isso, não serve a ninguém. Eu sou um grande fento surgo da legibelidade dos textos, e que os textos devem ser compreendidos, e devem ser divertidos, e devem ser ter verve, músculo.
[49:26:18 - 49:41:18]:  E que quando nós escrevemos um texto no jornal, nós temos a mesma obrigação de tugnar interessante para quem está aler.
[49:41:18 - 50:01:18]:  Isso notas, eu acho mesmo que é perfeitamente possível, a gente escreveu um texto culto, informado, inteligente, e agudito, e perfeitamente logível.
[50:01:18 - 50:06:18]:  Mas o problema é que já não há sequer os passos para isso.
[50:06:18 - 50:46:18]:  O não existir tem a ver com que foi uma grande diminuição das redações com o impacto do digital, e em que quando tu começaste a ter que cortar, não ia escutar na política, nem na sociedade, nem no disposto, então começaste a cortar no internacional, na cultura.
[50:46:18 - 51:09:38]:  O erro de cortar na cultura sempre me pareceu muito grande, até porque aqueles que são os resistentes hoje em dia dos jornais, nomeadamente os jornais em papel, são evidentemente pessoas que gostam de ler.
[51:09:38 - 51:31:18]:  E que não estão a ser bem servidas, mas acho que se perdeu algum não-hal nessa área, neste caso que há na última década, onde os últimos 15 anos, e que é importante reconstruir.
[51:31:18 - 51:36:18]:  Mas acho mesmo que é importante reconstruir.
[51:36:18 - 52:11:18]:  Pois é que esta crise de representatividade, da leitura, etc., pode ser até, não exclusivamente, porque deza, mas no caso, português, este dia que nós tica particularmente como vimos os mais graves, porque não tem paralelo, em espanha, em frase, em englaterra, muito menos.
[52:11:18 - 52:31:18]:  A imprensa português é abandonou-lo por completo, sem essa relação com o... - A banô. - Com a crítica, o exário, com os livros, com a divulgação.
[52:31:18 - 52:52:58]:  Sim, eu acho que é uma mistura de falta de mais, com o desaparecimento também, até se cair algum amplo porcimento cultural de próprias fias, e de quem manda nos jornais.
[52:52:58 - 53:21:18]:  Sente que o livro não desapareceu dos passos públicos, mas no tempo, tu tem sustões de livro, com intensidade que não existia no passado, que é que se tem de ser pagado em um par de programas que mora nosso, que estamos aqui, com quatro pessoas que recomenda um excelente livro toda das semanas no final do programa.
[53:21:18 - 53:37:58]:  Pois temos pessoas que moram armar as mentes que recomenda livros, não assim tão bom, no final do seu programa, então, por exemplo, mar... - Já recomendo algo aos boos.
[53:37:58 - 53:56:18]:  - Já há alguns, por exemplo. - É um barrio do rolas. - Fácil, não tá, por exemplo, no diminu, da literatura infantil, que é uma área que eu também vejo com algum caguinho.
[53:56:18 - 54:11:18]:  Eu parece que eles se esforça para encontrar os pior livros literatura infantil, que são publicados em Portugal, para apresentar no seu programa.
[54:11:18 - 54:59:38]:  Mas, no tempo de marxamento, temos o Paul Portas, temos o Gem Miguel Judo, e as pessoas que têm um espaço individualizado na comunicação social, o espaço de experimentar, ganharam o hábito de sujegue livros no final e, segundo sei, parece que até há muitos editores aqui que não faltam certo também, que nesta sala e alguns mesmo existem alguns editores no espaço deste palco, parece que esse impacto nota.
[54:59:38 - 55:24:38]:  Não sei, já quando o Paul Portas não sei quem é que... Eu já ouvi dizer que o Paul Portas é quem vale mais, ou ela fica aqui uma ideia, fazer um ranking para a edição do próximo ano, que quem é que vale mais tem isso.
[55:24:38 - 55:31:18]:  - Sim, tem isso, tem isso. - É o que eu falo por Portas.
[55:31:18 - 55:46:18]:  E, marxamento tem mais audiência em pessoa, mas é curioso, mas eu também entro, portas e marxamentos, acho que o Paul Portas se tiver que...
[55:46:18 - 55:49:38]:  - Segura o consério vermelho. - Segura o consério.
[55:49:38 - 56:19:38]:  E, portanto, existe essa presença, mas, claro, isso não substituui uma boa seção, litrária, que, por exemplo, tem um hábito legal financial times do fim de semana, que é um ótimo jornal e que hoje em dia,
[56:19:38 - 56:46:18]:  com o crescimento dos preços dos semanas, o exemplo portugal já custa praticamente o mesmo que os preços, o custa 4 ou 5, estamos a falar de um jornal leconômico, se mostram também, e que tem uma espelhíssima sexo de oito.
[56:46:18 - 57:01:18]:  - Deixa-me伏lar um exemplo. O final é um ótimo exemplo, como se pode, por exemplo, pedir a questão dos páticos, parece que é um jornal leconformato, etc.
[57:01:18 - 57:17:58]:  - Aqui é fazer uma coisa que não se fazem portugal, que é fazer foca em portugal, que é, por exemplo, escrever no mesmo texto, um texto grande, sobre quatro livros que têm a relação entre eles.
[57:17:58 - 57:47:58]:  - Isso é uma forma, por exemplo, de num espaço, de surfeitement distenso, em livros que tenham alguma ligação, se poder falar, se poder aumentar o número de livros, que, ao fim de o ano, se fala, a minha experiência,
[57:47:58 - 57:59:38]:  é que os evitores dos jornais portugueses não gostam desse formato, eu nunca percebi porque ia um formato útil.
[57:59:38 - 58:06:18]:  - Os médias que podem ser só que você não é tarde, e o campo é não ficção.
[58:06:18 - 58:16:18]:  Eu percebo que seja difícil, às vezes, ter a tarda a questão da ficção, é uma questão, às vezes, um pouco mais completo.
[58:16:18 - 58:26:18]:  O campo é não ficção, não tem um pouco de não dar até na televisão, bom spoiler, mas televisão, bom suplemento de jornal,
[58:26:18 - 58:36:18]:  acho que é dizer porque são livros que nos ajudam a refletir sobre o nosso presente, é só preciso alguma imaginação em algum trabalho.
[58:36:18 - 58:49:38]:  - Os médias deixaram de falar de livros que eu entendi a ser maior competido, falar de um passado, porque os livros perderam a relevância social, recardaram-os para editar,
[58:49:38 - 59:11:18]:  ou porque, pelos diagnósticos já feitos anteriormente aqui, reclopância social, primeiro, nem eu sei que os livros perderam a relevância social,
[59:11:18 - 59:17:58]:  por exemplo, o facto do mede e os os médias não falarem.
[59:17:58 - 59:27:58]:  Dos livros não têm relação com a relevância social, porque os médias têm imenso espaço para coisas que têm relevância social nenhuma.
[59:27:58 - 59:31:18]:  - Tem imenso espaço.
[59:31:18 - 59:37:58]:  - Com destaque para a secção de lifestyle.
[59:37:58 - 59:46:18]:  - Coisas como 25 razões para custar do ator, não vai acreditar na terceira.
[59:46:18 - 60:01:18]:  - E essa tipo de coisa, há muitas coisas que têm espaço nos jornais e que não têm relação a se nenhuma.
[60:01:18 - 60:16:18]:  - Acho que há uma espécie de deslumbramento, não sei se o livro se foi com isso, apesar de ver o livro, ela está e buco, mas o livro este objeto não sei se foi com isso,
[60:16:18 - 60:26:18]:  com uma espécie de deslumbramento, com novas tecnologias e o livro passar a ser uma antiguidade.
[60:26:18 - 60:41:18]:  - Nós estamos nessa fase, agora estamos a falar disso nos gostidores, a países em que se está regressar ao livro em papel,
[60:41:18 - 60:49:38]:  porque se percebeu que do ponto vista pedagógico, isso é mais valioso.
[60:49:38 - 60:59:38]:  Nós ainda estamos na fase em que estamos deslumbrados com o vegetálico.
[60:59:38 - 61:11:18]:  Isso não está, por exemplo, quando há pessoas que falam, de si próprios como eu produzo conteúdo para a internet.
[61:11:18 - 61:24:38]:  Contido de si, e não especificados, ou seja, o que interessa não é o conteúdo, é o continente, é o que me interessa, é que isto vai para a internet.
[61:24:38 - 61:39:38]:  Não se verificam nas atividades, nenhum viticultor, nenhum vinicultor que se parece, e eu produzo conteúdo de pagarrafas.
[61:39:38 - 61:52:58]:  - Não é, ele faz vinho, faz vinho, porque não diz que faz o conteúdo de pagarrafas, porque não há um deslumbramento para o alarma com o garrafas.
[61:52:58 - 62:02:58]:  Por exemplo, o dinheiro não te diz, este varão, publicou uma coisa.
[62:02:58 - 62:09:38]:  O varão todo. Que se chamava "cristinário de Proust do Chat GPL".
[62:09:38 - 62:16:18]:  Portanto, é o Cristinário de Proust do Chat GPL, do DM.
[62:16:18 - 62:22:58]:  Eu não sei, no fim, é quem é que pertence o Chat GPL, é o Cristinário.
[62:22:58 - 62:32:58]:  Mas o subtitular, assim, podemos achar de GPL que nos fizeram são Cristinário de Proust, mas não ficou muito bom.
[62:32:58 - 62:39:38]:  Por isso, em sextimos, fizemos um mais divertido.
[62:39:38 - 62:49:38]:  Aqui está... Ou seja, eu diar no tícias a dizer aos leitores, nós fizemos o nosso trabalho.
[62:49:38 - 62:57:58]:  Nós perforimos pedir aos chat GPL e tivemos que fazer duas vezes porque realmente não é um bom momento.
[62:57:58 - 63:06:18]:  - Fica uma ideia para um editor, se é certo, está se retendo.
[63:06:18 - 63:09:38]:  - Vou pedir uma recerca a 7CT.
[63:09:38 - 63:19:38]:  Mas eu deena tranquilizar os seus leitores, dizendo, não se preocupe, porque nenhum ser humano envolvido neste processo.
[63:19:38 - 63:24:38]:  Foi tudo digital. A razão pela qual, acho eu.
[63:24:38 - 63:36:18]:  A menos, enquanto ele é um que o Pedro e os homens já disse, não, que os jornalistas mais antigos vão lá ver.
[63:36:18 - 63:49:38]:  Quando alguém entra numa relação, um jornal, uma entra numa relação, o contacto com os jornalistas mais antigos que lá estão,
[63:49:38 - 63:54:38]:  é o prolongamento da sua formação, aquilo é decisivo.
[63:54:38 - 64:07:58]:  E neste momento, as empresas de média estão a arrumar os jornalistas mais velhos, porque estão lá, então,
[64:07:58 - 64:17:58]:  tem um contrato de arma em tempos, um caro chão, e por tanto, estão a ser... - Chatos, são chatos.
[64:17:58 - 64:22:58]:  E por tanto, ia esses. Eu continha 23 anos em 1997.
[64:22:58 - 64:32:58]:  E naquê tinha acabado a focolada, fui trabalhar pós-dinal do letra, eu via lá um editor, chamado Zé Manel, Rodrigues da Silva.
[64:32:58 - 64:46:18]:  Quero um homem que já tinha trabalhado no diário popular, no diário do Lisboa, etc., sempre com cachinho lá.
[64:46:18 - 64:56:18]:  E eu... reparem. O que estão simples como, por exemplo, não havia Google, e eu estava...
[64:56:18 - 65:06:18]:  O Zé Manel, eu estou aqui, estava às vezes vendo um teste, sou um autor qualquer, e disse eu tenho que ir dois artigos,
[65:06:18 - 65:19:38]:  são igualmente cada vez, e do mesmo ano, e um diz que este autor tem 29 obras publicadas, e outro diz que tem 31, o que é que eu faço, Zé Manel foi assim.
[65:19:38 - 65:24:38]:  Desenas?
[65:24:38 - 65:29:38]:  [risos]
[65:29:38 - 65:37:58]:  Nem que seja só para isso, nem que seja só para isso.
[65:37:58 - 65:51:18]:  Esse contato... É importantíssimo. E, portanto, quer dizer, o que nem sei a porra, mas...
[65:51:18 - 66:01:18]:  Por exemplo, acho que é justo se calhar neste ponto, falarmos do observador, porquê o observador, como tem espaço, porque é digital.
[66:01:18 - 66:19:38]:  Tenham, provavelmente, a melhor secção de cultura dos médios hoje é do observador, porque tem, por exemplo, tem o casmo-riabobona, fazer críticas, como é que chama aquele senhor que é um hermitado de lugar?
[66:19:38 - 66:36:18]:  É, é que acho que não é exercado fornante, e tem espaço, por isso eles podem, ninguém está a dizer, olha que só tem 4.000 caratäros, tem espaço a vontade.
[66:36:18 - 66:56:18]:  Não tenho certeza que os livros tenham perdido qualquer forma, você se chama até por causa daquilo que estamos a dizer que, qualquer candidato, candidato de presidente, tem uma secção de recomenda, recomenda a livros.
[66:56:18 - 67:14:38]:  A gente diz assim, bom, o gestão não tem mais, não tem mais repercussão social, eles não têm a secção de pop-pits no tautobola, tem a secção de recomenda a livros.
[67:14:38 - 67:42:58]:  Podemos-se, afegando, então, o ministro das Estrelas, agora é, vez dos jomergautavars se tornar ministro das Estentes, e parece que podemos considerar suceintes e bem peixadas, ou era desejável que fossem mais e melhores, com milgautavars.
[67:42:58 - 67:51:18]:  Paca, vamos como cada implémica, acho que sim, as que precisavam de ser mais e sobre tudo de melhores.
[67:51:18 - 68:21:18]:  Neste segmento estamos a falar especificamente das livrarias, e é este respeito a revista de New Yorker publicou na semana passada um artículo interessante, que a gente tiver acesso online a surgir que procura, um artículo provocatório.
[68:21:18 - 68:41:18]:  Serão as livrarias onde predice o despasso na era da Amazon e da Primeira Zone Online, da facilidade de recomendar livros, ainda serão no sério de livrarias físicas, ou migaravars.
[68:41:18 - 68:49:38]:  São desesperadamente necessárias, como sabe, eu sou qualquer pessoa que gosta mesmo de livros.
[68:49:38 - 69:02:58]:  Fala-se muito algo, eu sou um insete feito do algoritmo, o algoritmo comigo não funciona.
[69:02:58 - 69:11:18]:  Não sei como é que é congouço, como no Zado do Pé, eu sou um no Zado do algoritmo.
[69:11:18 - 69:29:38]:  Eu compro muita coisa na Amazon, mas é muito rara, é mais um sujebinho realmente coisas que eu não conheço e não gosto de a gente sabe.
[69:29:38 - 69:32:58]:  Não é muito habitual.
[69:32:58 - 70:01:18]:  E portanto, nada substitui o prazer de entrar numa livraria e de separarmos com zenas de livros que não sabemos que existiam, que nunca antes tínhamos visto, e que temos uma grande vontade de comprar.
[70:01:18 - 70:14:38]:  Isso não se consegue nem, mas na Amazon, na Amazon, curiosamente tentou começar a ter livrarias e não corralbarem, livrarias físicas.
[70:14:38 - 70:22:58]:  E nada sustituir uma boa livraria e um bom livraria.
[70:22:58 - 70:26:18]:  E temos conscientes e boas.
[70:26:18 - 70:31:18]:  Acho que não temos Portugal, acho que não temos.
[70:31:18 - 70:36:18]:  E não temos para quê?
[70:36:18 - 70:42:58]:  Eu acho que não temos na perspectiva de um leitor informado.
[70:42:58 - 70:57:58]:  Acho que os leitores informados ficam muitas vezes frustrados porque quando eu não me livraria tão a separar com livros que já vigam marcamente fugir.
[70:57:58 - 71:06:18]:  E que nós sabemos perfeitamente que estão num mercado que existem.
[71:06:18 - 71:36:18]:  E portanto, acho que as livrarias podem se te fazer um determinado tipo público, mas a partir de um certo nível, eu acho de substicação enquanto leitor, enquanto em Portugal são muitas vezes as grandes cadeias, uma experiência frustrante.
[71:36:18 - 71:59:38]:  Para mim, uma livraria perfeitamente, um pouco da alfa-rabista, ter livros, provavelmente em segunda mão, ter livros em outras línguas que não há portuguesa, mas sobretudo ter surpresa.
[71:59:38 - 72:04:38]:  E a surpresa até pode ser fute de catalã.
[72:04:38 - 72:09:38]:  A surpresa pode ser fute de catalã.
[72:09:38 - 72:16:18]:  É, a rotação é muito alta, os livros são mais ou menos todos os mesmos.
[72:16:18 - 72:21:18]:  E aí, e aí, de todas as que desaparecem?
[72:21:18 - 72:26:18]:  E há muitos livros em armazém, disse-se.
[72:26:18 - 72:36:18]:  Se aí, há muitos livros em armazém que já não estão disponíveis ao livro, já fiz muito pouco tempo.
[72:36:18 - 72:37:58]:  Ao fim, muito tempo.
[72:37:58 - 72:41:18]:  Não, já não aconteceu certo.
[72:41:18 - 72:54:38]:  Também está qualquer um de nós, de repente estamos a comprar um livro em inglês porque vimos uma referência, um livro com 6, 7, 8, 10 anos, nos interessa.
[72:54:38 - 72:59:38]:  E já uma condicimenta já pode exista, foi publicada em portuguesa.
[72:59:38 - 73:09:38]:  Foi publicada em portuguesa, há 6, 7, 8, 10 anos, e eu não fazia a menoga ideia, nunca tinha dado pela tacadessão daquele livro.
[73:09:38 - 73:16:18]:  E portanto, e depois estamos a comprar o livro em inglês, nem se fazíamos ideia que ele tivesse ido em português.
[73:16:18 - 73:29:38]:  E ter sido só mesmo há um ano, porque assistindo um ano, muitos livros que são irritados, não vão estar a ver a energia.
[73:29:38 - 73:36:18]:  O que eu falei, o que eu referi, temos de corredoria para os editores.
[73:36:18 - 73:44:38]:  Acho que isso ainda se quer com mais força, é necessário, nas deverias.
[73:44:38 - 74:02:58]:  O que é bores de deverias? A tacadessa, para mim, parece uma livreguia, um modelo importado do brasileiro, e que esco, e que faz um ótimo trabalho.
[74:02:58 - 74:14:38]:  Mas é evidente que eu estou em vantagem de estar em transelivos do brasileiro, portanto no brasileiro há uma imensidade e a unha de edição, na pessoa muito bonita,
[74:14:38 - 74:26:18]:  que nós, em ter vezes não temos consciência, mas quer dizer, é essa sensação de surpresa que nós temos em entrar nessa livreguia,
[74:26:18 - 74:36:18]:  e precisamos de ter a entrar idealmente entre todas as livrarias. O que é para cima de uma boa livreguaria, Pesmecia?
[74:36:18 - 74:41:18]:  Bom, para já é uma livreguia que tem um livreiro.
[74:41:18 - 75:21:18]:  E isto é pessoas que aclemam, que sabem sobre livros, que têm um gosto, no sentido de imporar os clientes, mas de não terem, já se tem algumas chenas engraçadas sobre desconhecimento de livreiros sobre perguntas muito básicas.
[75:21:18 - 75:54:38]:  Até havia um livro de árvore de uma livreira, que era um livro, que era um anime que tinha uma história que eu gostava muito, que era o seguinte, com a livreira.
[75:54:38 - 76:07:58]:  Tem aquele livro do garrer, de qual as viagens na minha terra, se ela colei a sua terra.
[76:07:58 - 76:39:38]:  É importante, evidentemente, que as livrarias têm que ter pessoas que sabem alguma coisa de livros, tem que ser espacigada, mas não podem ser montras de novidades.
[76:39:38 - 76:52:58]:  Eu já tive essa experiência de pedir um livro numa livraria e a senhora foi preparar o computador em si, e isso já tem cinco anos.
[76:52:58 - 77:04:38]:  Entra-me, era um, é impapiro, esse livro é impapiro.
[77:04:38 - 77:21:18]:  E, queria também dizer que é muito importante para a saúde de uma cidade, não só as livrarias, por estas e por outras razões, mas dos afarrabistas.
[77:21:18 - 77:42:58]:  Por que os afarrabistas mantêm a memória da literatura portuguesa, é nos afarrabistas que nós descobrimos muitas coisas que nunca teníamos há de falar,
[77:42:58 - 78:17:58]:  e é nos afarrabistas que os irritores às vezes encontram o livro que vale a pena reditar, etc., etc., e, portanto, uma se macidava como se estão a tornar algumas das nossas que não têm bancas de jornais, livrarias, afarrabistas e salas de cinema, já não é uma cidade assim, um entreposto.
[78:17:58 - 78:37:58]:  E ainda vai a liberarias, Ricardo, vai a liberar os predes.
[78:37:58 - 78:52:58]:  E acho que é, é que a gente vai tentar repisaar o que todos nós disse, o ideal provavelmente é a gente conseguir ir a várias, porque se vamos a uma grande cadeia, temos uma experiência,
[78:52:58 - 79:14:38]:  se vamos a uma livraria independenta, temos outra, depois a livrarias especializadas nós aqui em Lisboa, por exemplo, temos uma só de poesia, chamada poesia incomplenta, o que também é simpático, os afarrabistas também são importantes.
[79:14:38 - 79:34:38]:  E por isso é que a gente não é só uma questão de exposição, ou seja, a gente vai tentar entrar numa grande cadeia e perceba aqui uma questão de exposição,
[79:34:38 - 79:47:58]:  que a livros estão exposto por uma razão, que as irritas pagaram para eles também estão exposto.
[79:47:58 - 80:07:58]:  Mas a gente não é só isso, também é, a gente nem no armazém estão umas coisas, não estou lá, temos que ir a outros cítios.
[80:07:58 - 80:32:58]:  Bem, passamos a vários vertentes do negócio do livro, digamos assim, lá dos sensos, seria incomprehensível, o que terminassemos existe sem falarmos de livros propriamente,
[80:32:58 - 80:59:38]:  e por isso desafio agora que cada um escolha um livro que nos permita perceber melhor o mundo em que vivemos.
[80:59:38 - 81:14:38]:  É assim, uma obra essencial, como é se publicar, fascinado com o terremoto, pois foi.
[81:14:38 - 81:19:38]:  É 26 de gosto, inclusive no Fede Strado.
[81:19:38 - 81:32:58]:  Exato. Eu lembrei-me do... isso foi um ar marido... Não, sentiu? Não, não estava em Portugal.
[81:32:58 - 81:47:58]:  Se estivesse em Portugal, por favor, também não tenho sentido, eu reparei. Eu reparei que isso tinha acontecido, mas eu lembrando um livro do Rui Tavares sobre o...
[81:47:58 - 81:59:38]:  O chamo "Sou porque ele é um livro do grande terremoto", que é um livro muito... Não, não, porque você tem a na cidade, não é o terremoto, não é o que é assim de trazer.
[81:59:38 - 82:02:58]:  É assim de trazer, que é um livro de terremoto. Não, não, não, não.
[82:02:58 - 82:21:18]:  É um livro assim de um tanimento muito acessível e muito irudito. E lembrei-me disso porque, por que me percebo que quando o terremoto ocorreu, nós tivemos uma...
[82:21:18 - 82:31:18]:  Projato tivemos do... da parte do governo, uma espécie de fanfarronisse. Verão? Verão como temos preparados para isto.
[82:31:18 - 82:44:38]:  Que tendo a encontrar a dimensão do terremoto, eu equivalente a um furcado, gabar-se de ter feito uma pega de caras, um obzerro.
[82:44:38 - 82:54:38]:  Que, de sinto facto, estamos preparados para este tipo de terremoto, para aquilo que é, para aquilo que é descrito.
[82:54:38 - 83:21:18]:  E que potencialmente nos pode acontecer, que é o que está descrito no livro do Rui Tavares, além do cani de, por exemplo, quando do cani de "Personal Pangoloss" chegam a Lisbo, caiam precisamente no dia em 1755 em que o terremoto ocorre.
[83:21:18 - 83:39:38]:  Paraí-se, é muito difícil que estemos preparados e eu vi coisas do gênero. Bom, nós vamos lá ver. Realmente, as construções, entre-eores, alei, que este tipo-o-la que as construções devem estar...
[83:39:38 - 83:49:38]:  devem estar preparadas com os temas antíscítmicos, essas construções estão condenadas, só veram o grande sismo, né?
[83:49:38 - 83:59:38]:  As que são os presteriores a essa alei. Ah, essas estão condenadas também, porque...
[83:59:38 - 84:17:58]:  Porque a regulamentação existe mas a fiscalização não. E portanto, o que é o espere é que o próximo sismo não está nátis para se ater de desrespetar a regulamentação, né?
[84:17:58 - 84:26:18]:  Sabe que é uma regulamentação? Ninguém ha seguido, mas o sismo ao menos valoriza os forços.
[84:26:18 - 84:39:38]:  O pequeno livro do grande terremoto para o Rui Tavares, o Pedro Messia, que quere as sinaturas de jornais e jorralistas com a sinatura?
[84:39:38 - 84:52:58]:  Sim, é que o mando de alíso, coisas que já foram ditas, é... A escolha para ele estará em uma autora com a sinatura reconhecida.
[84:52:58 - 85:04:38]:  Um livro da Joandinha, que se chama "Vou dizer que o que pensa" Joandinha era uma das grana de jornalistas e repórteros americanas.
[85:04:38 - 85:24:38]:  As sinaturas de jornais têm a ver com o fato de cada vez mais... sobreviver esse de jornalismo precisar de alguma forma de militância
[85:24:38 - 85:36:18]:  e a sinar de jornalismo é uma dessas formas. Aliás, o New York Times foi beneficiário disso nos últimos anos.
[85:36:18 - 85:47:58]:  Foi talvez a única vantagem da presidência Trump, foi que aumentou as vendas do New York Times por oposição.
[85:47:58 - 85:52:58]:  Gigante esquemente.
[85:52:58 - 86:04:38]:  Mas, de onde ainda não desdestes, te fala do jornais que prefere.
[86:04:38 - 86:19:38]:  E os jornais preferem todos os treinos, os jornais que não são canónicos, e ela explica por que?
[86:19:38 - 86:29:38]:  Porque são os melhores ou num lísticamente, que são os que fazem mais effecte checking, etc.
[86:29:38 - 86:42:58]:  E, por isso, tudo isso seria fundamental nos jornais, não são jornais onde descrevem pessoas que têm a sinatura
[86:42:58 - 86:59:38]:  e que eu quero ler porque têm um estilo, porque têm um tom, porque me diverte, porque me irritam, não seja o que for.
[86:59:38 - 87:07:58]:  Mas porque eu quero ler esta pessoa e esta pessoa é no certo sentido insubstituível.
[87:07:58 - 87:26:18]:  E, portanto, com a existência de assinaturas jornais e jornalistas, ou colonistas, ou que seja, com assinatura.
[87:26:18 - 87:37:58]:  Parece-me que é um liquido possível de subrivência do jornais que também é importante para subrivência do livro.
[87:37:58 - 88:02:58]:  Diz, velho, diz, praticamente, de propósito com a evocação que está ser feita e é justa da morte do Augusto Tão de Sehabra, que era justamente um jornaulista com a sinura.
[88:02:58 - 88:04:38]:  Com a sinura, toda.
[88:04:38 - 88:17:58]:  O livro para compreendermos o melhor mundo à nossa volta trazido do João Miguel Tavares. É um livro de um autor português que continua a sumar edições.
[88:17:58 - 88:31:18]:  Sim, eu estou a su livro do Nuno Palma, as causas do Atraco Português. É um bocadinho em um desco, porque este tem um seplaste e a situação é minha, portanto, bem...
[88:31:18 - 88:51:18]:  Se eu te contar, mas é um bom exemplo, também de aquilo que nós tivemos a dizer que é livro dos que ajudam a compreender o país e explicar o país.
[88:51:18 - 89:02:58]:  Este é um tema anticoísimo, não é? Já temos o Anterto Quentáula Reflete e suba as causas de decadência de os povos punimosos lá.
[89:02:58 - 89:46:18]:  Mas este, na verdade, é um livro que vai contra a tese do Anterto Quentáula e que aponta as causas do nosso atrasa ali por autoras das descobertas do Ordo Brasil, o Nuno Palma aplica a lógica da maldição dos recursos a patria, ou seja, quando nós encontramos o recurso que tinha muito valor, e a gente gostava de uns aiau e ficamos adegumir.
