[00:00:00 - 00:09:04]:  Esta semana, Ricardo Oroos Pereira ainda ao longe de Clara S. Esclarcedor.
[42:10:40 - 42:17:20]:  -Há duas coisas aqui que me chamaram atenção, uma delas já foi dito, que é...
[42:17:20 - 42:39:00]:  -Nos portamos como o regime ruso a suspender canais de televisão, que defenda as ideias que defendam, são canais de televisão, e portanto tem direito.
[42:39:00 - 42:55:40]:  -Vivemos regime liberados de pressão e não faz sentido estará cruzando a Russia de coisas feias e verdadeiras, quando percebemos a mesma maneira e custa dar a razão à Russia,
[42:55:40 - 43:27:20]:  e a segunda é que lembrem aquela... por causa da embaixada dizer que os jornais... dizendo como que os jornais devem descrever a realidade e passar a usar a operação muita especial a vez de guerra, lembrem uma frase que se dizia sobre o Stalin no outro tempo, mas hoje pode se dizer que é...
[43:27:20 - 43:50:40]:  -O Orwell vive nos nossos coração, está vive nos nossos coração, como se ele está ali, realmente, lembaixava dizer um jornal de outro país que o Enguaje é debatilizar, se isto não é Orwell, não sei o que.
[43:50:40 - 44:12:20]:  -O Ricardo da Ogrospera fica então o ministro de propaganda e estão entre as pastas ministriais por esta semana, altura para irmos rapidamente à bola, agora que terminou a fase de grupos do europeu de ficobol,
[44:12:20 - 44:47:20]:  os jornais antes de começar este europeu de 2024, este horóis de 2024, garantiu que se Portugal tivesse duas seleções na competição, a segunda também seria candidata à vitória, por aquilo que se viu, na esta primeira fase, Ricardo da Ogrospera, a compõe a opotião de morinho, ou ela mudou ligeramente.
[44:47:20 - 45:02:20]:  -O Ricardo é uma resposta difícil, porque o concorro de cor morinho e neste momento não acredito que seja...
[45:02:20 - 45:30:40]:  -E fica e fica e pegue atrás, as instituições de seleção, são duas coisas diferentes, que a mente Portugal tem duas equipas e ambas podem ser candidatas da campeã de Europa, talvez não quero começar já, a uma receita o senhor, mas talvez como a defenda do outro.
[45:30:40 - 45:45:40]:  -A de um gostas ninguém rica. -Esco, não fui a isto porque isto é muito espanhoso. -É direcionada a 32 estrangeiros.
[45:45:40 - 46:07:20]:  -Esso também teve um problema com o atrerededor estrangeiro. Veio motivos para festejar o facto de que Portugal ter sido o primeiro do grupo em que jogou pedrem o dia, ou a derrota com os diores de feitos morcer os ánimos.
[46:07:20 - 46:37:20]:  -É mais a mente como ele é ação do costa. Acho bem que ele tenha sido, não estou esfusiante, se ele tivesse perdido também não estava triste. Quer dizer, o futebol, pelo menos, não é o nível aqui, o vivo, é uma coisa do momento, não fica, não altera existencialmente a minha vida, não sei para hoje fuziante.
[46:37:20 - 46:47:20]:  -E se sai nunca. Mas também não fico triste em isso. -Não, particularmente, seleção, perdeu.
[46:47:20 - 47:05:40]:  -E nesse capinato torso pelo alto ao gol. -Ecita uma equipe de uma olha. -Muito corredor. -Ela é solicíssima. -Muito preto. -Ela só parece 7 ou 8. -Muito evento. -Ela é muito ledo. -Ela já houve alguns. -Muito bom.
[47:05:40 - 47:25:40]:  -A partir de agora, já não haverá margem para ir raro, portanto, se sai, entremos na fase eliminar, está confiante para a segunda-feira no jogo de 8-final com as lovenias, já me gata vários.
[47:25:40 - 47:47:20]:  -As centa-quenta quinta há poucos meses. Portugal jogou com as lovenias num jogo de preparação, eu vou dois jero. E foi a primeira de rote de arra Martinas. Não dão-ne assim razões para esta ameaira confiante.
[47:47:20 - 48:09:00]:  Evidentemente, eu acho que Portugal tem uma seleção muito acima das lovenias. Agora, é verdade que também há ali muito jogador, que eu acho que tem essencial, que neste momento tem um superrendimento, um escarapro que eu for muito longo.
[48:09:00 - 48:39:00]:  O nosso amigo Bruno Kelly, que é bastante importante no meu campo, o Bruno Fernandes, e outros não jogaram o suficiente, tipo com salre ramos, que é algo que eu acho que pode ser um pouco de dança muito importante nas leções, mas claro que a gente tem bastante forma.
[48:39:00 - 48:47:20]:  -Veremos o que é, mas ainda bem que me deste esta oportunidade, peste a análise técnico e tática.
[48:47:20 - 49:09:00]:  -Pronto, é sempre um gosto. -Begando. -Mas segunda-feira, logo veremos como é que as coisas decorrem, por que o alto de fronta, as lovenias e se ganhar podem apanhar nos quartos de final a França.
[49:09:00 - 49:19:00]:  Se os foras de vocês conseguiram, entrem-te em vencedilharde também, eles dos belgas, mas temos tido mais experiências.
[49:19:00 - 49:42:20]:  -Vamos para o nosso estado de espirito de esta semana para tentar perceber o que levou João Miguel Tavars a declarar-se por no gráfico. Será preciso de bol de engevermelha no canto pecar?
[49:42:20 - 49:50:40]:  -Eu acho que não, mas ovejente que sim, não é, é a gente que viu ali por no gráfico.
[49:50:40 - 50:25:40]:  -Falar da inquiressão, na admissão parlamentária de inquiressão, nas duas crianças, gemias, com uma doença rara, no âmbito das suspeitas de uma cunha, não é CNS, pelo modo como decorreu a sessão, alguns momentos, pareceu que a mãe esteve a ser ouvida na qualidade de Estumunha, ou enquanto da cozada, João Miguel Tavars?
[50:25:40 - 50:54:00]:  -Não acho que a mãe tem este estado na posição da cozada, ela esteve ouvida como de Estumunha, e aliás todos os partidos, é verdade que foi naqueles intrótesmas, mas os intrótes também contam, naqueles intrótes antes começarem a fazer a pergunta, todos mostraram a sua lidariedade em relação ao a mãe.
[50:54:00 - 51:24:00]:  E não há português brasileiro, o que for, que não diga, de facto se eu tivesse filhos nesta situação, porque provavelmente faria ao mesmo que ela que agarre correira todos os mães possíveis à minha volta para atender a agudar um compromíte que foi salvador, indiscutível.
[51:24:00 - 51:50:40]:  E há um outro aparte, que é parte boa neste processo, que é aquelas duas gêmeas brasileiras, e efetivamente tomaram o compromíte portanto Portugal, o estado português, pode fazer por elas gêmeas luzes brasileiras, também tem a nação da lidada portuguesa, o possível, né?
[51:50:40 - 52:15:40]:  E as gêmeas, mas mentos estão tratadas da forma de divina. Não, não, não, não, o taleamos porque isto é bastante importante, mas isto é realmente muito importante, mas esta introdução não devoluisis...
[52:15:40 - 52:35:40]:  Esta parte importante, qual é a parte seguinte, a parte seguinte, que não é isso que é chegar sem bem o mais, é ela, veio mentir.
[52:35:40 - 52:55:40]:  E portanto, a mãe da gêmeas fez tudo, ou que podia fazer por elas, e até também de uma forma compreensível, veio proteger a pessoa que eles permitiam o que aquilo que acontece, a acontecer.
[52:55:40 - 53:19:00]:  Essa pessoa nem sabe quem é, sim, num rebeldeçosa, mas será também ou não Marcelo, será la Serra da Salos, será quem? Talvez num rebeldeçosa, mas vai proteger e ela basicamente disse que não conhecia ninguém, não conhecia ninguém.
[53:19:00 - 53:44:00]:  No meio das processos, é de mentir por maelos, é de mentir por outras declarações que ela fez, e portanto, também, da mesma maneira todos os portugueses disseram esta situação desta senhora compreensível, também toda a gente disse, mas ela esteve a mentir.
[53:44:00 - 53:57:20]:  E ela está a mentira, é evidente que isso, senhora, tem que ser presionada numa comissão da inquéria, e tu pode se tentar saber qual é verdade.
[53:57:20 - 54:20:40]:  E essa pressão, saltar dessa pressão para qualquer coisa pornográfico, faz muita impressão. A Ana Salópico, por exemplo, que a Ana usou a pressão pornográfico, foi da Ana, ela levara a não ter que te expresse se me bem recorre.
[54:20:40 - 54:32:20]:  Mas, por exemplo, a Ana Salópico é uma pessoa que eu gosto muito e que leia com imenso para dizer que como sava voltasse dela, dizia que prendemos toda a humanidade.
[54:32:20 - 54:47:20]:  Eu mais do que perder toda a humanidade. A monstrigificação. A monstrigificação é uma palavra bonita, e boa, mas naquela espécie custa muito que seja utilizada.
[54:47:20 - 55:07:20]:  Mais do que perder toda a humanidade, eu também acho que se começa a perder alguma morar verdade. Porque não é, porque este caso é profundamente humano e que a senhora está em sofrimento,
[55:07:20 - 55:27:20]:  porque causa disso nós devemos achar que é só empatia, empatia, empatia e a verdade conta pouco. Não, não, a verdade neste caso é muito importante e a senhora, mãe da Gêmea, vai mentir.
[55:27:20 - 55:52:20]:  Se a mãe da Gêmea, esteve de facto a tentar encobrir quem realmente atra a ajudar-nos, estamos em todos os casos no diminuto da suposição, isso parece que o conhecível ou censurável pedro-mexia.
[55:52:20 - 56:07:20]:  Uma frase do Albert Camilo que eu gosto muito, falando da Argelio, em que ele diz entre a justiça e a minha mãe, eu prefira a minha mãe.
[56:07:20 - 56:39:00]:  Uma frase que eu uso muito e costumado. A senhora está a fazer o que ele compete. Esta comissão de inquérito existe, não por causa dela, mas por causa da possível intervenção e legítima de políticos de leitos, de órgãos de soberania,
[56:39:00 - 57:27:20]:  de diretores clínicos, seja o que for. E é isso que eu vou saber. Se ela fez o possível e o impossível, o licito e eventualmente não licito para que servem as filhas, está na sua função, parece-me que, acho que se deve perguntar, acho que há um caso difícil de explicar que é aquilo do meu, que saiu do meu dela e que ela não sabe como.
[57:27:20 - 58:09:00]:  Acho que ela é o gítimo para perguntar isso, portanto nesse sentido acho que ela não é o centro do caso, e sobretudo com quando começa a ver uma notazinha de, porque a senhora não fundasse, tratada como uma brasileira, portanto como uma estrangeira, passando por cima aliás, dessa questão da tabina nacionalidade.
[58:09:00 - 58:29:00]:  Eu não direi que foi uma monstraficação, mas acho que foi secusável e acho que foi uma perda energia para as coisas que realmente importam, e que eu ia àsvão seguir na comissão.
[58:29:00 - 58:50:40]:  Desculpa, só uma frase. A frase entre a minha mãe e a estiça, para a minha mãe é uma frase poeticamente bonita, mas que se fosse levada a lei, tem alguma justificação para todos os nozinhos que não se ajudaram.
[58:50:40 - 59:00:40]:  Não tem nada a fazer, a aposir eram bombas nas coisas da Argel.
[59:00:40 - 59:05:40]:  O que é a aposir? Vai ver o contexto.
[59:05:40 - 59:22:20]:  Como é que vê Ricardo Argel, o modo como as coisas passaram e as reações que foram sucedendo ao longo da semana em relação a esta inquirição?
[59:22:20 - 59:57:20]:  Eu fico contendo que os excessos da inquirição sejam atribuídos, é uma espécie de digamos chavexcal que vigora nas redes sociais, e que contribui, acho que os testes dizia isso, contribui para a nossa desumanização e para a criação de sociopatas.
[59:57:20 - 60:17:20]:  Eu acho isso, o óptimo, porque o índice é o do tempo, porque eles reteam sociais, eram só flores, davam voz aqui em um pinha forte, ajudavam o lobama e o união de tatuos no ígito.
[60:17:20 - 60:32:20]:  E é, é pronto, acaba por ser refrescante. Também tem duas ou três coisas que parece que são realmente nozivas.
[60:32:20 - 60:59:00]:  De resto, eu acho que a carreira do venturo, isso é um grande apositor de locomunistas parlamentares de inquiri, quando elas inquirem, tipo lá os cargos públicos, gente que foi ilaite, bancairos, consumam muito todas essas,
[60:59:00 - 61:12:20]:  e a presença de si aos grandes empresas, mesmo que privadas, que têm negocios postados, etc. Com mais, já lhe interessa menos?
[61:12:20 - 61:32:20]:  Não, eles interessa menos, mas compreendo que o venturo, a carreira dele de propor o confinamento especial para uma etnia que é minoritaria e discriminada.
[61:32:20 - 61:55:40]:  Depois, manterem um debate bastante vivo com um desgraçado num immigrant na rua sem se quero tirar uns óculos escuros, como aquela fotografia de "Nóche", que era um lembrado.
[61:55:40 - 62:35:40]:  Eu crec que agora, inquirir uma mãe, ele é devolente com este tipo de ciradão, e eu propunha que as próximas seriam inquiridas na função parlamentar de inquiri, fomções para os bebés, as minhas para que o venturo possa sentar arrancar-nos alguma declaração ou coisa qualquer.
[62:35:40 - 62:55:40]:  Chegaram mais perto, verdad? Estás claro assim, porque o João Miguel Tavar se declara pornográfico, o pedaço de sentir-se republi, cano, republi, barra, cano e está a torcer pelos republis ou pelos canos?
[62:55:40 - 63:00:40]:  Estou a torcer pelos republis, por que?
[63:00:40 - 63:17:20]:  Estou a falar das eleições de referência, que têm a primeira volta. Este domingo já, a parte dos três blocos em confronto, será que ainda sobra-se passo para a direita tradicional?
[63:17:20 - 63:44:00]:  Vou tentar consumir-me em duas frases. Até há pouco tempo, a esquerda estava toda unida, depois de unir-se, e agora unir-se toda outra vez fingindo que não está completamente dividida entre as quatro assuntos mais importantes da atualidade, não é realmente a Ukraine?
[63:44:00 - 63:47:20]:  Mas conseguiu até figuras de direita apoiada?
[63:47:20 - 64:27:20]:  Sim, já lavo. Uma cron tinha dois parceiros de coligação, de maioria presidencial, que agora fazem o questão de não aparecer na fotografia com ele, embora não se tenham ainda objetivamente separado, separado, e a direita republicana, a direita moderada francesa, não apoiava uma frente direita para combater a frente esquerda.
[64:27:20 - 65:00:40]:  Entrando, o novo presidente, de algum tempo, presidente dos republicanos decidiu, por sua livre, espantando e avontado, sem dar a cavar com a ninguém dos órgãos dirigentes, dizer que os republicanos estariam nas listas com o Ré Samba Luma Nacional.
[65:00:40 - 65:47:20]:  O resto do partido, no militante, um pouco mais, não concorda o que é que isso leva, leva que haja dois tipos de candidatos das listas republicanos, os deputados, os republicanos, com a Cine da Lupende e os deputados republicanos, independentes, que é uma expressão delirante,
[65:47:20 - 66:30:40]:  que o republicano, os independentes, podiam ser, são republicanos nas listas, são independentes de estudos de republicanos, são republicanos filiados, mas que são independentes da posição de um livro do partido, que é uma coisa que acho que é inédito, os divergês do mundo, a gente está a todas as estudar isso, e portanto o quíberendimento vai ser uma catástrofe, infelizmente, como emquanto é todo o chítio.
[66:30:40 - 67:09:00]:  - É um traço para... - Para fratratos. - Não, vai ser uma catástrofe para a França, porque não há nenhuma, o Macron foi o estrandoisamento, uma coisa que falha sempre, porque vamos fingir que não é a esquerda da direita, foi o sempre, entre todo o lado, não há nenhuma, e ele disse que, vamos tentar que isso seja tudo um grande centro, neste momento o centro aqui é o pequenino, ou é o pé do resto, para benzo.
[67:09:00 - 67:37:20]:  O presidente, Macron, que marcou estas eleições depois de Rota Pesada, de europeias, de sexta semana que os dois blocos dos extremos políticos, ameaçam, conduzir França a uma guerra civil, isto parece recarder-os para um aviso para levar a sério, uma forma de desespero político.
[67:39:00 - 67:52:20]:  - É um negócio, Carlos, eu espero que estejamos longe desse cenário, em que a guerra civil é a França.
[67:52:20 - 68:22:20]:  - Eu confesso que aquilo que mais me surpreenda no panorama político franqueir, é o partido que agora chama a ração do humano nacional, que foi fundado e dirigido durante muito tempo pelo Lupeno Pai,
[68:22:20 - 68:47:20]:  depois foi dirigido pelo Lupeno Filha, que ainda é a candidata à presidência da República, e agora é dirigido pelo Bardela, que é gênimo da irmã da Lupeno Filha.
[68:47:20 - 69:22:20]:  - E este signo são amigos e aliados políticos na Europa do Ventura, o mesmo Ventura Ministro, isto parece que os nossos sonhos de supergentes de vida, e então o Brana Evilada Silva é a filha do Viera da Silva, o Francisco César é filho do Carro César, porque ainda é a subrinha da Lupeno.
[69:22:20 - 69:27:20]:  - Exatamente, né? - É no Adiardo, o Marion.
[69:27:20 - 69:42:20]:  - Não dá-me, agora já está com a tia. - Agora já está com a tia. Isso não faz confusão ao venturo.
[69:42:20 - 70:14:00]:  - Tudo indica que este programa direita, antes de dar toda esta confusão, pode dar mesmo tornasse meio irritária, em que papel política que vai ficar o presidente Marco João Miguel Tavaas, se tiver de dar, pós, com o Primeiro Ministro, este Jordan Bardela, o líder do partido de Marion Le Pena.
[70:14:00 - 70:32:20]:  - Não foi essa jogada? - Eu se tivesse que apostar, eu digo que Macron nunca teve grandes dúvidas que podia ficar com um Primeiro Ministro do Direito da Radical Lúva.
[70:32:20 - 70:45:40]:  - E estrada é por a estreba direita do poder, para que... - E esperar quem 2017 ele com o final. - Até lá passa a doença?
[70:45:40 - 71:05:40]:  - Acho que sim, acho que sim, acho que é uma tentativa de vacinas, porém, que sobretudo que saiu o grande premio, quer impedir que em 2017 vai falar Marion Le Pena, é uma jogada arriscadíssima que tem tudo para corremar.
[71:05:40 - 71:29:00]:  - Mas... - Exatamente, pimenta no rabo dos outros, não se desnurável, mas é no próprio, é pimenta no próprio rabo dos franceses, o que ela propõe.
[71:29:00 - 71:52:20]:  - Eu não digo não, mas eu só dizia que a experiência lógica do que... - A primeira volta é no domingo, na semana seguinte será a segunda volta, vamos ver o que isto dá, já sabemos, porque é que o peda-mexia, considera republi barricano.
[71:52:20 - 72:09:00]:  Agora vamos tentar perceber, porque é que o Ricardo Raúse Pereira se declara esclarecedores, sente-se esclarecido depois de poder ver o Madrugada, de quinta para sexta...
[72:09:00 - 72:19:00]:  - Só este Ricardo Raúse Pereira. - Sim, nos considera a relação a partir de democrata americana, quem quer agradecer imenso.
[72:19:00 - 72:29:00]:  - Carlos, o Partido Democrato da Universidade de Tevo, quatro anos, quatro anos para preparar a sessão de Joe Biden.
[72:29:00 - 72:49:00]:  Foi o milagre, né? Eu consegui um impedir a segunda, o segundo mandato da Maltrump, e depois tiveram quatro anos para preparar a sessão do homem que eles já sabiam, porque tal é fácil, é só ir à vida identitada.
[72:49:00 - 73:02:20]:  E já sabia que o Joe Biden, na data desta das eleições, e ele vai ter oitenta e dois anos, na altura em que ela está se deporreira.
[73:02:20 - 73:15:40]:  E, portanto, o Hugo aconteceu no debate de ontem à noite. Foi aquilo que a gente já previa, e é...
[73:15:40 - 73:32:20]:  - Eu, de repente, dormo por mim, olhar para que os dois homens ia pensar, eu tenho um problema com os dois. - Tenho um problema com o Joe Biden, eu não percebi nada do que ele diz.
[73:32:20 - 73:59:00]:  E tenho um problema com o Trump, porque é perceber tudo o que ele diz. Isso, Jeremy, o repulso em anos, eu, para todos os efeitos, se fosse obrigado a escolher, isso fosse americano, que o que seria no Biden contra o Trump, porque o que o que votaria não tinha para fazer é contra o Trump.
[73:59:00 - 74:24:00]:  Mas, esta ideia de vios democratas, terem, digamos, ofrecido. Não creio que vai ser muito diferente isso. Espero que seja, mas tenho muitas dúvidas, que não seja ofrecido para ser o poder da no Trump.
[74:24:00 - 74:52:20]:  Eu acho que agora vão sentar um convencer, como naquela história infantil conhecida, o reestafestido, o reestafestido, é possível que agora devolta tentar convencermos que o rei está vivo. Não, o Biden está vivo, olha, olha, olha, olha, olha, olha.
[74:52:20 - 75:25:40]:  É muito difícil nos convencerem disso, depois do que vimos ontem, eu fazia a pró-debatista, mas muito baixa, enquanto a que era contra um outro idoso de 78 anos, que já tinha proposto injetada com os infectantes, os pacientes de covid da versão de Zanarbitan.
[75:25:40 - 76:05:40]:  E, portanto, algumas maneiras de ganhar o debate eram fazer uma frase completa, por exemplo, dar a sensação de que sava em que se tínhamos, estava ter visto isso também, ou, por exemplo, sei lá, não conseguire ser capaz de...
[76:05:40 - 76:19:00]:  Já me saiu aqui, mas ele mais dava um jeito.
[76:19:00 - 76:49:00]:  Estávamos aqui, estávamos aqui, estávamos aqui, estávamos aqui, porque o que é o que é o que é o que é o que é o que estávamos aqui, por exemplo, de certa altura, o Donald Trump expendeu argumentos de tax como, neste momento, há 10 mil milhões de goto de maltex a atacar o memorial do Lincoln.
[76:49:00 - 77:19:00]:  Fíjamos que são argumentos, que, em principios, são fáceis de revater, parecem uma salada de frutas a liatória, outra coisa que eu estava ter visto, da parte do Biden, manter a boca fechada com o doatipal, a pago estava disso, só isto.
[77:19:00 - 77:45:40]:  É que a gente se está, se está de um dia, seria que ainda tempo para os democratas arranjarem um candidato alternativo, porque nas últimas horas falou-se muito que este candidato não ter condições, por razão.
[77:45:40 - 78:34:00]:  Os órgãos de comunicação social americanos, próximos do Partido Mucrata, desde CNN, New York Times, leão os artigos, os escudos da opinião, os comentários, e eles estão empanados, que estão a dizer isto foi uma catástrofe, porque o que o Biden fez não tem nada a ver com o doatipal de 182 anos, 181, ter a ver com o no tutorial e que se agrava com a idade, estamos a ter um candidato, sempre em Estados Unidos, que diz uma frase, baixos os olhos, e quando ele vai a todos os olhos não sai,
[78:34:00 - 78:40:40]:  e quando ele vai a todos os olhos não sabe o que está a dizer, e não vai passar com o tempo.
[78:40:40 - 78:54:00]:  Isto é catástrofe, o que é meu, eu ponho sobre o Donald Trump também é bem servida, mas o Donald Trump não está chechei, infelizmente é...
[78:54:00 - 78:57:20]:  Escarar, é mais pregoso.
[78:57:20 - 79:20:40]:  Não claro que é pregosíssimo, então pôs o que ele nem é, antes é pregosíssimo, mas os democratas agora, mas isto pendia que o Biden recudissei a situação em que está, e que o versão candidato União que também não está a ver qual é.
[79:20:40 - 79:35:40]:  É um momento de desculpe nos dois, é grande privagem ideológica, é que qualquer um é melhor jogador de golfe.
[79:35:40 - 79:45:40]:  Eu sou contá-la a ideia de que as pessoas às vezes, é preciso mais milhares na política que elas exercem a poder de forma diferente,
[79:45:40 - 79:54:00]:  eu sou contá-la a ser a ideia, é preciso mais milhares na política, porque elas têm tanto direto a estar na política como os homens,
[79:54:00 - 80:05:40]:  mas neste caso sou forçado a considero que eu acho que um debate entre duas milhares elas nunca iriam discutir qual das duas é que joga melhor gol.
[80:05:40 - 80:20:40]:  Nós eníamos a falar deste par aqui, surgir apenas um filme "Polfin de Semana", chamado "Fin de Semana com o Morte", esse grande clássico, porque, posivelmente ainda vamos ver,
[80:20:40 - 80:25:40]:  vamos ver a alegria entregar a desobarra da nova na banal, o...
[80:25:40 - 80:30:40]:  É fingir que é muito triste, que está vivo.
[80:30:40 - 80:40:40]:  E ainda falta muito as semanas, até as eleções, estão na altura dos livros, e eu trago esta semana aquilo que o Ricardo Raúr-Esperer, esta Maria,
[80:40:40 - 80:54:00]:  um acontecimento editorial, não é só o "el", um volume que riu em uma centena de dançais brevos de uma figura fascinante, Samuel Johnson,
[80:54:00 - 81:09:00]:  ou como ficou também conhecido o Dr. Johnson, entre outras provezas literárias, este intelectual inglês do século 18 de Marés,
[81:09:00 - 81:20:40]:  está pelo facto, de ter sido o autor do primeiro dicionário da língua inglesa, além disso, o Dr. Johnson,
[81:20:40 - 81:32:20]:  foi uma personalidade de tal forma marcante que a biografia deles crita, por James Boswell, ainda hoje uma obra de referência do gênero biográfico.
[81:32:20 - 81:59:00]:  O livro "Rogar publicados" explica logo no título o que propõe ao leitor, em saios, sobre a vir toda a felicidade, foram os critos para três ronais de época entre 1750 e 1760, nos testes escolhidos para esta analogia,
[81:59:00 - 82:17:20]:  encontramos nas palavras do organizador deste volume uma visão da condição humana que longe de ser russada, é por vezes exuberantemente pescimista,
[82:17:20 - 82:34:00]:  embora sem nunca convidar a olhar o mundo com a atitude cínica muito pelo contrário. Em saios sobre a virtude e a felicidade de Samuel Johnson,
[82:34:00 - 82:47:20]:  a introdução, seleção e tradução de Pedro Galvão, edição primátor. O João Miguel Taváres traz "erva" pro programa.
[82:47:20 - 83:07:20]:  É de Dragon, é de verva pro programa, e é de boa. Isso é uma novela gráfica, eu já tinha trazido um livro anterior desta senhora, chamada que é um suque gênero de quim, ela é suco-guiana,
[83:07:20 - 83:22:20]:  e eu tinha trazido um livro chamada "espera", e agora foi aplicada a esteerva, que é consensualmente considerada a sua obra mais importante,
[83:22:20 - 83:35:40]:  é uma história real sobre aquilo que chamavam as mulheres de conforto, uma mulher de conforto que é a que é a que escravas secuais,
[83:35:40 - 83:45:40]:  muitas delas qurianas, que eram colocadas à disposição dos soldados japoneses na Segunda Guerra Mundial,
[83:45:40 - 83:59:00]:  e isso é a história real de uma dessas minhas que, contada já numa idade muito avançada, em que ela recorda aquilo que foi a sua terrível infância,
[83:59:00 - 84:07:20]:  e essa experiência não posso recomendar com o mais entiágio.
[84:07:20 - 84:14:00]:  Pedro Messia também está entusiasmado com o prêmio Camões deste ano.
[84:14:00 - 84:27:20]:  Muito entusiasmado, é uma escolha excelente, a delave para dar uma altura que já tinha sido publicada em Portugal, a primeira pela cotovia,
[84:27:20 - 84:35:40]:  e a uma entologia também nasceria. E agora a uma entologia mais recenta seria a ouvir esta apósia completa dela,
[84:35:40 - 84:40:40]:  que bem... Uma edição brasileira, uma edição brasileira, mas...
[84:40:40 - 84:52:20]:  Não é ser fácil, é neutral, mas fica a ideia, posse ele e todos portugueses, e para diretor os poesias...
[84:52:20 - 85:07:20]:  Só tem um poesia, também, sim, mas a delia para adorar, só para dizer numa frase,
[85:07:20 - 85:27:20]:  tem o condão de misturar coisas que estão acostumados a ser misturadas, como a de malidade, coloquial e cristã, erótica e polícia...
[85:27:20 - 85:37:20]:  E é um crítico, e acho que ele é um poesia fácil, deste livro que diz que ela é uma poeta da voz,
[85:37:20 - 85:50:40]:  e portanto faz tudo aquilo que uma voz faz, é soleno, é desesperada, é divertida, e é uma das grandes atores de língua portuguesa.
[85:50:40 - 85:57:20]:  O Ricardo R.S. Pereira continua às voltas com camões.
[85:57:20 - 86:04:00]:  Exatamente, continua o Carlos, é também uma consequentemente editorial, tensão.
[86:04:00 - 86:10:40]:  Chamões, vida e obra não se conseguem ver, que não conseguem estar aqui a fazer uns efeitos que tínhamos.
[86:10:40 - 86:19:00]:  Camões, vida e obra de carros de Maria Bobo-Anne, e ela fala como o próprio titel indica,
[86:19:00 - 86:37:20]:  da vida e da obra de camões, fala sobre o ambiente intelectual que em que camões crescem e influenciam por ele,
[86:37:20 - 86:54:00]:  e depois adicasse a líbica e aos dos dias também, e o próprio trabalho que ele faz, é como se diz hoje épico,
[86:54:00 - 87:00:40]:  usando o termo épico no sentido que ela os dou.
[87:00:40 - 87:07:20]:  Pronto, camões, vida e obra de Carlos Maria Bobo-Anne, assim se concluiu mais de marrindo ao Semanal,
[87:07:20 - 87:14:00]:  dois, oito dias, há mesmo horas mesmos, sempre também em podcast,
[87:14:00 - 87:20:40]:  peda-me que seja um Miguel Tavares e Ricardo R.S. Pereira.
[87:20:40 - 87:37:20]:  [Música]
[87:37:20 - 88:20:40]:  [Música]
